@RELATION 'my_relation: -C 5'

@ATTRIBUTE A {0,1}
@ATTRIBUTE C {0,1}
@ATTRIBUTE B {0,1}
@ATTRIBUTE E {0,1}
@ATTRIBUTE D {0,1}
@ATTRIBUTE att1 numeric
@ATTRIBUTE att2 numeric
@ATTRIBUTE att3 numeric
@ATTRIBUTE att4 numeric
@ATTRIBUTE att5 numeric
@ATTRIBUTE att6 numeric

@DATA
1,0,0,0,0,0.9623052654870498,-1.9353817146891927,-2.8478410346713656,-7.558967924985772,4.066217410413177,0.9674400303964257
0,0,1,1,0,4.7383634598458,5.439297935458484,4.1518023719234645,4.853724589445845,2.4154456919349174,9.037534357671529
0,0,1,0,0,4.694523687147522,-1.0533223735837516,2.8462984644613982,0.4124294056871838,1.2481024167352286,-4.328098865071155
0,1,0,0,0,8.168935798110171,11.684057461776758,7.91853231555579,8.937383428572446,10.053661060269276,8.498444827819167
0,0,1,1,0,5.247189401614579,1.88386841500343,4.889012493333527,2.8787863449665276,7.613017664144049,5.3819797847823025
0,1,0,0,0,10.680819200567566,11.650161585137269,8.58617953335379,8.478949112325424,9.311800316563534,8.95082091467976
1,0,1,0,1,2.264752857616802,-0.8634480570733264,-0.4527367490661745,2.190737319085085,-1.5232588729929353,3.5920887967334325
1,0,1,0,1,4.17256821411673,1.7835806232424467,2.496601832191011,0.7201590599927501,-0.10139932157618256,-2.3156377360139517
0,1,0,0,0,12.638522860770994,9.7813091606215,10.422863105876381,8.888056227048178,9.167431924791046,10.37784573598926
0,0,1,1,0,5.414130350131666,1.8071994500568773,3.4870903283931094,3.4912579011408913,3.0439563665566975,4.296092326327925
1,0,0,0,0,1.2161579006260343,-1.389592470663599,0.7341911380469665,2.0207708302908234,-0.5076121814734755,0.4073578600083673
1,0,1,0,1,-1.3402838897703524,1.4571970309855886,-2.11296448705509,-4.171369482300642,0.2202430125695133,2.161685666519957
1,0,1,0,1,-3.3037981985048996,-0.848324799383348,-0.23824057303731755,-1.656613301148339,-0.652794149179385,0.3471751815946954
1,0,1,0,1,-0.3585755973318186,0.1727338734741294,-1.6312333462777517,-0.694793239279057,-0.7513998065196994,1.848934465491802
0,0,1,1,0,3.989103255030062,5.770555005818258,5.517221444096584,8.327583627806158,6.964005821910517,7.101454030149634
0,0,1,1,0,7.707019993088804,7.101474396296096,7.185089613546225,3.6666839702888936,6.468761381498757,2.5234428274053182
1,0,0,0,0,2.9612792106206594,1.2993238791816537,-3.5915522497384553,0.407044909236177,0.14141374301496903,-0.9860859578135894
0,0,1,0,0,2.4260755776768512,4.557772844558514,2.0347173998406562,3.2817662735104522,0.3528236138283187,-2.674730262395143
1,0,1,0,1,-3.4476212492962572,-1.4604088998979459,-0.06739056677321116,2.0215227591152716,-1.5585216854460449,1.9109966226285475
0,1,0,0,0,12.1227528549224,9.939698978817061,10.34154369830204,13.10518918914849,9.010038273177999,12.355581233215005
0,1,0,0,0,12.78260225522934,8.084950448310703,7.708343770836507,11.090049091661125,11.837990096373787,7.685178651136858
0,0,1,1,0,6.998221018775395,7.621119099859294,4.637510401945711,8.985182897902463,6.679598211034777,8.173526134886039
0,1,0,0,0,9.397943368494301,6.291687873592218,10.270263139477587,7.761943753356453,7.645664589300671,7.18294731878658
1,0,1,0,1,0.7933452873061514,-2.862491807922608,3.7450453084275237,4.084706688457125,0.2993480163222149,-0.25858611249308294
0,1,0,0,0,11.129876095729113,15.317035347302195,9.94477602254975,10.359025365399875,9.141231550752222,8.937070833037822
1,0,1,0,1,-1.9979427064364814,-1.6560514062044622,-0.602729356271121,-1.2840134173558364,-0.8195787595001933,-2.034127410110014
1,0,1,0,1,-1.4678343599672166,-1.192279594819304,-1.67397287304674,3.284863611713858,-2.5842108320396955,-2.128817483361352
0,1,0,0,0,10.152924104024468,11.14169051348545,9.101645698164496,9.929543027747078,12.962529379977067,9.832289855658725
1,0,1,0,1,-1.6359661402592849,0.42987176368255564,-0.9870895824061792,2.144020527168216,-1.0200423682416224,0.456844935143591
0,1,0,0,0,7.149064124994517,8.475408157111314,10.05147137565935,9.58512986074101,12.973188980311239,10.320688928962195
1,0,0,0,0,1.2430248692898398,-0.6732067245736337,1.0024976971320347,4.445394549338515,3.6086074615065655,1.2381406580250431
0,0,1,0,0,3.3858619085487804,1.8881071374759937,1.5084489094799096,3.522991217183615,1.503734450510136,3.154656021606743
0,0,1,1,0,4.390539358782553,2.209717398008907,4.589959561763803,5.030487227998232,4.929264825318245,5.993600856399547
0,0,1,1,0,9.39553856875082,4.94953038973724,5.705987094617387,0.824999362376702,4.379195386267748,3.7076279579777633
1,0,0,0,0,0.7302212205131061,-4.259800419189296,0.5319139500167863,-2.6534525597609258,-3.0229250829210725,-2.7317193257604777
0,0,1,1,0,8.055140711118689,6.031030340978999,4.659621731833559,4.091167094494068,7.533118701203044,4.550359654760076
0,1,0,0,0,10.795556911083825,10.530064868956439,13.646290337122377,8.263213212171793,10.893206155126036,11.276728742309036
1,0,1,0,1,-1.2056322891021116,-0.34666441436680684,-4.834618180139899,0.47846782078983974,-2.971905382933571,1.4443885848267868
0,0,1,0,0,6.451524430051091,6.301675324053606,-1.7193226683214613,3.691153251422669,5.328370730952249,4.305505144268094
0,0,1,1,0,9.676295576914033,0.6679800238762672,5.524681440454393,5.757689005218522,6.0491534922823655,5.40581582858516
0,0,1,1,0,2.022571236656597,2.002236781652194,5.784892529949735,4.01046715170919,2.3994677997191913,6.097676780410277
0,1,0,0,0,11.097169543290992,7.80751297854537,13.093144791267223,7.632645558867743,9.693141780794583,12.41835265654236
0,1,0,0,0,12.44924825495529,10.745796009210162,8.079461366169195,10.863834228652967,11.07981853506022,9.594224671149899
0,0,1,1,0,8.446204189864341,5.624169300542862,6.522183280398526,6.939458523529032,9.936413512559557,3.2368005147179737
0,0,1,0,0,6.1691423885265415,1.258544142631761,-3.3819892962426756,4.852040669724861,4.131098927040665,-0.4700279804713339
0,0,1,1,0,7.3525460373685245,5.8357893227916335,4.773164659797587,6.374970633981647,0.7446895675447056,4.69428326365645
0,0,1,0,0,3.2128688825782836,-3.685546959968603,-1.5675292344663339,4.645821248781253,0.8648450177143663,4.864112079439559
0,0,1,0,0,-1.8775854266883343,7.671624735027072,0.09652669416828985,2.5119629313315017,5.1523770513434695,6.488136399231021
1,0,1,0,1,-1.2464069952714008,-0.37699969114706117,0.027955473134446306,1.1791847222850158,5.052617947110323,0.33889993151337366
1,0,0,0,0,-5.4441849228009405,-2.367719470800438,0.7670520204097526,-2.457653648280145,1.0267081905602702,3.607304352354639
0,0,1,1,0,4.061996830536682,5.4067249416136045,6.51731616798868,9.626854728485693,2.2179895501870988,3.5415647120284937
0,0,1,0,0,2.229374164536948,9.516265648953762,3.177411457062978,4.5052290661600445,4.9323374472983135,0.9916718794372328
0,1,0,0,0,11.343179960268538,10.155272060635703,9.686040977891276,12.449486667058551,12.897277056147285,9.592050087849179
1,0,1,0,1,-1.2014437093127988,0.9570534742125922,-0.4221714704344586,-0.23194739333003314,-3.6635324501414024,-1.0716577930085283
0,1,0,0,0,12.733063687895795,8.447728776808393,10.166028688326286,10.931643747191483,11.55693684211626,12.102449289894466
0,0,1,0,0,1.2232428959792019,-0.7069938319166424,0.684908427574181,6.463907161654438,2.1546382716190884,7.381202367082962
1,0,1,0,1,0.2723461562037558,0.31412678565607466,-1.2021691164792112,-0.7840618127246537,-4.551175983321402,0.3698392784821873
0,0,1,1,0,3.0141401782367447,2.9932269350875402,4.142503496928253,6.516377390421276,3.1653623958504795,3.751700797799952
1,0,1,0,1,-0.8106601274412476,0.09289883511316659,1.809220802533119,-0.8009507943618096,2.253424869569236,0.9659738506131899
1,0,1,0,1,1.7930999232685136,3.928618156275936,-0.17302393123905005,-1.899070153703667,1.3736558115848048,1.0851433290664283
0,1,0,0,0,7.7627524443227545,10.491083889968099,9.835218371277604,11.295793459523999,5.089445652009982,10.62705829692417
0,1,0,0,0,9.278037115221881,13.546260495042523,7.304511647882867,7.025955936048018,10.675249252435904,8.137966617736382
0,1,0,0,0,9.104109171813517,8.864576488348739,11.34482790129488,11.34666747323151,12.088575071241184,11.987699691088855
1,0,1,0,1,-0.020125416291447353,-0.003512656606267183,-2.2997413279225567,-3.735191779693932,-0.32682021854386134,1.0452346788010272
0,1,0,0,0,8.110379908084987,10.413271899552274,13.144345810149675,8.952875210714831,10.603771295297694,8.081609719586012
0,1,0,0,0,10.380260628361134,12.815731827954771,10.903108943796555,10.971395414758499,12.790901486243989,10.960849594038287
0,1,0,0,0,13.931728297553455,7.4154648434812,6.533375717804976,11.521627550172603,5.196608945507156,8.460767496154702
0,0,1,1,0,6.052526805585076,5.63692293840407,8.957953138008484,6.492536273377368,1.5605866519732747,2.6616241944702113
0,0,1,0,0,2.539009761257048,4.799612457626456,-0.3475443119067787,5.563854312021412,-0.8078069443502227,3.7281723163885894
1,0,1,0,1,-4.524762623134941,1.0909541604892452,2.9885698977426256,-0.5335800029149114,3.1148452547149543,0.09157273491979376
0,0,1,1,0,7.922561822205034,2.6723594105577795,5.5360884845470215,6.244465113542266,3.7410132494798005,5.883414239178291
0,0,1,1,0,6.070244625562359,9.844214745181521,3.524146936702777,4.981964093972789,2.5757409030657796,5.784494833581561
1,0,1,0,1,-0.08967208121849843,-0.00824207878707086,1.0408343481276128,-1.4323190738579652,1.0522988598094338,0.9221903974996082
1,0,1,0,1,0.0932384432293086,2.0317883773972674,1.311033368571259,1.0684698203730207,1.2779645333320058,0.30616155898418046
0,0,1,1,0,6.006004858276731,5.808750430960253,4.5421877866852505,10.823232048327927,5.310629927559903,5.773769833938568
1,0,0,0,0,-1.2817705250794789,0.62897883792729,0.687360149271115,1.2516096254817457,-1.0690113488780564,5.717433360627009
0,1,0,0,0,12.021816866170578,8.441225596284362,7.543060491177307,10.805202353218462,9.416223166709523,9.352300149623062
1,0,0,0,0,-0.2623022472456801,0.8284474744158359,-4.439961977852861,1.5893841785924228,-2.0864010034567553,1.730651611334222
0,1,0,0,0,10.404203573473268,7.476835768935965,6.251675070025417,6.247924949700073,8.931213876079031,9.193942812381753
0,0,1,1,0,4.675158506229782,5.616233447122391,2.97844874892687,3.2693110651903927,5.317309701281938,4.139805976716262
0,1,0,0,0,11.569419330274958,8.937324451458789,11.645887381063222,6.67912628843591,9.717421162308007,7.7948172640380005
0,1,0,0,0,8.147425180876446,12.934255572766645,9.865438751151531,11.549244339014574,11.230422568800643,7.30244034775569
1,0,1,0,1,-0.6047706371937926,-0.6972093527672535,0.44413212178599376,0.6573418264905596,1.094663871840691,2.259544000236113
0,1,0,0,0,8.570461151117133,10.742832978584252,10.469293717451793,9.365799383994325,10.221674392537237,10.794341761942539
0,1,0,0,0,11.294089958682585,8.878471305007668,8.060942333470344,9.658680056308144,9.08794314009359,8.163055281975279
0,0,1,1,0,6.01624577608848,3.215513623921395,3.874586676632883,3.986353782225665,4.176292127931397,6.363093184532431
1,0,0,0,0,1.0476447735833763,-1.2570101331190124,1.873375303403163,-1.7753234829909297,-1.5545573751847812,-3.47946446857022
1,0,1,0,1,2.335867319041547,-3.305931937653834,2.246943597826674,-1.9675011813417957,-0.6267153515299534,0.7553900573480188
1,0,1,0,1,1.5200503861727588,4.199174077944468,-2.2561031807120244,2.835744386340399,0.8897266528991882,-0.22846958130388917
