@RELATION 'my_relation: -C 5'

@ATTRIBUTE A {0,1}
@ATTRIBUTE C {0,1}
@ATTRIBUTE B {0,1}
@ATTRIBUTE E {0,1}
@ATTRIBUTE D {0,1}
@ATTRIBUTE att1 numeric
@ATTRIBUTE att2 numeric
@ATTRIBUTE att3 numeric
@ATTRIBUTE att4 numeric
@ATTRIBUTE att5 numeric
@ATTRIBUTE att6 numeric
@ATTRIBUTE att7 numeric
@ATTRIBUTE att8 numeric
@ATTRIBUTE att9 numeric

@DATA
0,0,1,1,0,3.4228098283031656,4.065150119675014,1.5393322261749671,0.21685229474484768,2.4254772432233778,1.118233324918638,3.6608921293815317,-0.57414294415993,5.408053443453554
0,0,1,1,0,-5.250788952064797,1.0459294737216092,5.676369506571388,-0.4512212944189562,0.10870268112877457,-0.07742996648249889,-1.1535936156890814,-0.25947064935691166,2.4709439681127616
0,0,1,1,0,0.4380185485869592,3.0777340830367543,1.0578293538016346,-0.8979112055176892,3.592618596383739,2.0055277877261903,-0.9792596803652884,-2.6243334383665804,0.514916833780408
0,0,1,1,0,1.4211202651557755,-0.312016115875144,0.6249260675743897,4.270338611330235,0.06812075725288591,0.4539703312486032,-1.4595009089079922,-0.8201822634133986,2.7057913435894827
0,0,1,1,0,4.042129490290673,5.397222637158637,0.3474332436872438,4.408249024329191,-1.5352781125353068,0.04549680397004341,2.2081841538557407,2.455574197602147,1.3252153106361328
1,0,1,0,1,0.9525761570836295,3.252129075350085,2.991114521268713,1.0428324240928406,-1.1642246919832862,-0.9418528729469938,-0.8876059440311822,-0.5557899287844842,-0.8785012768467955
0,1,0,0,0,5.737789804871779,4.182420391695004,3.7998486057846033,2.050672660221528,3.671255042523902,7.203510323172383,2.5126139294456937,7.980324757052775,2.8019967618543613
0,1,0,0,0,0.23068866289365264,5.282487838031671,2.0750630257162657,2.9908581009147492,7.3371183329023,-1.0373839636968034,6.043530604204017,2.7326005116658045,5.99724979000869
0,1,0,0,0,8.295500245717005,3.3415816316636344,5.302755414478195,2.8863441328966797,3.3164298942756854,1.857633634858599,3.1353728320589345,1.6292088725369371,3.9130822611776646
1,0,1,0,1,2.445339130691345,-0.3507685664411284,0.43212463879115764,-3.689323350705389,1.0991280725846564,-0.10537894045565577,4.611023319016405,3.6328798240756073,2.025914377047213
0,0,1,1,0,3.7179336684654487,4.0553349641037,1.7252694504818584,1.10376422376185,0.7676922555531129,0.38289613612821194,2.1118075751235166,0.7360701760011215,5.466326228967043
0,0,1,1,0,0.6951390494660599,2.759960310216739,3.1790659621818618,-0.6559083756743966,3.7134970684861948,4.283629568713547,4.130611503365369,-0.42256786498949284,2.34401788662869
0,1,0,0,0,4.523466513607844,0.6846815137802631,3.3787454569571285,8.421313404475836,7.037356055030385,4.9185304077566565,4.424666777591561,5.163920763709863,5.974370468313886
0,0,1,1,0,0.6457278220163825,0.6314598847179684,0.3506866882420745,0.6733857482125178,2.2693347835959354,4.764051601764806,0.44847869584927946,2.1963589948426008,3.5369661625842825
0,0,1,1,0,2.1838580110350794,3.1561460879337697,2.227624749107034,1.7104387846661377,-0.18910590198391786,1.4917543908895257,0.4996673263463083,2.891509892645048,0.44713774746736457
0,1,0,0,0,3.3804504571529073,6.70869580849455,0.05335955295750683,2.558293882184508,3.3381851875840054,1.01661865169612,5.480208913410932,5.095533725846579,1.14658483689758
0,1,0,0,0,5.315889312111775,5.251673625478391,5.257295976664914,-0.5615762837142011,5.133646659298897,5.542715773630318,0.1698242023988108,4.015339378017465,8.740927973504519
0,1,0,0,0,2.1226526825499206,4.179229823964404,3.1223508100157726,0.6520727565410924,2.1929534741012464,6.7137821517838585,5.525249861109,5.140793215701205,0.8835091467380574
0,0,1,1,0,1.336672196943698,3.045233148436006,1.8283654690436744,3.168597091661038,4.360188562075024,-0.7992130657643584,1.7798994665290837,0.8763136851993285,0.19859808010204993
0,0,1,1,0,-0.5195965282714381,3.0659281953835524,2.9785829920986195,0.7233042515838761,2.0576428145800514,3.3393118114582876,3.8461908454951423,2.1368052288810233,-1.3774148900012388
0,1,0,0,0,1.3366736367233925,2.4610598866406677,0.5862482394631976,2.032941390799313,4.903347830942884,4.028660903808761,6.114759266649027,3.5915456243711303,4.564531617760705
1,0,1,0,1,1.1624999175199402,-0.3605366992463668,-1.6218294611645965,2.1123580157067603,0.4716932650737999,-1.3858347943669462,-1.1398684269645882,1.1217714041301274,-1.1588016412669069
0,1,0,0,0,3.679362971574757,0.9217679503425726,-1.1228463204953218,4.78454215791751,1.9718665094244034,6.078947316390712,5.491022724097167,6.179890730140746,6.209445865094475
1,0,1,0,1,-1.1137524972784036,3.429744271589698,-1.9945525509304782,-0.3851770291085959,0.9631435868580224,-2.6263870583389717,-1.1369042528977105,0.3192556790136799,-2.7052734342216316
0,1,0,0,0,3.876765303782515,4.50569097963551,4.122592266562418,4.964887075311088,4.691291510439665,5.377016063463959,1.9937747596652406,4.072161535388859,6.8342440388374275
0,1,0,0,0,3.8278696145620006,4.051300641043862,4.682701401888015,1.6066099292693008,4.103883376985271,4.877711196731675,5.262050920273009,4.602918709969944,3.7067219813856185
0,0,1,1,0,0.7301429032547513,0.8652632555401503,0.07171890293998362,8.092462073022968,3.1581943718430883,4.088245381784587,0.22620257224330031,-0.055897058270423905,-0.5664901817547872
0,1,0,0,0,2.8665692919451615,2.2008968233186543,0.8933427647118339,4.892788570596076,4.062510506242103,1.3900876573870211,2.3450479053284896,2.690128225763023,4.246443611301642
0,0,1,1,0,-0.6327734683118749,1.6764410176113733,3.719904502263775,5.579949672431672,0.12284748850314764,3.0277744057862184,3.3121554043448027,-0.21249398399355313,4.018067191963079
0,0,1,1,0,1.0910419482806062,4.54324657985824,5.158981274213318,5.1086585807791005,-0.7571670435142677,4.77599191184429,2.386935982189777,3.2061653072864162,3.1166785864151745
0,1,0,0,0,3.2381819604970725,3.7274638119121652,2.8349206799113844,4.1441233929808625,5.393784766069454,3.9411661296165525,3.237044533317312,4.494969670087416,3.615483968162435
1,0,1,0,1,-1.9484232321920476,-2.944418451957806,0.12255979154120436,-1.245955332421927,1.6660147093217073,1.1052216464943068,-3.118756294243449,1.280276195939521,-0.8641460784899032
0,1,0,0,0,5.691124489953911,6.011897720909298,3.503574361282236,6.356251222761447,5.030460100452066,3.0994831759114034,1.545289781395324,1.2336424366160208,6.091582910484271
0,0,1,1,0,2.297647535304113,4.718140920139391,2.1790931256480954,3.8272128307755207,4.005255660039433,3.7335527446974526,0.4446175181686727,0.17720447137568573,4.109108869632934
0,0,1,1,0,3.3525942860303255,1.7070903199400327,4.116994331328885,6.417393760925096,3.5638803202341105,2.721951794724075,0.597149140271171,4.078736740195508,-2.0423032149756555
0,0,1,1,0,3.490449599145977,4.915359755304099,3.3353873421760767,1.613307122481939,0.12396679405742717,5.423710067702043,3.1530792276828525,2.057600168340152,4.990880638397684
0,1,0,0,0,8.935293706417813,3.791820267137869,5.759661711847046,2.1047321128483167,2.6450066799539758,4.265212178694229,-1.486321308473384,3.78054852080627,8.171386286649174
0,1,0,0,0,8.530985508539484,5.251137223321989,6.971141579305868,3.3886186612733344,5.881099244471826,6.376257614407375,2.9924918601894444,7.035110735895908,6.328992971016603
0,1,0,0,0,5.318277783488625,5.237427968236169,3.5044080892747203,0.6833600902388488,1.6829483503185556,1.9532988617550604,4.811551137322734,5.8885142392195124,5.094536285231841
1,0,1,0,1,1.3970315031209517,0.46162748020444244,-0.903015641052087,-1.0108583758283494,-0.1032127508208293,1.8411366341592412,-1.2839722918627274,-0.12183120552302415,4.190082413608472
0,0,1,1,0,4.350829422034243,7.6961550869525075,4.36738861299325,-0.22393459897864743,3.168147566379935,2.3133702975356774,3.1483109155805984,-2.278825756457773,4.776813311656788
0,1,0,0,0,4.695375326167876,4.0015104778729045,2.9362044986920868,-0.343742129209371,2.239662800600291,6.151624178611445,5.28622424125296,6.8076972690045725,5.058273144680374
0,0,1,1,0,3.657343903483566,6.63474253565503,4.125620736546379,2.0338846657880074,1.5942799297865757,2.70917730238263,-0.7328160780435562,-1.4529195480391706,1.1845876269820876
0,1,0,0,0,4.607865159674671,3.2425569510359793,-0.7988333725558805,4.782017999299,4.2508974814007265,3.4942903801853435,3.018137171641057,4.035036035376332,5.978587672285771
0,1,0,0,0,3.0736671586998843,5.565452374549267,6.222288723053344,5.329033232882528,5.474316676107573,4.521084781118622,1.5196210536974557,5.606395267868859,3.73185738518873
0,0,1,1,0,2.7070810967917818,2.6464899980504653,0.7635849353682949,-1.2309785559189197,4.0504519800030145,3.728415159060673,3.1625453811248483,3.1272337867750117,0.3536097267852958
0,1,0,0,0,3.2777153730173976,2.5695637442433377,5.5436768421287175,5.078236636262696,2.63964888225498,4.630739474697519,3.2094635496418427,6.600195843664297,6.6978611559995045
0,1,0,0,0,4.428905647229821,7.042122234258141,1.2458597469822315,5.980483728922562,5.173918250483499,5.723921138714687,8.00252096122869,4.440891871526382,3.8069797953380555
0,1,0,0,0,1.5419482826171897,7.713720641705677,1.787363490270995,3.54533448366898,6.463907009992052,4.383698043283516,4.84159415719546,4.7953843892188,6.6647648555240675
0,1,0,0,0,1.2940320474941447,5.672057803229146,5.3447955687753765,6.752297814441963,3.0158713527890706,2.8841879023085104,4.098977489025759,5.059066992993662,2.342397637877383
0,1,0,0,0,5.0597200914006555,2.1171573197383013,5.125801122628229,3.635422088502573,1.6609053173610349,5.333387990324863,6.753224722882566,5.539382371951617,6.314266871266549
0,0,1,1,0,2.8178158998955087,6.1036409911281275,0.6415644670269196,1.5954558078709342,0.30621012049712926,-1.0253660939005909,0.9331568334107307,3.071137572261347,3.929125929894256
0,1,0,0,0,1.6717675205630984,6.339432217925326,2.1513512772367744,0.24464795042804743,8.105532050303555,5.323833563037766,4.781111083219446,5.168936516445085,6.585563021812275
0,0,1,1,0,0.9065871274094186,6.144305201073348,1.581058819498008,3.2442824436433684,3.8887918434246496,1.1595826054913874,-1.558239594647607,3.483188308621328,6.650475013766246
0,1,0,0,0,1.8649706513520985,3.450639680618745,4.523148024775398,4.822371505948929,3.3210027571934684,1.1117996624794246,1.8946817830418468,5.088307559949592,5.162148780330634
0,1,0,0,0,4.750431740588966,1.7637576530966381,4.75430223237564,5.873330787879641,4.8836771989544445,4.543554675180534,2.5478274841728163,3.922761792680585,1.7035354548721502
0,1,0,0,0,2.7730614507983002,6.072080841035932,2.186193911408642,8.588437670257912,4.428645145801997,5.788262535923983,3.9667689361572886,2.2589041526032325,6.310262652431426
0,0,1,1,0,2.8882074867120813,1.1682092882474497,1.0374704226119145,5.1355118844653855,2.3912569638384054,1.360881587805319,3.587599029435066,3.38972956980202,0.33409255975442953
0,1,0,0,0,4.085727605693786,6.357325753355327,3.5454658200322395,7.501942796792305,1.4969126001219637,4.769034584860966,4.689609176188017,6.573764453003509,1.4875374922649316
0,1,0,0,0,6.7338106784759555,3.3021114905178517,4.806063802888281,1.8835939125761736,7.674256591291759,3.4235260561876575,6.072778333405038,5.092990839505978,5.766763062069561
1,0,1,0,1,0.3421393706724352,-2.096850559250498,-3.800378906734238,1.683601971147808,-2.630320331260631,-1.2494662438366646,0.3697404432378403,1.7052578663538325,-0.16513003146922933
0,1,0,0,0,4.689732709286952,1.8609658712445492,2.6390312380021985,5.397854571240785,6.139253153257529,1.7863053144507202,3.540611294239566,2.5754996084005564,6.739409046655027
0,1,0,0,0,1.1570106870305108,4.011486252222056,-0.09825752645730912,2.566146579576616,0.7401217444800468,3.6043178844313557,6.457305804741496,4.063072661929831,5.313624097737781
0,1,0,0,0,4.907500460161682,2.305945622210552,0.7886802851522381,2.6803212091616504,7.297149737550111,6.501740581509869,2.7149211009465475,7.261905479830471,3.252796752093847
0,1,0,0,0,2.8603839168332685,1.575014841307874,5.471188677890329,7.945322429642999,0.6730600455714275,4.437852887296349,5.9762431238486196,4.546716411330352,3.3275550820082422
1,0,1,0,1,3.05137584065897,-1.2733665558193916,-1.1548874236569184,0.697042024824978,1.3319979792505292,-2.013580149582796,0.8986609313085234,-0.5421769988509447,1.1790019826445859
1,0,1,0,1,-0.40810995032218084,-3.0316904803551004,0.13177040051819638,-1.8416605456286623,-2.655046142280506,2.027031139924382,2.7910473257479747,1.6191739711551154,2.741389585511917
0,1,0,0,0,2.7447682287723074,5.670692894658226,2.379292683659709,5.199092875812969,5.5100209764003525,1.9750520236914348,4.073590506260584,5.423253954449781,3.713268132325692
0,1,0,0,0,3.921819713093854,3.491772730581351,-0.16951904183535138,2.5142832647664237,2.845407830582279,5.166634346384082,2.93825347369567,2.475453403408316,1.972109686354849
0,1,0,0,0,0.7096244639581042,3.5540032578040806,8.239844884188333,3.368406433309918,3.8242479805701963,6.945145471044144,5.82873707705146,2.4502204802179097,2.8025712956764552
0,0,1,1,0,1.9251723656607496,2.3452772446026002,2.2761128837624747,4.695436540550964,1.3865360143960377,2.523867068538272,1.083019483598774,1.5045204569242627,5.219753795484829
0,1,0,0,0,2.0456191657246405,3.3946664087820384,5.715902449814724,1.5701595798285606,2.3573058772204076,3.2949351434676686,6.152141059554713,6.908070026549204,3.0849331479320123
0,0,1,1,0,3.449145122816322,1.6521027524003054,1.0801000438202983,0.944639583582426,3.9187644360987925,1.0223252154887943,1.8047742975528698,-1.4075179337427715,-1.1951712918141975
1,0,1,0,1,1.8079965589044646,-4.358615638282712,0.2927962281749907,0.668004912467954,2.901324253345004,1.9788032933282607,4.529462067657774,-0.2988787104658684,1.9730846763506509
0,0,1,1,0,0.8446660283717486,4.5722436330673,1.908263682156577,1.7966254779181523,1.0355265202428454,2.1209886366387174,2.5471490632050586,0.543343704723569,2.132620014895353
0,1,0,0,0,1.6321267914226274,4.675816654377926,2.212754531265523,5.143183155943988,2.7175426811518264,5.628822221496246,3.8773979398804705,4.956411306966439,3.1655414173891274
0,0,1,1,0,-0.3075955434098745,1.6306518126273502,2.8150407469320555,0.7112385466934728,5.317550730266799,0.5434426547793669,6.089262247572091,-2.3196431285878694,2.5189291929805626
0,0,1,1,0,-2.0216818644931394,-0.12443177176017439,3.9468245980880297,0.17410165317316917,0.9396546667315524,4.166938855621163,4.807820141445186,5.594005839204197,2.6428895079394485
1,0,1,0,1,-4.283376103461896,0.4214045900244005,1.5227521245751932,3.5220537910558436,1.1353195409007792,-0.9004882629847194,-1.1989670993623422,-3.0448207030735777,-4.098783936422471
0,0,1,1,0,4.432373232937613,2.7216071746946264,1.0996419166564841,-0.1449095094443753,3.8897350805528266,2.679311853708435,2.511570163843137,-2.0863090011290613,-2.850764746014356
0,1,0,0,0,5.947849742553881,2.755852463740681,5.376410431433879,5.420323492520108,3.957638429261056,4.219563676728264,5.045559716917074,3.06151087618419,3.512359278885355
0,1,0,0,0,0.4593778791900198,3.7744342161413416,4.389298953877676,5.438124822582518,3.3514919818776305,8.37663699794258,2.665233414272348,4.471756007771303,3.929186757446862
0,1,0,0,0,-0.49358375788018627,3.5105359100823312,3.0185476599156726,4.991628793632488,1.4076106115466973,3.4601322103114276,1.3230948152785742,3.91646325131563,2.084676968386619
0,0,1,1,0,-1.3769836582184936,4.467762444252395,-0.36599637075697355,1.9513488692770171,4.20537114504789,4.173840257584024,4.537746299810565,3.6484214498310803,3.795480432438774
0,0,1,1,0,3.23325336584364,-2.100218617172989,0.9065106256147735,0.08630029005037376,0.016785452520427402,2.266299797627083,4.579648743550214,2.503917759542931,2.716393248182368
0,0,1,1,0,5.720672027238993,1.2657057781960321,1.8733762020199478,3.4366117288952127,0.9504866672086176,1.9025463053998384,3.4086103413166757,1.0303033117077194,4.162396855720475
0,1,0,0,0,2.7727516413523743,2.977731570021028,2.8564529317469205,6.264482655791455,4.451748622552015,4.339858156498582,-0.11002580842559251,2.1151871515655554,5.8535571595931
0,0,1,1,0,1.782737055896914,3.2174100708212645,1.9365846106932045,-0.3767790792227861,2.0034218144808404,-0.1599753247464668,4.420221442162408,1.173274260332653,0.8399985955101117
0,0,1,1,0,-2.6474641158774608,2.283099369050539,-0.6220915288184137,1.6586347436550213,2.6297419297901556,1.8846764639196507,0.12950518599222471,0.8646165350539874,1.3980669375696517
0,1,0,0,0,2.0707062048297433,5.009275885095123,5.159458721304476,3.2657568449451606,2.200404026306405,2.453352071651408,1.8964476078696726,0.03178650832544383,6.441944869215732
0,1,0,0,0,5.62066559810715,2.8791391509120094,3.733195290568901,6.712585088104946,3.448810655024144,4.36697351453487,-0.4274947847587436,3.904878587687684,5.254089289541177
0,0,1,1,0,6.546988649151964,4.240359239468197,2.698355466519111,2.9481426161587416,0.7469659507860713,-0.1439539173976745,4.62515420309583,3.88800436424418,2.046801234158003
0,1,0,0,0,2.378134147955811,5.393241727141991,3.4655579108379246,1.7035711867205507,7.5670355255179995,2.662425170252015,1.482726903466169,6.164105082252718,4.032651294000339
0,1,0,0,0,5.325928455585502,1.741062689354401,4.678561920425086,4.552340504013436,2.1550905964599925,7.221886990025994,3.97490936932498,7.950619715251782,1.5014396602604219
1,0,1,0,1,-2.098123899474651,0.9155687444253896,-3.03811460029711,-0.5304928266622608,2.8750976407088444,-4.778911241954371,-2.361002618060976,-0.8453400735366958,4.04992024714892
0,0,1,1,0,6.439612426823352,0.04179432713426201,3.9172762597679105,2.434144820039713,3.407519113709835,-0.8590533602143773,2.4446614329727647,0.09316421585659129,-0.3740792709138585
0,1,0,0,0,5.524882593338478,4.451387454651168,3.762099849431815,1.759968678356675,1.8945059998155895,5.7958621969316395,2.603785024610277,3.8217804391806403,3.1787331883966172
0,1,0,0,0,4.446186695996078,7.902406945515462,6.849836423297386,3.4345792378280007,3.067055008017994,4.028407751079757,2.7875727258405583,3.2851202559572243,3.758257930977088
0,0,1,1,0,3.1072694254171545,3.1083886971571584,2.2552297466571227,3.1252652500188765,2.9258836334083242,6.463154434377172,4.449220104815488,4.258410668021593,1.5346938315848737
0,0,1,1,0,-1.183875634316645,-1.759984603265948,2.344249994198597,2.2901407489810937,-0.9780622987533518,7.4413597087755345,7.62130180774803,3.8211176857823386,-0.07108070255418086
1,0,1,0,1,-0.49623981308786463,-1.6861599022308298,-1.085349025410339,-3.8495098069898317,0.3990209929273921,-1.888384012706677,2.5634400631159346,-1.078985027610567,1.7556221330502326
0,1,0,0,0,6.918367831719255,2.533499668113808,3.3934760879693804,5.5553854014535435,4.711145775122238,3.6492482548799936,6.268283356643446,5.061795593010078,3.420671532794007
0,1,0,0,0,6.8441854496650745,6.3799029763514135,9.208386771468572,4.230022920043746,9.682217223017657,4.143247002678448,3.1139488478895943,-1.3810190801995095,2.2299928501056785
0,0,1,1,0,-1.4083033269439467,2.2545388033814535,4.25611093614908,4.563532067260678,1.7396812922935436,3.06082486386016,2.0712198746535257,1.278107149980391,0.7866299977790985
0,1,0,0,0,4.997479714047286,2.8893734038750942,5.312792942658452,2.0353636338940615,2.2985492231021363,0.9000112488300314,2.48231846601056,1.6092241101076885,2.868845637304007
0,1,0,0,0,2.7528755308589243,3.7037654524759405,6.153546940400351,3.147917637459852,2.6057660787706043,5.332334692894017,4.463455457410637,3.1005534246316095,2.5375957145959225
0,0,1,1,0,3.1877724970423955,3.0196917586207923,1.2071988144477475,2.3419657120918487,1.0078729155836186,1.9775491630349413,3.109501027539297,0.27476797514887497,-0.05213075108501197
0,0,1,1,0,0.0524161308733333,3.407386937908927,0.09424036924254264,2.653133486762444,1.9614746780477579,4.145816311040013,2.845016286407854,-1.9958351495626476,6.396052927109553
0,1,0,0,0,5.077184733501729,1.5607898653089434,2.5256395219830994,4.7117714759484155,2.7327805899032267,1.9837054088663577,2.538985113102366,7.1261812518551295,1.2581291911291341
0,1,0,0,0,4.766854950881679,5.2773462523349295,6.156367672888511,5.711917345048238,6.168883862853797,3.4567210243476025,3.1724526724388324,3.256128531376083,4.821525547152648
1,0,1,0,1,0.9188267245608308,1.468200996963403,1.4618254909037456,0.45410461712376704,0.9549188814997489,1.6507372680280537,0.22780356862289874,-1.868257990790741,-0.4142151842746531
0,1,0,0,0,3.7093398687083097,7.274901392917698,5.052565739243828,6.113458245077864,4.933292859654089,4.677953960468802,4.4796440861125335,3.5469976378627486,5.490187311843843
0,1,0,0,0,3.1332814655022685,7.931453301208716,5.139954264361766,4.923207797399989,1.8818649809507866,4.076933447783663,1.4335067528305903,9.757327900177874,4.96050104886047
0,0,1,1,0,2.2375110824566367,4.54917814126271,0.003092168222207814,2.7943115853453167,6.308453436960034,2.2689819609958177,-0.8312573439036237,-0.4127194010688995,4.974574095670054
1,0,1,0,1,0.9035591257583724,3.1251235842151175,1.1729327825619693,0.32058802277136356,3.533355017521538,-0.7038193249732118,1.565741500529208,1.1812847196738887,-0.24796793014039842
1,0,1,0,1,2.225600466205223,0.73573911975257,-2.9347848247389123,0.02556155955534144,-0.9338127070470877,2.126953901912193,-0.3910640735888744,0.9299369102873193,0.4868358813858821
0,0,1,1,0,0.3630557039600344,3.0642807200171163,3.0557745340719222,1.7773676133016931,1.9354899483981371,-0.02073266815655428,4.497359400909215,0.014318107065577568,3.570114174590678
1,0,1,0,1,-3.850456458355924,-2.6883597487128412,1.0614725073240552,3.1669431652868,-0.602223440090906,2.508155374324792,0.8985050153309588,-4.785935939977893,-1.7673715784337154
0,1,0,0,0,2.4014976762682405,4.6986340355916525,1.2067625496713261,9.35250054106249,6.141366463814746,6.769021831450644,2.5099647493332653,5.52070334105774,5.791485111711101
1,0,1,0,1,-0.9597250896976771,-0.368643250394226,1.4106535715313626,0.7325928440185585,-1.945812426699925,3.1858834302102363,-1.8190464082280016,1.504311077715082,-0.1160148281800053
0,0,1,1,0,1.1427332890912387,2.9503711705811044,4.188991056640273,2.5341612266319133,5.103817185254341,2.8122294422080123,0.3096353739604767,0.24152344306166862,5.848126408274432
0,1,0,0,0,7.956772490734528,1.7235394193942817,3.631449135658267,3.9003825428272982,6.553834761177541,3.6707743127472616,8.643286186636836,3.0142574151558303,4.322777730057984
0,1,0,0,0,4.5846099647459395,3.8962097933968303,4.60564155486833,1.4260171122279992,5.639701963883643,5.736218304218051,5.1589989637924845,6.570687125423794,3.5849365354822464
0,1,0,0,0,1.1754573971518076,3.510189111286063,4.108499168114699,3.7121169835135244,1.7708921081723417,2.232480597320545,2.8858014541192603,3.118571208166257,4.640969623477757
0,0,1,1,0,2.323895260995741,1.626642181157861,1.5137406433901055,1.6568040158539974,2.5176179692304466,2.520602563224702,5.802380061999146,1.5698075292870544,-1.5529129658264065
0,1,0,0,0,7.3525890736122665,6.847282428481249,5.480814203610899,2.546035120581646,5.395750584592498,3.0789295219256516,-0.252728702215415,0.06380531842635762,5.739347643700653
0,1,0,0,0,4.416796659180654,2.6876767771180647,3.052619979808796,6.741036144830217,4.428566737800843,0.9819562427164921,1.6203114413645574,3.270710879490074,3.3706484700420427
0,1,0,0,0,4.126339297861869,3.3812820694174137,2.7452825213716907,7.705063009888644,4.535787057487594,5.610474424041104,3.9711493973003527,0.34557155025163144,1.6366524647179443
0,0,1,1,0,1.2716072452849114,1.8242280869079477,3.910065241907613,1.2929902099291444,4.196224641535027,4.475045804721359,5.225567655641503,1.1023328555664549,1.5740036646808133
0,0,1,1,0,3.5090452580668536,5.559761134242697,-0.27007257681159125,0.5686395077052142,2.579564365488933,6.8679776345192485,2.640432314296831,1.8010135160213443,1.732769685163783
1,0,1,0,1,1.5630156039911502,0.8371130323019276,-0.4491549506770047,-2.2157612463113248,0.4634941297742636,0.12317961079891825,3.6201049103264644,2.3847826698183985,2.1613853204935234
1,0,1,0,1,1.3046364250111797,2.471705369344188,2.531875806807934,-0.08777463181673384,3.3062993598736337,-0.008357455628720908,-1.3241276851139203,0.6273689720424835,1.9714776819957314
0,1,0,0,0,5.72484200320891,5.385926736890433,3.486427177932944,5.867622120136907,2.4729951750266093,-0.005394877199249137,5.3570253838683835,3.0491457411507836,3.44606285167078
0,1,0,0,0,3.3031899973251817,2.3375379885241063,7.900225154141767,5.195914219916555,4.288832580142378,3.07601600238137,5.212475426622179,3.0481770124871823,4.217129878801148
0,1,0,0,0,2.2696814460436725,4.335530025098202,5.3882453057442365,7.085876009233777,4.885956059173788,6.753677008773356,2.4854337737409145,5.1486587962481085,6.5572571069074295
0,1,0,0,0,1.2040499930881703,3.808248822704781,2.6272301728489373,1.481759442141633,2.370633003549977,2.5957067742836353,2.7666089212066756,4.252191845572153,5.451476961125179
0,1,0,0,0,3.964256625151627,6.941422881978143,7.120815632095246,4.685214306096372,0.9486596290277438,5.12175822259486,6.3371171815036185,3.9973056303566015,3.416425343409202
0,1,0,0,0,-0.8235505117883246,3.6256166617512777,0.6651454384718529,4.2616873827950545,1.797435518289059,4.068868137107519,4.327519924466136,5.055491284428187,4.058616271770421
0,0,1,1,0,2.4617842555702363,-1.2292362458668644,1.2731146839785197,2.0542713838800974,1.5948559829077933,0.7795783555528535,0.8213062504810891,0.8186436158923931,4.119640577552394
1,0,1,0,1,-1.7034713774877255,-3.0357750534653336,-1.2015300555012318,0.7300940912301978,0.06990279024219566,2.129103510291532,-1.8803510032902133,-2.0788429972901885,0.556800687607108
0,1,0,0,0,5.489076657515196,1.3703783110695356,2.22425635607309,1.8728130342560667,4.714229158310078,9.109780247041428,4.732367779887658,2.2044630865055765,2.3414717632786877
0,1,0,0,0,0.1281715945091153,4.798506578448534,7.484464830125239,2.456895211196745,4.0644795317300355,2.57788627051183,3.949151945997923,2.044488259806516,4.498459304609009
0,0,1,1,0,1.6275355344690277,1.5457840995381236,4.774099309181842,5.348192916001254,-2.4170634562646596,1.198281396181182,3.728794104248989,0.7833681643844685,-2.6480821741754603
