@RELATION 'my_relation: -C 23'

@ATTRIBUTE 24 {0,1}
@ATTRIBUTE 25 {0,1}
@ATTRIBUTE 20 {0,1}
@ATTRIBUTE 21 {0,1}
@ATTRIBUTE 22 {0,1}
@ATTRIBUTE 23 {0,1}
@ATTRIBUTE 1 {0,1}
@ATTRIBUTE 3 {0,1}
@ATTRIBUTE 2 {0,1}
@ATTRIBUTE 5 {0,1}
@ATTRIBUTE 4 {0,1}
@ATTRIBUTE 7 {0,1}
@ATTRIBUTE 6 {0,1}
@ATTRIBUTE 8 {0,1}
@ATTRIBUTE 11 {0,1}
@ATTRIBUTE 13 {0,1}
@ATTRIBUTE 12 {0,1}
@ATTRIBUTE 15 {0,1}
@ATTRIBUTE 14 {0,1}
@ATTRIBUTE 17 {0,1}
@ATTRIBUTE 16 {0,1}
@ATTRIBUTE 19 {0,1}
@ATTRIBUTE 18 {0,1}
@ATTRIBUTE att1 numeric
@ATTRIBUTE att2 numeric
@ATTRIBUTE att3 numeric
@ATTRIBUTE att4 numeric
@ATTRIBUTE att5 numeric
@ATTRIBUTE att6 numeric
@ATTRIBUTE att7 numeric
@ATTRIBUTE att8 numeric
@ATTRIBUTE att9 numeric
@ATTRIBUTE att10 numeric

@DATA
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,89.13630938626014,96.86648517988216,97.87321315348456,82.48289809060094,86.11707533867443,71.63764290975544,71.36381392639231,83.94574753890404,96.00510520329931,82.23833626266597
0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19.31679861952296,5.566180421592564,6.679299938394893,12.458947082378549,13.025417265147869,6.487282945848284,10.094297102551335,8.449431041803763,7.879667979250598,18.246107625428
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,59.102978665648514,48.698811638773705,36.618796822336876,44.24765195633894,37.00669894240882,47.99998735972195,44.920126692975,32.19224931168668,32.09388126207301,37.434397956104206
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,79.81954028100192,97.90600287221085,80.66292919145415,93.79580203262063,93.30417781052331,92.90445730252982,92.47184327854511,93.1528549484687,82.76821224213808,82.43790923563292
1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,52.411000023403616,41.49999178092658,44.47498964663714,36.82566267344898,37.88119798117999,33.01863464139332,38.855103069569005,47.054323172724914,53.11209167375005,35.41545005066121
1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,37.409203157984116,42.86832636618162,57.48508068369047,40.444625500232284,47.37282811181251,46.74026414350281,30.071746946413704,48.59058259275811,32.768867511681385,45.7434973847712
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,97.44001156816039,89.23002874628641,78.58510954398808,88.70358009693962,89.34399200961919,79.21208240348315,107.01277195661507,84.51751450191549,88.1270933080589,77.04750630777512
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,37.66512314448875,34.88108105629991,32.58611121352611,36.19950376104326,35.60590257617226,37.100942240349475,35.83941696225281,33.45449344969943,39.84397284250518,32.57308072608981
1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,34.62427657366848,57.53074830913364,43.795298698220144,38.9081930443146,43.39939619363218,36.21061167600224,35.954544616946855,46.152195492513364,40.20279619811451,36.601529767774046
0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,42.563536911867914,40.31125775276766,27.00350674682999,28.35448804759701,44.93182913667772,42.2638509173109,27.142922557846816,31.086120086165884,53.456096165052514,42.09760146822861
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,37.471362269903324,35.49769429580384,28.679144282148652,44.65956420317028,38.83157553722567,43.644612043876066,28.107964027939982,29.52338082294012,35.902185139831246,32.374946398323324
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,80.64467043340875,114.10867787459212,90.6067137191617,83.07594833951363,92.96877452847795,80.71359793488979,90.72754569108795,83.67682718158794,90.35161648844867,91.85413634893987
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.5125162013346,5.812901519291869,5.566861327621574,7.681873639245971,6.981930648420445,6.483756355172357,6.039306530446084,8.497465376582394,10.246558303692902,11.605623764259871
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,42.74645234534376,50.55588731099391,39.64046151566751,48.779599212104046,57.940006600120306,33.75898208360166,44.70385502128377,32.390840305154235,33.46633164428491,45.77142378733651
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8.270483598789557,3.150027350930891,6.0566193080091395,7.388912942178385,11.221652093147497,16.462729880408542,12.07124294241925,4.654846611674049,5.879474657053676,8.28136417654612
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,81.56411692162803,80.78478645750741,85.82418636335427,83.7541579369642,88.0299705827063,90.62431784952064,82.63329196704552,102.98311467395233,102.21338179575702,92.3797546416046
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,44.301078572334184,34.634134132686,40.35229114908891,35.12898513443074,37.21735959891483,55.77373317278296,32.694197701783295,35.962459771480354,40.927418692793196,45.23273378262115
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,79.71647125519846,89.04278462728722,93.554702961718,104.1896036453901,84.9977923281746,105.0989025600656,82.38188937552172,103.7617609665374,83.92175781647992,88.9872446849981
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,84.59635711016979,82.74766182637904,91.35899213442372,84.94293681307697,94.03827614792908,86.52251479797741,82.50933095600665,83.28750617454729,80.52022312265198,81.2209068218786
0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,46.78385758407573,39.58722616923471,48.77345060786061,46.2418652336993,49.60660840909881,48.46808277884669,35.19540402864025,37.963831300362216,38.34987544680848,37.60164514289153
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,35.21017156265058,38.99793730336282,28.39167766935409,32.429020143248714,50.90723105626025,36.497183062293,45.63852283633986,43.32607344470878,31.563666195907338,41.556624735016975
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,80.04217731794623,102.34844306112984,108.14213642211045,87.39852237980215,82.66888509045828,89.06987370937424,81.16791904292953,87.6406154832289,84.18717733114116,103.37105625946612
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,34.72277397587174,46.83001049817389,33.21342872680867,72.60778742666287,40.14797433543761,35.40951895027511,46.619860484824315,41.081473706567394,34.08513200751866,34.817557419174825
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,35.03627360660594,36.44819648814157,40.553140391752244,37.138496477607504,38.3829401877474,41.60740766002511,33.029687110158015,33.75842056104479,49.011985972085796,34.325494319788746
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4.096904409863135,4.521821417206473,12.336240307227305,4.019624711264464,9.128689517851978,4.236348099972461,4.167834325187214,8.551559094267917,10.773766871869764,10.043776917309732
0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,88.99782612722294,94.98575393406742,86.1470126099889,78.88014027866801,98.96996366841464,87.00937917489199,82.85358023971074,93.51128301647967,94.63526638077798,100.04104327351388
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,83.56542975874044,87.99026915760336,93.55892337771292,87.68324287393494,79.35845993407587,95.3621562323352,109.41209816611912,97.6173343393691,78.9637783319843,88.59293419143737
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.356800620192322,16.932441476483433,12.81656158561055,22.422747143092433,4.8221938394523,7.102313537007034,5.310576617080569,7.589879838584703,4.098326160511049,8.619870733319694
0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.55208094950993,20.388509250521718,5.780466753774642,16.77505213870711,19.20544947516257,5.38940500725918,9.030453859386368,17.978482262044377,9.089920260013516,2.7043422423431136
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,86.97967478930838,82.53767539811412,82.64295603182475,93.01036538468685,81.72882680437402,110.9991011759175,77.22346321762632,95.47110672958505,96.05035451521684,72.8126605974654
0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,92.59800220779044,105.05057520690245,81.60164631505384,81.49895911105327,79.81929131159184,85.75802747949727,68.72826336852353,92.17952069030422,94.02402627125775,102.93071572128152
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,80.54977930754568,85.63736902447796,100.2034906069646,82.54056477542656,95.23150348951117,90.29391289702733,102.84199778571424,108.74541591342974,96.7817590268037,87.5131165669171
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.25200416510766,5.087196295401008,10.5805359705295,14.10361089080848,11.200498943205162,10.613514289792127,8.255725193819169,7.014829621208353,20.029067131704718,9.958259070109936
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,95.91881584244629,82.14553225205215,84.33356005363063,85.63776148634102,78.65970191860109,87.64192772241404,85.34058300837108,86.83579325924151,81.48534498529136,88.76669913719272
1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,48.16974914986248,45.60393492780215,52.507899636645256,30.084259328985112,51.311107512644526,41.14485535474964,37.89090145436287,41.323523301520034,42.80020471057797,33.182456502567476
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,34.04606758565791,42.40345184755297,37.62116090686069,35.552120912206334,39.165660889449235,33.70308049318916,38.26079890550446,39.16944977318849,38.79743791625082,35.68779294943712
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,38.46224287797645,41.79892005026881,37.994827189793966,34.94622871239491,37.81105614511874,73.36775358041707,55.794113532287575,56.27298828297314,51.4637262479642,39.15236797319622
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.134067044802942,17.41202193232018,21.0597529223044,16.308320195568722,12.338182010099413,-0.6428179057823904,5.2667448010902405,16.130264384659238,3.3131149894245944,7.761602648301261
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,86.87900094724884,83.89662749243703,76.73845773362139,86.70335925559957,81.58929996462648,85.51312757943427,88.5720780668176,99.78626371578991,84.92714227716453,86.93534563817258
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,87.32395247607023,100.35752665966142,89.65871838891343,92.42385070952284,96.37231977744189,75.58586547842494,85.21684028559199,97.88014713363337,104.48724007010321,82.28773761979835
0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,52.61629695416768,27.845800231350285,41.2811224826565,46.00412626233347,50.77367668352983,53.34539750778755,40.5044814557751,30.976895286460103,47.700059450410365,29.590778396684104
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,107.59937119883112,80.87183049134127,85.1396939174747,85.80474405666241,95.13598170193548,82.76318844818182,85.1000035187077,86.07129647811897,91.29377196277602,117.59894379301409
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,92.89335109192602,89.7343079733318,80.12140761733188,84.7548819963123,88.48484605111105,85.18439631324851,88.9613721570681,83.08067437509189,85.55555113622661,87.62509492419036
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,68.87784554738772,38.67522069751335,33.410556858409194,36.89527727402479,32.2294678960599,44.14167118185678,33.230713218880894,32.272923163621826,32.38991418215422,32.283078507616686
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,31.040657954495583,38.93794731476556,31.316609937985586,37.66873440465291,52.513556512154395,42.25349391401403,50.06716942631932,46.71489099673825,34.893097592079066,31.963733009076094
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,41.12874838563555,39.15379786942603,40.69972222535117,36.78043595185846,53.88871174154144,37.68910570559398,47.452032723578256,55.27242697848392,36.90037064370307,32.62449239784296
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,27.201073792736697,59.15723070250915,35.14661083637023,35.93962221265541,45.747039362749305,37.397890789881004,46.59513704226548,37.286502203264774,33.87043609334699,40.33550523243871
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,100.26860284865192,84.71344312541248,85.8799209800575,92.26202987140181,96.58943592911524,102.88015488386,108.1369254904412,93.80030170112983,86.17403097281891,79.290570272123
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,13.639239558466517,19.513069642488972,20.688563902094568,-1.5232122853912102,11.134091400001857,16.01392981836907,10.757660592756942,8.9920010837819,6.666925903786755,11.43623409382274
1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,33.49659924870982,38.78947778391006,49.88740550149045,46.88582580443379,33.366552011944904,43.84210968460174,34.3520819686679,46.72026725475149,40.58349979413679,39.102568148466965
0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,87.82794395878676,71.97552791736864,81.67049011934077,97.21606161777842,62.56999298408094,106.42179115973256,89.6447964630401,88.27369905591904,101.14756517489623,71.20855343772662
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8.294461568588654,6.708124817132272,11.729374833678456,8.0293092143861,19.767167361032815,32.912390513610674,6.202442583403984,8.369326667089439,4.641156644675055,9.569658853001076
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,87.1606437633776,90.51554966050489,86.4968906193059,105.47674798486402,75.88119653126336,86.49085065701537,86.4062201085674,95.10221061893397,97.16742355811569,82.14567182011011
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,32.17094136829437,44.41581344210003,66.48344203945594,44.171481090192025,47.80516811905588,38.31432595682258,32.71822226626031,37.03393504660051,53.461177840151166,49.632683080928345
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,77.32675927961512,96.67069322657125,85.3504716368574,85.85742080066325,92.4440314808004,94.38643580098812,95.6886559217833,102.07631721456178,74.53542503196937,90.18976501947817
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,93.05911939491955,83.92997798526045,85.43897338431013,84.33462702921327,89.76058892421192,127.7282808106625,80.64772139349473,104.82766848187882,80.59960707262103,82.28598185167431
0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,34.901167281225966,41.38190337696132,43.61985622245217,49.15148046703656,40.478092689590355,40.41310455074009,40.242863898632855,34.554829047412184,42.20820301681279,40.0095225886884
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,88.50867564398516,90.72353092384793,80.81109028261416,86.57827870869515,81.99463358161731,88.33336025819975,83.27938451202886,102.1466820860426,102.64491581684106,84.71844857775913
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,87.30970613547717,99.51809324309785,96.6323521759849,98.56091194489937,80.68079529070252,83.78042178613593,106.21440946445799,81.59406192636192,83.23429220034937,124.21118865041534
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,16.668962983156813,13.296426436969323,7.4639665793347465,3.3470645470410894,13.860849462324097,12.500114847342452,-4.9382113212369525,11.862574624362603,3.816372832826347,15.665223782686962
0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,34.394930903559164,33.45622507392811,48.405372369687655,48.426493291985985,30.867127540014458,39.48070018267194,41.825934108863365,48.28553549266904,43.3115690048667,48.81267587324821
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,84.22530923974347,87.06156273400143,84.23585742379652,80.91891015478467,102.11219443276082,77.83565517182541,78.96973456547467,89.92350405640184,84.93546116577052,94.09800121268054
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.5916602180304595,5.602713098615329,13.769721616414891,16.241234123903205,11.83196144981267,7.403238601475721,7.082288209494408,10.305933194805258,5.588386179596734,9.929750744817985
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9.61707653138635,5.782838978503823,11.084374527923703,6.5518942709904895,10.00161710306452,5.675712813931684,5.787606897416011,6.247534724394389,6.965598015651657,17.89100534811133
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,32.0726039148419,34.68981559247205,44.74408176610532,37.23220223849505,36.25551038246244,43.71452127800267,49.74432966315536,39.466176697735165,36.801338217677944,42.49546341567121
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,88.29122416811131,91.13717494857356,92.14025403270848,73.01663502554078,82.0957780040506,75.27846709925993,94.2713109547036,87.10263208159586,97.58120751831947,97.21685714600063
0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,96.77079265330184,92.39487158633248,83.3781462297544,83.58389119062998,85.82099545818554,95.27269736083791,93.02457397387542,74.47510082004044,85.60370981260974,70.85935201025859
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5.964887255840033,11.644012088685443,18.965233049116605,3.340463064249125,13.379226961023065,13.046736862945917,13.02580951086706,13.384050632792736,2.099068509793934,6.77232664440462
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,80.4390008798376,87.5628050680806,81.97753855143284,119.4606331933498,81.88813051013369,91.96810288386753,86.75655514080333,87.68504612571353,83.23201516703121,84.69237966035331
0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,47.71170773770413,37.59655840685289,29.51688205833019,50.89135211368004,51.648028648272316,44.63540910490647,33.570993108650896,27.678152091767405,47.0925773362274,34.96380795363275
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12.001764248216709,7.734979513653126,6.706108447354412,8.62214128883576,6.124345363283181,14.922503182138197,13.981474430397814,9.668647049001109,7.941820034017322,1.8321242789856953
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,84.80445135268165,103.97252623199253,83.8834834266447,83.38257747548,88.41945384913109,95.99795104890256,82.58572123424042,84.4113301879508,86.26768900929106,86.35975329794731
