@RELATION 'my_relation: -C 7'

@ATTRIBUTE 1 {0,1}
@ATTRIBUTE 3 {0,1}
@ATTRIBUTE 2 {0,1}
@ATTRIBUTE 5 {0,1}
@ATTRIBUTE 4 {0,1}
@ATTRIBUTE 7 {0,1}
@ATTRIBUTE 6 {0,1}
@ATTRIBUTE att1 numeric
@ATTRIBUTE att2 numeric
@ATTRIBUTE att3 numeric
@ATTRIBUTE att4 numeric
@ATTRIBUTE att5 numeric

@DATA
0,1,1,0,0,0,1,47.91535594191085,56.16594251988278,51.50577427105645,51.812346991186644,48.99964335579391
0,1,0,0,0,1,0,54.38456797567476,57.17877238830535,48.514851087976766,55.394789744617384,51.396766802335854
0,1,1,0,0,0,1,54.044640087746814,54.731419011407745,52.32349735801057,52.9195760517398,50.97847104706913
1,0,1,1,0,0,0,47.450442254053755,45.52003487418556,51.754647074451675,45.86575704875584,49.866896380414936
1,0,0,0,0,0,0,52.28441948795128,49.25742713121073,48.03992929794032,49.41197723944172,51.8079053888698
1,0,1,1,0,0,0,49.88866135187608,48.09036997812401,46.68992350710632,50.632725021608465,49.43482298855512
0,1,0,0,0,1,0,52.030785073392956,50.4001141216619,55.42590120627538,56.93308276973869,57.60295170903734
0,1,0,0,0,1,0,48.11525706891218,52.76525812580902,50.22823620612076,57.81149794357732,51.82767143177182
0,1,0,0,0,1,0,55.844090019969826,53.01968527102647,54.307526435610725,57.26183638934091,50.142671081238966
1,0,1,1,0,0,0,53.09440228114039,43.34317352117627,50.459179113521955,47.459157127736646,53.939495994661954
1,0,1,1,0,0,0,48.88651373687838,52.282659506004116,48.123393417594855,53.78585522855541,53.24611138032833
0,1,0,0,0,1,0,54.7446772679948,57.54036987332846,51.20637105746778,52.29963195466315,57.92898696376248
0,1,1,0,0,0,1,50.106780621915405,50.513762401374144,53.10474797329569,51.559830001500046,57.49210715822413
1,0,0,0,1,0,0,49.766660945023176,54.219877190782405,50.73759788575472,47.57957026280229,48.71384533713885
0,0,1,0,0,0,0,51.09871525761971,49.65185014075591,55.11690906842966,45.53089660185216,47.8392612805643
1,0,1,1,0,0,0,48.088039437903596,52.93089743623052,50.772201341759114,48.857674839752775,50.914454135493635
0,1,1,0,0,0,1,47.289422342962446,52.65958547147251,58.47904909993148,49.11313885703986,48.356264783163795
1,0,0,0,1,0,0,50.34644394563302,46.45815648127115,52.29704840402251,46.792909459865086,54.87765400673927
1,0,0,0,1,0,0,48.65916406186423,52.47317620690228,45.01268975428393,46.29174870672983,47.253110700740066
1,0,1,1,0,0,0,50.80115628922705,49.55001716084085,49.74231600235113,48.182419881059104,50.370307544115306
1,0,0,0,0,0,0,53.30288393156172,47.38310586485815,45.088984151485306,56.99797695109005,51.572958654978144
1,0,0,0,1,0,0,52.15352857763645,49.560056795158104,48.91910301043045,45.34478930982787,52.760305630830445
1,0,1,1,0,0,0,54.24177849404738,46.74228599875006,51.4854940066296,52.59471267151899,50.05582442959119
0,0,1,0,0,0,0,50.600103701319846,46.57175994104274,50.43905471367686,50.475973914530734,53.88697399393866
0,0,1,0,0,0,0,49.13747272089325,51.292806555459684,50.825575492242514,55.987737399102286,56.15992177420358
0,1,0,0,0,1,0,50.6265998840004,51.461517460679474,55.41330006239118,48.56316937023357,55.44710598617896
0,1,1,0,0,0,1,51.338976506810944,50.18069617602495,52.379522124739246,54.94608866963262,51.19708537537091
0,1,0,0,0,0,0,54.540952500667636,56.50853699554848,49.55968291575077,48.569148257107855,54.558385282563776
1,0,0,0,1,0,0,44.93925579155957,46.977904232081045,51.60777416980341,46.542059426232655,52.66945344494586
0,1,0,0,0,1,0,55.126320652814876,57.722235827508186,51.486579713856095,50.39219708021017,52.890969636906256
0,1,1,0,0,0,1,55.394835735138344,58.621885092654836,49.414485651981124,53.04293654558601,49.43170450585284
0,0,1,0,0,0,0,56.205455816589776,50.25330414816143,52.981838110836605,51.52956686863956,49.788022694310754
1,0,1,1,0,0,0,53.243496902038345,53.61206212584099,54.366775656896074,50.22572917290688,53.372987714120086
0,1,1,0,0,0,1,54.053780962852734,48.12501078471756,57.11837485694461,58.33884493251478,50.37035206744091
1,0,0,0,1,0,0,46.87559511632126,52.433805645323005,48.680423728528275,51.336687656554176,50.21784602410911
0,1,0,0,0,1,0,55.72791018336503,54.43527810236602,53.97497508594708,51.07522167737321,50.974255122199
1,0,1,1,0,0,0,47.32794260623292,47.65223216094826,56.46892060381343,47.06655336717862,51.69229083835923
1,0,0,0,1,0,0,46.8589805286604,49.071961134337364,45.43949665865243,50.771598036914554,52.185485274027464
0,1,0,0,0,0,0,54.621884201618236,54.71044671821136,51.188021003434585,56.17412011358196,56.11392702794655
1,0,0,0,1,0,0,46.27439799400021,46.36836088479111,48.624965090212,46.21369626036736,47.109574982105855
0,1,0,0,0,1,0,49.20374487596223,50.67788201997658,52.58560149193373,50.47228664201575,49.601217348311735
1,0,0,0,0,0,0,52.394125494078615,49.119933755904434,54.80037151908571,45.951699560056944,47.01923065195439
1,0,0,0,1,0,0,46.679239415834,47.405302594709354,54.041922164614824,47.136839883250765,53.80767913110688
1,0,0,0,1,0,0,49.8769507710616,47.1221384995595,53.132862689845986,48.09059502181998,45.39397607976432
1,0,0,0,1,0,0,47.85367558538507,53.63080155342722,53.39050093584977,49.403959219833396,50.15089377152987
0,1,1,0,0,0,1,52.72625585586115,51.08449648110233,51.20806569780368,54.31786045669078,54.753678402827305
0,1,1,0,0,0,1,51.3093444080178,47.87788601023215,52.75246315455975,54.73010952703869,52.490679236268
0,1,0,0,0,0,0,50.71210491004074,49.748645783461065,52.74914398312098,61.103778769915394,49.619866729834314
1,0,1,1,0,0,0,52.56564537916876,54.72861270389665,48.18623093446494,49.21224452249122,46.71503760068105
0,1,0,0,0,1,0,51.089128326604474,49.23549480504555,58.15166633093985,57.97725139080808,51.781209278589515
0,1,1,0,0,0,1,54.184619907512264,53.43920166393653,55.51484744757329,51.625586050634155,50.05335269907519
1,0,0,0,0,0,0,49.80273094586737,48.429332021243674,53.4080461621281,46.51494715257389,43.04679021487196
1,0,0,0,1,0,0,48.60949554149511,45.0294660517863,46.801247700212166,52.81023429410276,48.79283859475708
0,1,0,0,0,1,0,58.18217038335037,52.61392308898803,55.29027502540903,56.608249593834145,55.42305893250116
0,1,1,0,0,0,1,48.086171057807114,47.06538985809186,54.34744915162166,49.10834757691716,56.508780012942964
0,1,1,0,0,0,1,54.6016431492477,53.955230190137605,56.40554873707378,54.42248344440146,51.86944112134759
0,1,1,0,0,0,1,51.40731446550288,53.048260180344776,53.53431582034419,44.359948703803745,53.28282873897671
0,1,0,0,0,1,0,51.88135734940411,48.44620652922013,57.12911025460329,55.793709958723625,54.072733989830944
0,0,1,0,0,0,0,50.089347804046966,53.62947280966608,51.506542585974216,46.244869259948594,54.12130491578011
0,1,1,0,0,0,1,51.93825948709988,47.91230018638163,54.88160816147825,51.03303240590035,51.347215859167804
0,0,1,0,0,0,0,50.04345309256585,58.03704697379953,51.95744479216831,43.68200921802112,48.30182228559762
1,0,0,0,1,0,0,49.81489825295286,50.51696815850783,48.36821966490869,54.29864708463737,54.4069792816064
0,1,0,0,0,1,0,56.99756611642756,52.00970249159289,48.316086393582275,50.10516443856439,57.23676632828483
1,0,1,1,0,0,0,53.71194372597154,48.869471973126984,51.764950406106735,50.84719711543141,53.50884684978204
1,0,1,1,0,0,0,49.38137496431784,42.893442018707596,51.4186451564006,49.61645570407607,54.023888531302205
1,0,1,1,0,0,0,50.95003921405,51.2698458576014,48.23158972384605,45.84908842525379,53.78668249811014
1,0,1,1,0,0,0,48.03747605094139,49.505365683394345,45.334837797570884,51.69807161641518,50.684391738077366
0,1,1,0,0,0,1,54.581894221149554,53.69321425475126,48.798837695889205,51.720708368736545,53.26797790423979
1,0,0,0,1,0,0,55.156672084796185,47.31311997386328,45.316401627467705,47.74365422737898,48.1215367069375
0,1,1,0,0,0,1,50.75253139803958,55.25261394234963,51.72346826379582,47.84944979759114,54.25622424245834
0,1,0,0,0,1,0,49.967650232056094,49.69944736889329,49.06311369557557,49.00443616877273,57.94371594504214
0,1,0,0,0,1,0,58.0629465517969,53.88348957993706,55.11434508844654,55.89390610456918,49.82304820114547
0,0,1,0,0,0,0,53.685582662187386,51.501076243608466,59.35078022720096,49.25162597820103,51.8980302660463
0,1,0,0,0,1,0,57.11446499132771,49.24844977442732,58.03879425383812,48.15190501707679,49.34352324975855
1,0,0,0,1,0,0,52.601447911065094,50.29817752121037,48.54267364801973,48.52446657779984,49.14699817254878
1,0,0,0,0,0,0,50.568538297606416,50.48612850250116,51.923128611906364,47.26444076476079,50.3813480248708
1,0,0,0,0,0,0,51.16390139231138,51.426909217328515,53.984793540774476,51.87857215453654,45.00317531622679
1,0,1,1,0,0,0,49.24743730864501,48.466251483482644,49.47691902753633,52.370801434762015,47.66093751543923
1,0,0,0,1,0,0,53.7063220930074,47.45274501441182,48.48102043232946,50.75061422078283,44.88366759238689
1,0,0,0,1,0,0,47.43670830954813,52.08927179019972,51.37764360362777,51.050121604318875,51.88673510224483
0,1,0,0,0,1,0,48.94669499136091,49.10337045146722,54.85196728714252,52.89339653095878,54.15528494312369
1,0,0,0,1,0,0,48.370921194599326,53.19572533624008,52.75962128125409,51.827388240899346,45.423153158262515
0,1,0,0,0,0,0,48.931636681188145,54.02649461333446,54.81409629018468,52.20535050562728,52.13749579462365
1,0,1,1,0,0,0,48.38528454637106,49.690294033315745,49.184902617245996,47.173017477823294,58.05228486655759
1,0,1,1,0,0,0,52.23382559839735,47.8520644314212,49.36387479455789,49.93660036154987,45.6960573785959
0,1,1,0,0,0,1,48.88701599269279,48.48706815203218,51.57572174274882,49.80366309264264,52.375490555878876
0,0,1,0,0,0,0,47.85557129055991,55.18884625166322,48.549418645673356,51.75383910487848,50.27792323555908
0,1,1,0,0,0,1,52.09477999229574,54.023379299009115,53.042269335639055,50.213759195482545,49.659168576566394
1,0,1,1,0,0,0,48.086805651244795,49.55882445513882,51.50963972051637,51.56445500829171,50.82742347119083
1,0,0,0,1,0,0,50.439668092475166,48.08568688600109,48.77360042329393,48.6804775657377,51.575754765107234
1,0,0,0,1,0,0,49.039219729049165,52.11236258161523,54.71834071561236,53.281283296854056,49.05291587150137
1,0,0,0,1,0,0,44.818416422896874,51.86200972634164,54.43372881584041,54.81316532607292,53.511280549521075
1,0,1,1,0,0,0,50.69937601326014,50.16625378052873,51.63033010435758,54.96292027570284,55.494591657493224
1,0,1,1,0,0,0,47.78818061409133,50.2200786445014,52.14062653208599,49.87124942667504,49.991467514151324
1,0,1,1,0,0,0,51.85442516316901,51.195224471873814,49.144841010823406,50.46119004144903,50.286757616164216
0,1,0,0,0,1,0,47.950595000972505,52.37045225996058,55.24596067271586,56.30593293892477,52.03979683977589
0,0,1,0,0,0,0,51.68277985997329,50.929243688922924,45.43515182331707,51.05907996539545,58.92226940921729
1,0,1,1,0,0,0,47.67136318505715,49.37243000631943,50.35289195848879,51.5245697820118,48.46734836819034
0,1,1,0,0,0,1,49.69004227086432,54.15175648751903,52.48461402387283,54.688181710756375,59.368524296593215
1,0,1,1,0,0,0,48.66026411407314,48.323662050431935,46.735906770179064,54.17670612734852,54.1090297006893
0,1,0,0,0,1,0,53.39167116636947,52.44994040621221,53.94247011912928,49.54019049619722,56.73794788943128
0,1,1,0,0,0,1,51.169834763764364,55.84649730880432,45.736704818374164,54.09449819250014,55.55483105626514
1,0,0,0,1,0,0,51.74141720608478,47.94707265221197,45.39175428351515,45.67656326693072,51.68480727173038
1,0,0,0,1,0,0,53.53162623828502,52.19050965996405,51.635248093273574,45.5220742172643,50.881901167053186
1,0,0,0,1,0,0,51.18399404099319,46.64261643075553,53.80942723998035,53.287307091998784,48.5893321811923
0,1,0,0,0,1,0,57.54429981613831,49.20460440468107,55.12585584523915,54.88160506049243,53.282839896385056
