@RELATION 'my_relation: -C 5'

@ATTRIBUTE A {0,1}
@ATTRIBUTE C {0,1}
@ATTRIBUTE B {0,1}
@ATTRIBUTE E {0,1}
@ATTRIBUTE D {0,1}
@ATTRIBUTE att1 numeric
@ATTRIBUTE att2 numeric
@ATTRIBUTE att3 numeric
@ATTRIBUTE att4 numeric
@ATTRIBUTE att5 numeric
@ATTRIBUTE att6 numeric

@DATA
1,0,1,0,1,-0.8394506468259041,-1.0050008645365935,-0.02905236752859869,-0.8815119262723108,-1.3056958472041997,0.12057149579874595
0,1,0,0,0,9.979874583708552,9.996487343393733,7.700258672077443,6.264808220306068,9.673179781456138,11.045234678801027
0,1,0,0,0,9.842354684207967,8.662943692584106,12.398207411701886,7.430246503177489,10.726515190119857,12.005171678693486
0,1,0,0,0,8.168935798110171,11.684057461776758,7.91853231555579,8.937383428572446,10.053661060269276,8.498444827819167
0,0,1,1,0,3.2366384047970858,2.4863316614444764,8.468990955389387,7.928744477595101,2.302360775975464,6.966495682892267
0,0,1,1,0,2.1071719109514904,2.1127567505124536,5.008304317432443,5.454103936475052,8.47252797257897,4.918739912430773
1,0,1,0,1,-1.6020762990498965,0.7201923669450417,-1.523453508948331,0.05133905572388742,-1.9159426299535993,1.256166312127603
0,0,1,1,0,5.603235150339253,3.8360219372263358,5.216014129857557,4.249729569430217,3.9964853292130105,7.224096598789734
0,1,0,0,0,8.545302709538168,8.295193816381703,12.929090451610223,11.277911617991444,13.071064271754343,8.511364860601695
0,0,1,1,0,5.338669909901885,4.513547779699482,3.717542575513499,2.6647005371134505,7.626818803465826,9.112839586781579
1,0,1,0,1,-1.6508878252822272,-2.7426372026684196,0.25385223943312335,-3.1350959440167823,-0.9701624243314164,-1.1539064576423905
0,1,0,0,0,9.848324378079248,7.271755875820639,12.783364741545444,12.131308681082757,8.573344162548649,8.935595668113633
0,1,0,0,0,9.641424402668182,10.17273387347413,8.368766653722249,9.305206760720942,9.2486001934803,11.848934465491801
0,1,0,0,0,10.795556911083825,10.530064868956439,13.646290337122377,8.263213212171793,10.893206155126036,11.276728742309036
0,0,1,1,0,8.390022372339319,5.621772966845493,2.4868439411872774,2.7694685972287765,8.761192479376945,5.057665622199212
0,1,0,0,0,11.129876095729113,15.317035347302195,9.94477602254975,10.359025365399875,9.141231550752222,8.937070833037822
0,1,0,0,0,13.055140711118689,11.031030340979,9.659621731833559,9.091167094494068,12.533118701203044,9.550359654760076
0,1,0,0,0,8.002057293563519,8.343948593795538,9.397270643728879,8.715986582644163,9.180421240499808,7.965872589889986
0,1,0,0,0,11.052526805585076,10.636922938404071,13.957953138008484,11.492536273377368,6.560586651973274,7.661624194470211
0,1,0,0,0,12.922561822205033,7.67235941055778,10.536088484547022,11.244465113542265,8.741013249479801,10.88341423917829
0,1,0,0,0,13.403864525305652,10.443146805242499,9.960840991384048,11.466760904942644,14.121095705701077,8.58675992172072
0,0,1,1,0,5.529156911916889,4.57563491499357,6.189900447055142,4.723804716018962,6.556955574424271,4.785505595603111
0,1,0,0,0,10.380260628361134,12.815731827954771,10.903108943796555,10.971395414758499,12.790901486243989,10.960849594038287
0,1,0,0,0,11.793099923268514,13.928618156275936,9.826976068760949,8.100929846296333,11.373655811584804,11.085143329066428
0,0,1,1,0,7.269085404803526,6.40032429721714,5.207503573597182,4.002479699446453,7.017391674270202,9.146538096656695
0,0,1,1,0,3.534367961245004,7.355533804935748,6.951929944129901,4.6973170492107235,5.213797680680945,6.786579073954041
0,0,1,1,0,7.5744573785752145,4.650680805693789,5.904188704422904,3.6164903193363105,8.976507980955194,5.110893523268283
0,1,0,0,0,9.189339872558753,10.092898835113166,11.809220802533119,9.19904920563819,12.253424869569237,10.96597385061319
1,0,1,0,1,-0.746225251291347,2.4812690189232414,-0.44618893042356056,0.909425103259723,-0.25273719415593837,-0.2175287832692805
0,1,0,0,0,11.998221018775395,12.621119099859294,9.637510401945711,13.985182897902463,11.679598211034776,13.173526134886039
0,1,0,0,0,6.552378750703743,8.539591100102054,9.932609433226789,12.021522759115271,8.441478314553954,11.910996622628547
0,1,0,0,0,11.974565855436866,10.01174412762368,8.860996271996243,8.886644344070234,9.62618544867553,10.551340264941476
0,0,1,1,0,3.8764749689893305,6.411518615722239,7.270510626000295,2.104510346792651,6.264837104995257,6.835352037353034
0,0,1,1,0,4.061560401201896,5.016117325889134,1.522522858656561,3.712078366190136,3.3480473065468246,5.396195722423773
0,0,1,1,0,2.4919608680651955,8.349882949144334,4.383482137986845,5.908225148163414,3.1214811045473643,5.760367645081542
0,1,0,0,0,8.345719723298252,9.108696089010003,13.575224512911522,13.229021941247549,7.372232229474293,12.79111861489336
0,0,1,1,0,9.628399139596873,5.19844224984706,6.667704566248609,7.7999927750550295,4.5978713507634215,3.8997112427837743
0,0,1,1,0,2.4128280698435143,6.373480056830005,5.2782785431538315,5.734312455103098,4.670138451098483,4.389123537877772
0,1,0,0,0,10.011609033937187,8.977993678944609,13.712884749733062,11.725684115517868,8.478637594390463,12.724483391456092
1,0,1,0,1,3.9253027704160757,-2.801434127149666,-0.3726898360234294,0.9939335204862904,0.4312731707564805,-0.2610474093367872
0,1,0,0,0,6.541206343133647,10.184274864393297,8.817301277169692,7.190423221007066,8.17433222447477,8.80502609873021
0,1,0,0,0,7.7627524443227545,10.491083889968099,9.835218371277604,11.295793459523999,5.089445652009982,10.62705829692417
0,1,0,0,0,8.014140178236746,7.99322693508754,9.142503496928253,11.516377390421276,8.16536239585048,8.751700797799952
0,1,0,0,0,8.420500724427813,8.17085718899508,10.69153408002315,9.552282425672264,12.044745392299557,6.091078100288921
0,1,0,0,0,10.680819200567566,11.650161585137269,8.58617953335379,8.478949112325424,9.311800316563534,8.95082091467976
0,1,0,0,0,11.294089958682585,8.878471305007668,8.060942333470344,9.658680056308144,9.08794314009359,8.163055281975279
1,0,1,0,1,0.4422720455860342,-2.933017159184417,-0.7701809412997671,2.4121780633303347,1.481005737043286,0.7538858861123912
0,1,0,0,0,9.397943368494301,6.291687873592218,10.270263139477587,7.761943753356453,7.645664589300671,7.18294731878658
0,1,0,0,0,9.278037115221881,13.546260495042523,7.304511647882867,7.025955936048018,10.675249252435904,8.137966617736382
1,0,1,0,1,-0.8589308501588332,-0.3884915173747174,-0.3356040847149907,-0.5405280159453875,-1.6578731368423678,1.4891617634930812
0,1,0,0,0,6.6962018014951,9.151675200616651,9.761759426962682,8.343386698851662,9.347205850820615,10.347175181594695
0,1,0,0,0,10.94663844188046,11.246056748981188,12.902363314102736,8.348222754329187,10.273240543185723,13.044410539423804
0,1,0,0,0,10.52532362887709,9.751628764437859,9.950835490576058,9.67338501176298,9.48099817178117,14.202548235543421
1,0,1,0,1,0.8674263229376491,-0.7168162515650233,1.5317570128831293,-1.4462932717591583,1.6876042171606884,-0.07604651363360956
0,1,0,0,0,10.205284185316293,13.281915617309412,7.736632848490936,13.398283970057442,9.617557734734758,8.092752151236356
0,0,1,1,0,6.667054571564593,3.5827235403265725,5.010970923544746,3.5811635199248517,4.2921692174646555,5.725276424237551
0,1,0,0,0,12.1227528549224,9.939698978817061,10.34154369830204,13.10518918914849,9.010038273177999,12.355581233215005
0,1,0,0,0,12.021816866170578,8.441225596284362,7.543060491177307,10.805202353218462,9.416223166709523,9.352300149623062
0,0,1,1,0,4.984881110056762,9.22749180958833,8.151823010335889,6.33212059652524,5.289799889722535,1.821813858830168
1,0,1,0,1,2.3634771725733374,0.17420397553362896,-0.05802864047861022,0.6935884970202927,1.0476055672804672,-0.7480352731677697
1,0,1,0,1,0.8837545326885433,-1.0418199949195501,2.160994934973062,0.8428017572919995,-0.6132250350581558,1.2673291848749924
0,0,1,1,0,7.041008389698672,4.12446740622999,4.547252884908123,6.566420782674077,5.0203479225594085,2.703052206759546
1,0,1,0,1,0.6212827880060877,-1.861311129314749,2.4947412741847517,0.9808985015131276,-0.6467228786959031,5.875400001885014
0,1,0,0,0,10.414130350131666,6.807199450056878,8.487090328393109,8.49125790114089,8.043956366556698,9.296092326327926
1,0,1,0,1,0.9235163592766865,-0.27369193993549673,-0.5033194423549181,5.330895262555332,2.1344322753191802,-0.5010309347711829
0,0,1,1,0,3.592201231220411,2.5872984717539165,3.5571007195952062,4.6216365122084,5.751040292556206,3.1917035237377576
0,1,0,0,0,8.989103255030063,10.770555005818258,10.517221444096583,13.327583627806158,11.964005821910517,12.101454030149634
0,0,1,1,0,6.81734595181756,6.746009159902707,3.7512041748141636,4.1229756256242025,7.549723717918654,7.204908940060014
0,1,0,0,0,10.272346156203756,10.314126785656075,8.797830883520788,9.215938187275347,5.448824016678598,10.369839278482187
0,1,0,0,0,8.798556290687202,10.957053474212593,9.577828529565542,9.768052606669967,6.336467549858598,8.928342206991472
0,0,1,1,0,2.496232696495866,8.648854179727659,3.6791120802991357,6.287596391187558,2.812824326797607,5.316081771279193
0,1,0,0,0,9.164917412617765,10.787925715027308,5.975868521179141,10.103518789683584,6.429683820397499,11.401276408891283
0,0,1,1,0,0.8539826250366529,7.06457581382827,4.049413774880116,0.4839356998400728,5.34941987248669,5.422117594772082
1,0,1,0,1,0.8702562470269447,0.5833719962052101,0.11419587415930632,-1.2912616143516034,2.518093651363619,0.8940512531650605
0,0,1,1,0,6.252386521583457,4.942445192003936,7.849407719195808,7.329479289159561,0.9271406254720329,3.8067877833740624
0,1,0,0,0,10.618063794790196,10.449544081598651,11.391914155901688,14.08288539539685,11.926791696284143,9.22597639932902
0,1,0,0,0,11.520050386172759,14.199174077944468,7.743896819287976,12.835744386340398,10.889726652899189,9.771530418696111
0,1,0,0,0,9.78745662420569,8.551502480480485,8.838602627852264,6.511639692772157,7.59302149417577,12.363546628884961
0,0,1,1,0,10.760061032538363,6.191100496499516,3.9097523487256662,5.555478606265953,7.013597655277003,2.342887051468994
0,1,0,0,0,10.111474910460975,7.007691046591953,9.483685640671286,10.584349671326398,13.918597257785716,15.210161057418496
0,0,1,1,0,3.6759695034150837,2.9886318631118565,3.2523800410002597,2.009412813082545,6.776219779236684,4.1014844278759774
1,0,1,0,1,-2.287339811855093,1.0533114291936512,-0.3652477410050962,-4.068737718476518,-3.926485027312744,3.2555082067015064
0,0,1,1,0,6.051907998406462,2.0651244601886214,2.053653403402082,7.0832551764659355,5.384532935662196,6.575154443348889
0,1,0,0,0,10.093238443229309,12.031788377397268,11.311033368571259,11.068469820373021,11.277964533332005,10.306161558984181
1,0,1,0,1,-4.698395082694201,2.4498326879948458,-1.0983074318012953,2.153216176817752,0.5363379670769726,0.05727925644290892
0,1,0,0,0,9.595201437879878,9.62816759958924,9.170639610070236,9.748364520222689,11.229858622203178,11.514222898707391
1,0,1,0,1,0.7532258396837707,-0.80906479910592,1.1950366019302592,2.771948508081969,-0.5020020373337453,0.7266482856695521
1,0,1,0,1,-0.6400274838678442,-0.44459676938535675,0.8816790718404145,2.001475924208624,-0.8908069366946668,-1.118764975648359
0,0,1,1,0,7.384778721765843,2.0169856120483827,2.8727097542480213,3.4697820940829573,4.461687213452305,7.651737194012941
0,0,1,1,0,6.526848962852233,3.0984536053292286,4.972442265451188,5.490276642204147,7.014785632510202,5.084277744670146
0,1,0,0,0,9.56327368950061,12.607373903122696,12.079846275710663,7.928792569871688,11.078291936993317,11.067611937038208
0,0,1,1,0,3.358265940512434,5.656941365095297,5.733867910192192,4.726613333632028,2.742717664337507,4.0686134893358945
0,0,1,1,0,4.6222673577329525,3.7011240486302865,6.265075198634364,6.423315981084518,4.446323382394508,4.394201619667149
0,1,0,0,0,14.17256821411673,11.783580623242447,12.496601832191011,10.72015905999275,9.898600678423817,7.684362263986048
0,1,0,0,0,11.070244625562358,14.844214745181521,8.524146936702778,9.981964093972788,7.57574090306578,10.78449483358156
0,0,1,1,0,7.4448816739924215,6.448497164934368,5.024651762860568,3.7056682131323857,8.14767513553789,6.742664903060814
0,0,1,1,0,3.172884052307853,3.0347325562581604,6.716381584236194,5.74542690759786,7.688070237546391,3.087301410122993
0,1,0,0,0,13.400752178533345,9.598540326387065,8.101731521809208,12.3083483937609,5.330343717281093,13.427684580186877
0,1,0,0,0,16.35482613718673,8.264573702253799,11.958895504188222,11.054103394748362,11.524816531482939,9.743481085005081
0,1,0,0,0,9.910327918781501,9.99175792121293,11.040834348127612,8.567680926142035,11.052298859809433,10.922190397499609
0,1,0,0,0,11.01624577608848,8.215513623921396,8.874586676632884,8.986353782225665,9.176292127931397,11.363093184532431
0,1,0,0,0,9.069850702163611,9.505587588223234,7.526746391192317,8.78998794149815,13.355885536176965,12.887619656500297
0,0,1,1,0,1.582080862877747,7.885013514872419,2.42274401261156,4.199987465612413,3.2059588845460256,5.671119065124413
0,0,1,1,0,5.452089556856374,7.64851494097328,4.397445248886714,3.2539555710618173,6.9266284470742265,4.558750928792021
1,0,1,0,1,1.712591780791271,0.7646381023598717,3.27352786043251,-0.8384019660300539,2.511933674235208,1.1422655951945728
0,1,0,0,0,7.090452833090286,10.727529381551022,9.559071449496827,8.544253136690052,11.263307219017268,11.355210927810795
0,1,0,0,0,14.676295576914033,5.667980023876267,10.524681440454394,10.757689005218522,11.049153492282366,10.40581582858516
0,0,1,1,0,2.9568057288579928,4.692033254959174,4.232993201105074,6.927156466670673,4.822078771315535,5.29665067919427
1,0,1,0,1,1.5523614406702673,0.9064139547200465,-1.2984274030164542,-1.4111370942179173,-0.9800586698937197,0.34381076792642107
0,0,1,1,0,4.6032530774657445,6.89455623916868,6.520770980082169,5.185915771031576,3.215439527976333,0.8015995875240023
0,0,1,1,0,8.896253455915602,7.808609855112946,2.90363263206899,5.311380571045838,9.15016513262497,4.484139169215689
1,0,1,0,1,0.3130651667915239,4.154472869324016,-0.06175085952977773,1.0897363397174267,-1.1535742382592036,-2.1839344178108924
0,0,1,1,0,1.0811368908115342,2.2411665709148147,5.928986812897303,7.896960439642175,2.1340094386420447,8.59698207924084
0,1,0,0,0,8.110379908084987,10.413271899552274,13.144345810149675,8.952875210714831,10.603771295297694,8.081609719586012
0,0,1,1,0,3.1726344691779884,4.206176230734734,2.369284409231913,1.2604644165590324,1.2610024203745844,7.154711808429311
0,0,1,1,0,4.018658911759211,4.898928680094046,4.3781373130828465,5.93614339718245,-0.21962541589744244,5.722019911088241
0,1,0,0,0,9.104109171813517,8.864576488348739,11.34482790129488,11.34666747323151,12.088575071241184,11.987699691088855
0,0,1,1,0,2.444477817945177,5.9892376540336425,5.765478784899705,5.899254879806409,1.083112264812292,3.8025890085928538
1,0,1,0,1,-1.251584869033003,-2.028337800271582,-0.6621645075615445,-0.7654006325166548,-2.774965223513485,0.3999218789949963
1,0,1,0,1,2.643635681626127,1.6004755403806985,2.7954197989800935,-1.137790994131224,-0.990711799870501,-0.6807945926336186
1,0,1,0,1,1.4174745157430322,-1.7431789229354855,1.4776943337195794,2.9266945669195175,-0.25007876219240716,-1.7904069347220637
0,1,0,0,0,12.78260225522934,8.084950448310703,7.708343770836507,11.090049091661125,11.837990096373787,7.685178651136858
0,1,0,0,0,8.659716110229647,11.457197030985588,7.887035512944911,5.828630517699358,10.220243012569513,12.161685666519958
0,1,0,0,0,11.166108433768068,8.411810600939072,13.011063741270474,8.572012288202032,9.32959166980174,7.967106241859025
0,1,0,0,0,8.326256265399548,8.161783305468306,10.212924500677385,9.716936861797837,8.940363765198127,9.037626659933125
0,1,0,0,0,11.569419330274958,8.937324451458789,11.645887381063222,6.67912628843591,9.717421162308007,7.7948172640380005
0,1,0,0,0,13.017587183672346,11.233499550827295,8.112856578839635,11.467872575503684,10.230083554647376,12.372021077513551
1,0,1,0,1,-3.2648988830519414,-0.6983091290010565,0.029669583343685944,-2.4150258545700543,2.4490236762109685,1.187519271490728
0,1,0,0,0,6.467936572332107,9.53119442403564,8.228513684968293,9.176578326113887,10.030089634020499,8.691224453656146
0,0,1,1,0,7.3827725954865295,1.55370353358611,5.442266748620001,5.151856656178381,4.508322333037414,2.6176835607015736
0,1,0,0,0,12.638522860770994,9.7813091606215,10.422863105876381,8.888056227048178,9.167431924791046,10.37784573598926
