@RELATION 'my_relation: -C 23'

@ATTRIBUTE 1 {0,1}
@ATTRIBUTE 1_16 {0,1}
@ATTRIBUTE 1_3 {0,1}
@ATTRIBUTE 1_3_10 {0,1}
@ATTRIBUTE 1_3_15 {0,1}
@ATTRIBUTE 1_3_5 {0,1}
@ATTRIBUTE 1_3_5_13 {0,1}
@ATTRIBUTE 1_3_5_14 {0,1}
@ATTRIBUTE 1_3_5_7 {0,1}
@ATTRIBUTE 1_3_5_7_11 {0,1}
@ATTRIBUTE 1_3_5_7_12 {0,1}
@ATTRIBUTE 2 {0,1}
@ATTRIBUTE 2_23 {0,1}
@ATTRIBUTE 2_4 {0,1}
@ATTRIBUTE 2_4_17 {0,1}
@ATTRIBUTE 2_4_6 {0,1}
@ATTRIBUTE 2_4_6_18 {0,1}
@ATTRIBUTE 2_4_6_8 {0,1}
@ATTRIBUTE 2_4_6_8_21 {0,1}
@ATTRIBUTE 2_4_6_8_22 {0,1}
@ATTRIBUTE 2_4_6_8_9 {0,1}
@ATTRIBUTE 2_4_6_8_9_19 {0,1}
@ATTRIBUTE 2_4_6_8_9_20 {0,1}
@ATTRIBUTE att1 numeric
@ATTRIBUTE att2 numeric
@ATTRIBUTE att3 numeric
@ATTRIBUTE att4 numeric
@ATTRIBUTE att5 numeric
@ATTRIBUTE att6 numeric
@ATTRIBUTE att7 numeric
@ATTRIBUTE att8 numeric
@ATTRIBUTE att9 numeric

@DATA
1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,183.6214485665734,227.09220890778553,295.0853988862717,246.03260166964108,177.9793346084155,273.4683461291019,241.0121211369063,324.187865427467,248.84077996621915
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.45240012001562,194.25142181164844,191.6868163871028,262.7076198488518,189.96919091513618,254.91980019147925,245.95555212103054,217.7251368481601,185.9785849054478
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,284.7466926071342,139.73991982718712,180.21727395819875,204.4891373914481,222.7585836543197,217.18928870733262,174.43205081607388,229.01854033763556,169.0798972194051
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.12128133309926,208.63227029619816,190.8475963990378,205.340794667775,216.3188558367247,246.80987266565396,185.90749743466827,187.06078514017616,183.59138009330542
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,237.1267666919331,256.0789543757381,267.30412028898286,275.99387818542806,224.20298020761086,199.92888821883759,201.02740425605108,209.40757898124767,246.79674640702697
1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,245.48152602360884,280.4026320351802,230.03084156194157,234.27223011373266,293.02713321826036,263.5633982792569,212.27786274498845,235.09793389002206,231.37102841943863
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,255.2435938866164,274.04396875291803,227.04304376850425,234.84186345236895,201.75300718920366,227.62696158508737,196.3688820177216,293.83484400385305,205.00401631414033
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.7312346634621,252.1735486064013,261.02340152962586,188.48541398614847,271.7696882094866,259.7559294861835,287.09298766880556,280.3929745235139,150.39910733001898
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,187.97878805639724,207.5053196770009,179.96793784146695,222.85222303004858,166.33738518373056,233.21433537923218,115.99986382507498,171.16049495671257,203.9042459639751
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,235.49755211072494,196.43366272137717,214.00512986410445,154.0353897100448,224.63441191630412,193.25770686288016,312.91649387170577,192.07978838484428,259.9580320019761
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,151.89623266538442,246.56785455769986,169.1218382530683,229.70284303658948,227.4646468774419,279.114283810677,207.44580138241602,213.47869180964318,174.78002007039981
1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,363.0068479409146,234.72255213308196,310.1085475058821,172.2516706388866,245.87182318745118,203.299436345549,243.02732386828518,208.71706997887145,242.67946009863084
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,240.6468377835683,244.66125494599328,135.67695749173885,206.5883091954574,202.44229494620254,198.26069872588502,208.64723169529083,210.86054945277644,244.2982145060776
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,240.23746005793555,224.9773274849039,208.39741683183163,211.33961460416873,236.60252229807685,192.3831312702505,212.5561135596906,175.60962600962534,243.94828648443368
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.01732044100123,198.06295508737983,309.50553864301764,128.3360691277037,175.85508966194368,226.56203059966353,181.78799282382946,210.33582707029018,240.3496447624775
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.1118163718471,193.12501016581808,170.73115757478928,201.40983918884749,184.05128809999124,209.00780748597452,247.2842581118226,247.13958848851507,191.91623308220568
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,222.8140146167532,231.67391387427867,161.04413629971307,282.666951054428,165.5400600441996,177.51865243112084,262.57863838449265,265.23039174071624,244.29814603451865
1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,263.18410706885237,212.3380994649105,207.07112919183234,265.6702871378692,251.9990586829629,287.06952081969087,355.27052956620184,262.2096757669752,274.93015676855595
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.4126896836327,238.34397520947275,257.04442432288346,232.99621182487695,223.4034182492239,203.22369444890882,255.1916729813588,249.7692003369281,234.4816507119428
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.16477056655617,249.13456740731692,174.53236508458127,213.41758143438614,283.4283657811636,255.4282839063942,245.64289309513882,183.29575263218962,115.95923005428226
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.13167827995,176.39201227509173,187.52330763775942,224.7928935363774,199.8496749691035,330.9522753294193,235.06398409651584,224.33131747467667,224.27109095898928
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,242.215922639564,207.96801821423693,219.8063412781763,205.65791046879397,232.26659468988254,154.73028139861583,274.39309073379223,202.59516624596526,194.51743125654477
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.26000873696626,225.58391753053695,269.73264265250697,197.13925639040136,238.56024509570443,177.12327611820098,240.1124945685663,286.0934449241993,225.3529640221537
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,188.3086368222589,228.8266686520532,240.7123103307162,160.2251609402124,251.83256773956882,291.53969787421073,179.24370295360143,217.0821586980982,285.3996961473929
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.95421597794098,205.14181859281464,297.3436551722325,215.58089117316567,223.39646033549033,252.98772293199912,217.47937727951836,200.9612267502813,285.5891144708046
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,211.10901401179726,169.14185815003526,156.28919655558354,217.50882312725173,187.59165507280457,257.9775771442281,150.73649536433464,236.44884701462166,213.4789997050212
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.10528315704678,148.25494691674191,213.46537785796025,273.64845965710117,237.70093513986646,242.36942532270382,123.41624296003909,213.693126575917,114.23465079011123
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,258.25430570397765,185.17549819255328,277.8945295216277,164.66950312289825,227.38824542936993,192.975192626982,196.36459398883846,195.13651674218647,224.05105858376004
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,157.38300712285667,174.96177009214955,228.74788960334809,236.5478548717826,220.84878601515695,217.78510855826414,266.1326262009545,254.5152373366499,300.14974262635576
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,190.22612436423978,159.78358378082686,195.81498146904153,277.7549801786342,244.36406571426278,200.01965126437875,194.58970449803664,257.3949574880981,283.9953728859127
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.92305478644107,223.37034627675993,267.1167479369649,210.2375632451874,294.3876170901905,264.67039535468535,251.8950080212097,248.62017279683678,188.27937267433157
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,217.4753638939069,199.11280933587665,138.24319794529745,205.44849241764746,224.40473926898213,203.4614895848492,192.3073237905632,224.64768437352058,201.2999031311123
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,244.63855870655814,229.1409991425218,202.59600855902315,200.6092192960216,219.3030818741293,170.39616308275959,267.9225234164243,228.32960288682585,233.24898653029268
1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,233.30194586940235,216.6539723638204,245.36729061074942,215.97051535114997,149.65472084318296,139.5981966785319,211.10400920452554,216.02465119236334,290.7334863444711
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.63871462117365,219.85005537540036,256.4836754960349,196.5166640176938,177.25250285371084,162.01348861421476,240.27150113456509,201.07313833098354,229.62373334021797
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.96064023450685,190.85478635876353,228.50118647313303,218.83432345936103,196.06881202895673,235.42272775047616,197.58705283977042,196.43786033341206,189.89287905932488
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,221.48101993964997,211.76350301846438,235.8157451464516,241.90923601028402,208.46832192460178,211.54232661551532,230.99455240053067,181.37926720276425,238.65625870197343
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,236.11847471898193,183.2906018854306,221.07784278468733,245.25357293341958,165.36404111989836,269.6483973241867,218.98720882810642,129.28170800361556,213.00598338421486
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,251.92729504619763,224.0559466804371,172.4549601168789,318.4777697301766,192.25137189897458,173.62618462578507,170.90427147695885,286.01114811570244,204.76373892427756
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,201.32550171710523,223.68175603739266,180.85715736389216,250.04026520246617,174.1053531362036,314.4948937197,233.7940480195135,264.4164311858797,186.25614881798046
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,260.779494399973,224.6581655074791,259.532527560955,283.0117034766558,172.43345516348958,256.1162823751772,184.96997240897042,257.37220720610765,150.06101231716792
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.69579815740508,239.43538526444286,206.02458575796177,182.45850640659233,210.85267547664705,186.00916416598136,191.73672615024805,247.91387524973536,302.01773179414727
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,209.38189117066798,240.67706234344965,229.88772102077965,170.83377395263705,225.21339082478227,260.1564899979095,172.6688187948787,275.9149867001816,244.32133980419883
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,199.56753705784274,230.8647969139172,227.48618915763683,215.21466912504286,217.39662026326567,239.647394281803,244.87957083743805,201.101482263409,206.8332775458514
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,238.69406961572562,193.19028452773352,222.3924849929809,170.05310160246344,196.74319765115365,208.81711039523094,209.26326028919732,238.09249436275422,287.0219069092275
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.66272483366697,234.84550904547632,151.5980624224331,197.53558940004373,239.94827338863212,224.30684824828535,227.70477937485416,224.79805702374222,214.96356656655286
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,274.09039273568,290.72162835215886,292.27088390952247,214.65014750980572,323.34171238923705,265.34249528377484,166.1384574696292,276.2831543614879,249.3764435543691
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,184.24685608214045,209.29376218647332,205.58722038790347,156.43399963577133,178.26318222304232,144.76564847550182,173.36345048391672,234.1006540352231,144.05551899259254
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.8727380120208,191.7822542337698,336.0194432102999,231.105916520526,234.81885763095195,281.05712015143126,210.41650274415602,243.69479392928173,256.1581731568265
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,236.7901410510857,240.9621769937229,179.8962100708539,176.68884349484048,202.7178445715304,168.90610272767736,227.27129950252115,187.93990562907493,127.32599799384671
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.6241623444739,240.12333075045876,251.609650764378,280.06177940486066,130.34736474225588,178.5070448403767,153.7125538216084,262.6858589454801,225.41050505161584
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,236.49725769412274,209.1160678296989,211.83655896640846,202.51508895165222,249.7113077786665,309.46518749014064,184.94915564309895,165.8383895741881,295.60933569150603
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,268.1414018097462,163.0314609146992,259.7874340108714,249.18689382202444,259.72800757830976,246.2790852347459,212.7572707078827,217.85690594284654,207.45225731231767
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,170.2277315603137,242.11880039384621,195.45949461713502,225.48476792407146,208.52312581930852,204.55845093318203,191.8683562530894,234.44347267838964,223.36735061454013
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,247.15870904543846,305.5913894612429,269.29345312585394,147.517802438409,146.93416570156234,276.512560745093,167.84887196124143,276.44734462334657,258.1436183752242
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,282.11059762088144,284.0058761319788,242.02079853677213,186.51910071323306,284.28868227265934,284.93004089089584,161.21863722898564,281.6215517280765,311.3677838991759
1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,242.5989548874982,231.03479964753174,198.80801187229125,201.9302024455149,265.48257678512107,219.07976053243874,231.2456027257571,200.6057435737427,204.51687793885264
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,203.57689647521272,206.28309782726126,182.859410062763,184.5332263614141,232.1080309182815,170.9883910817376,255.69251428192513,332.75849784493124,178.8890902357572
1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,235.7071835939661,231.54705398365726,240.27401732215105,240.97176667444324,284.1671454332794,349.7400766216141,142.4416510949838,220.04187142864401,252.86057418575365
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,143.68656988918968,225.59439621914575,257.02349393947105,122.3450204321299,193.48356188110813,270.0105830964687,199.88760752545102,201.3905323163485,193.65347972511972
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,225.5801228272501,136.66220004061432,186.0392313081062,171.00019033854937,194.9969742223305,158.95589946874009,230.79913602276207,119.72074061429265,188.8412777198103
1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,198.83599679860524,183.25047885909768,240.59825961941485,293.1957644040701,341.0891482585963,305.3276162453269,230.52628494447418,252.8435049149458,238.80622794758918
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.5156596677576,227.3437255250057,223.45600811586664,232.5478539793607,251.22771526543,315.2017901678114,228.10245563691964,241.90531558116385,225.1908524228006
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,252.10541579001523,224.7097375307681,265.4234491485293,254.22272320084224,205.97815372002069,270.72645943477613,215.24814374315827,250.34297631308385,135.66783104203094
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.9384683542683,316.0204762548202,217.53236248208182,266.31875599421255,292.6690907340509,254.85066815973752,243.26925308477388,211.2075052884341,210.91300638857325
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.08201707580386,238.73699063188144,259.70915137519364,235.60558341899502,208.69577169324717,130.9308546016145,261.23490281878327,289.03745622833185,287.4052393297087
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.43942160699845,162.59518098007038,228.16659456017888,216.40992379879452,233.21489879565888,230.55786834068374,276.0669631008144,267.8718284411684,212.23173391788617
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.88563250363427,197.8494631219657,227.67922472372086,251.81796286422383,249.12379206705768,183.89779587797204,273.47597675624763,248.18560451771535,245.97320616126382
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.1351278757743,246.40513146875364,243.3668636050011,239.97281411821282,272.0472731751053,279.94126008687937,147.87269884242764,282.9145875021703,228.3435930764611
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,267.78609152509404,161.35203594203284,265.87693459118043,201.24690599431463,209.61173127771127,214.2143590934405,155.20050535016418,245.91932797027027,293.398191766437
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.52940620030614,181.69971585710402,173.2940645629429,160.54514832024202,196.17993448703857,147.9180753554403,141.88775028409248,186.57633630600154,267.0308940330342
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.56327548223305,216.1578772915841,187.21113478586608,188.5546186799251,242.81622758967856,131.50788262190667,167.0910666003702,237.11565218382728,179.48293370831342
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,174.22750547263777,238.6699071243114,217.81997882152095,133.94266994397208,235.80045811250298,292.5888813785347,216.3699867484191,265.74274831428875,208.44393758129613
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.8951199577261,271.4295494750284,226.19745618859096,252.64356525907326,227.05911212917465,207.1015475280375,224.62603860758608,232.07721502781754,225.19585924107056
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.32709479913933,182.30784514808815,182.96209754789723,170.89086670182775,252.87138859416882,188.83259584576507,191.27784217982253,164.18674624175475,160.75891897293388
1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,227.3313886780138,212.72748351098411,256.84605021188463,218.6859968351314,214.91367187974004,258.19964760765106,253.11381316434867,288.0351022735917,275.95323069319585
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.98821362937196,273.58327636718457,236.8006993233343,174.09996594775762,286.4324732290598,163.19509061575172,146.5296979659745,163.64077059417764,179.8083976490555
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.88966825447204,230.70807263578578,282.24180423158015,244.562419255548,196.80479490889613,201.7189003416064,216.05479075546577,218.11416453408327,223.10289408148614
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.95635543509954,193.32779234125655,220.55506728969942,226.39828441453355,282.88625308440385,177.2163606731405,188.65562629464046,266.0145140113557,269.57407624443346
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.48444517367108,238.7659932736971,190.35088027229222,269.07556434217037,257.10599269003075,293.3250290758718,194.55249467169907,230.54939162433377,240.52967353964027
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.41933716082735,221.8627663957401,302.3590475826193,234.67577470454253,233.59365135727796,265.6358860101492,230.62907405493945,205.10345062738065,165.28180243569514
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,197.25651351914297,247.22106441439772,193.03905713795217,242.7464242202975,241.51453582807093,176.5700700647282,247.06559119227455,210.96257035197297,119.14413533199536
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,194.60629814954956,248.89607611973574,277.85712484734006,199.09135740555553,239.53572794328,291.01122290273133,224.7203690491976,294.52745104838743,304.67925899968645
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,178.9085833714392,168.56845540309791,267.70694792393874,211.74141027620811,195.51802882713358,162.41898655257677,242.52398570993557,225.84913301661857,215.18052195505018
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.8314510781171,201.57362184097,233.21617494240255,189.68072210774483,180.14542157940718,230.36520327081544,213.7502604636989,245.31089954671714,205.4670863991689
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,239.41353162449147,258.60019726490367,220.96004465385664,257.80077062461544,200.89549761705987,268.0872433691593,350.01989537353916,316.8041090426241,235.48627719088697
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,222.27427812213645,189.030980569637,187.70548477432595,281.8811101079133,197.15086834843584,262.6921577371913,207.78706136867157,173.0493416232408,211.38682390014714
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,169.4605680882671,195.9439741646998,282.3785911723704,262.42478176970616,176.69820069502617,173.13635187027288,235.45549739879752,229.36379267051848,246.2162522112438
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.69556831229244,223.8073746291145,191.50566177504712,219.21247968922432,153.9206593220594,163.62202001451712,209.57398981047606,194.53599843926682,206.4621903608678
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.1213039921242,244.8938829551837,202.0217422733421,291.9693279529781,190.19699309539908,211.77624905216447,205.38569444657472,260.73463551433514,248.15017660938312
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,236.88366313852407,273.0545872593803,263.89896170870225,264.44039449993033,259.30995929311007,212.93111436470704,222.39452209102004,227.84206146778197,217.54332428387895
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,199.0828589820742,206.01760613498263,185.42228207121912,192.05354768586372,208.19955806715782,161.59572118362718,226.90789816954157,223.2761289733918,240.41677175060107
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.25037512962766,199.16166710327445,252.319552187996,179.85730658241818,212.77758946817852,210.588144195699,246.41945858076116,231.17450348269247,230.5442911075328
1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,183.1697501193629,274.3248681322601,231.05803354492934,247.43660324060346,267.9630918801112,207.28288260186793,244.94452618053333,321.0733626021482,249.18652125453994
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,218.3610329620028,195.47118221266732,183.00114338314012,172.3408561021014,259.1645353717435,225.33901017436824,198.07460874252578,147.67288345285877,249.21573501221718
1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,215.52826587895743,300.9688353162993,293.1084783793834,267.73811604054856,204.4583816004138,219.88130986910124,193.94711360356422,282.62645342816705,196.89049948608954
