@RELATION 'my_relation: -C 23'

@ATTRIBUTE 1 {0,1}
@ATTRIBUTE 1_16 {0,1}
@ATTRIBUTE 1_3 {0,1}
@ATTRIBUTE 1_3_10 {0,1}
@ATTRIBUTE 1_3_15 {0,1}
@ATTRIBUTE 1_3_5 {0,1}
@ATTRIBUTE 1_3_5_13 {0,1}
@ATTRIBUTE 1_3_5_14 {0,1}
@ATTRIBUTE 1_3_5_7 {0,1}
@ATTRIBUTE 1_3_5_7_11 {0,1}
@ATTRIBUTE 1_3_5_7_12 {0,1}
@ATTRIBUTE 2 {0,1}
@ATTRIBUTE 2_23 {0,1}
@ATTRIBUTE 2_4 {0,1}
@ATTRIBUTE 2_4_17 {0,1}
@ATTRIBUTE 2_4_6 {0,1}
@ATTRIBUTE 2_4_6_18 {0,1}
@ATTRIBUTE 2_4_6_8 {0,1}
@ATTRIBUTE 2_4_6_8_21 {0,1}
@ATTRIBUTE 2_4_6_8_22 {0,1}
@ATTRIBUTE 2_4_6_8_9 {0,1}
@ATTRIBUTE 2_4_6_8_9_19 {0,1}
@ATTRIBUTE 2_4_6_8_9_20 {0,1}
@ATTRIBUTE att1 numeric
@ATTRIBUTE att2 numeric
@ATTRIBUTE att3 numeric
@ATTRIBUTE att4 numeric
@ATTRIBUTE att5 numeric
@ATTRIBUTE att6 numeric
@ATTRIBUTE att7 numeric
@ATTRIBUTE att8 numeric
@ATTRIBUTE att9 numeric
@ATTRIBUTE att10 numeric
@ATTRIBUTE att11 numeric
@ATTRIBUTE att12 numeric
@ATTRIBUTE att13 numeric

@DATA
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,178.3134589565792,196.7622886447676,293.04865608004184,178.38377306288726,282.6399340783942,227.14803381866844,244.29309180932412,230.46464753936203,229.61149288022148,252.51665841794645,142.2517875786575,255.32180745154815,223.21397499007205
1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.15969304643758,238.68358987338124,206.04632259422385,207.36300236836942,201.95690277237023,219.4590551799437,203.92796937512992,150.2746691613883,120.39959427070366,202.50446821628975,196.69921909011634,87.12765218622029,231.82984317323383
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.2568749361433,201.1091532458989,226.26141188946292,149.6265396897295,218.21773112034091,232.76617504646816,204.51742859281583,221.33298574519753,249.01570621953746,169.07798369629302,232.04359566421027,226.22287895800926,186.6580604428928
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,231.41210954295556,210.77439353557958,203.27785201312716,251.0798014490436,248.96523303946884,220.86920885330645,182.33191840096032,256.7484827599523,253.66834247347668,250.38890740041074,256.35818305627555,246.61685255639097,280.60255331696845
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,242.23704165298489,260.0900930876497,280.98646460355565,260.18330642552655,222.02228867826375,251.15517989573345,240.25018844584793,225.73544304319918,255.38509039049663,227.6096005548605,283.8151751228143,250.2348193358474,255.8018297442791
1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,205.02213892222474,189.90419831663579,243.1436242908773,198.65325635149674,206.82222635574027,214.9592767776853,230.30386362848094,193.33160800978067,152.548121665739,173.8920811051637,254.66727230309473,263.2297935862801,114.58039211545092
1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,239.30705317018396,183.11640277533843,247.2824251055408,248.0337662889507,186.22373464231538,163.76776084248274,205.8485336431442,248.69154565056303,172.65428423856503,166.39863939587713,157.48215925364363,213.56622710709678,207.24283531994865
1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97815301218691,289.6316486507901,202.91810124670977,210.1355288090909,174.86851473054685,184.24138255323055,171.3130922393156,154.7569618452766,174.42389356671515,137.76869725578962,221.45392337436107,164.1445500374366,109.56380813608405
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.91512095622969,202.67296109808464,234.02385131111163,111.81016301842158,212.58481099794272,192.5861153555665,173.2245831983994,233.0344989615989,121.88451690857713,207.82577279557862,250.9240227611815,248.10488417488506,204.32977729105926
1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.1799299897951,215.12846885447144,142.65989453154123,230.19517547999175,204.82249206772113,230.21738977343932,168.1278579396923,228.188626044477,198.71596607087164,206.1097481502684,193.00094113693686,210.36033604857988,168.88211836543633
1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118.01992021250234,239.06287644556005,242.77721601597386,212.88558133766347,197.04659891867212,201.48058504030507,171.0934997867427,246.54953322105666,148.08958182437829,180.04630716105356,168.50363124486952,204.98406727385526,157.18214600349614
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,173.47316710981238,238.43569335864152,275.5589443839386,222.79634406717832,160.01120610305878,171.34494840042905,297.17070670101066,296.02024958695085,293.1457163211435,280.40356760681806,265.9179442094282,246.10955435067208,235.3060939241522
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,220.10192789788357,177.33096679547128,216.00069154289298,181.29098440359152,200.83739718984435,268.80752848731186,264.60946284618626,254.20540220353647,259.13165216497873,209.08464085142992,292.53345193146316,263.0160403667856,300.9562763746808
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,233.1747688497404,205.80686372844247,289.76497755006795,238.17185273535742,185.14076158385996,221.395290890331,244.0352341062532,216.54344385230013,269.67534778226536,272.90141440437196,315.7554436136716,252.29687953415302,251.48852924195123
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.28880710985612,204.5596308994613,158.91487496830652,258.0781583350155,228.6798045677239,254.15650838477836,205.35456674888985,180.1881519611623,252.23426399361426,239.52980894755837,161.07769960684482,243.41476009575726,170.01412756972405
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.97088525956747,233.2408289884083,146.73525868609875,309.22960622809325,224.99588688476038,272.78735142213293,214.0707729148589,259.3752982685026,163.7668148616126,244.2115851058873,162.61771334011019,231.21020868167554,318.68187076559934
1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,202.78260373689918,206.24413213709641,288.22655773788745,205.06270596341065,229.16010530584427,177.4233989775556,188.15480475313927,233.66961121958178,140.90971301130224,216.07378902719248,199.36075485037327,130.97339907233442,178.69060663114269
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,227.4719635256739,199.814656679653,200.9345590171144,246.0001975229069,270.9462021099757,190.88953210430344,238.18157881534876,258.5298963315433,189.67077585400563,210.58222751071875,270.09805367448644,219.6198892188985,183.17842902522108
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,215.84330974865227,224.52234084436424,255.74510691509826,340.7820654109706,251.29212740843278,234.6116253335089,232.45052356203047,222.1458680196857,247.0408573410109,207.83187262790594,225.27175537454315,271.91480918957245,233.0033465029184
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,283.2831731386748,275.92797960023273,196.88129480558123,313.2159766056752,222.12714692561823,285.5991900466542,187.2959145104573,266.08896051097776,249.6257988310289,309.2122469910794,251.72513279200322,219.29725690265656,241.12018028474662
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,289.23715164807356,231.81185399471784,284.6703095815717,257.85571801341956,235.52489928698336,202.12558433601814,257.5128413914426,269.1362671968156,282.6723789814524,168.96936183094073,233.5309803090375,232.32148285236903,203.93773159997096
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,205.75094669907446,250.93707008919293,245.98975935081597,231.99137157067304,264.6991105907134,230.27332982903206,231.6671661684575,205.1022673439933,234.59350475841168,256.8433464626886,218.54972125745675,266.83487226976575,233.94829175556546
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,178.45408204318497,236.93406273232156,240.71592389553385,299.4942927971938,281.9328447657251,266.02335256585576,269.8716434901186,170.07154303258028,217.7803251928295,268.45341523424713,311.7830340464442,213.83438026740987,279.99253537689293
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.36176666797135,136.81498684306172,224.73749955613016,145.45304337611856,138.93590836975332,289.8054835014064,119.2113799846857,215.6275721263927,137.14278508626668,221.60349661213525,145.95551922575822,237.17288702830854,168.71253590115916
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.47623685735465,226.10423726072887,202.05419097392965,342.35974609081904,156.901888279378,154.04628237608728,231.1377154170123,190.78779416813597,167.64486257637026,205.2317996190335,193.62943143327033,222.26201115430663,178.60255992991804
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,239.0207163723439,199.67415300319465,228.32362889676773,167.5176538034534,253.71068384898388,189.18087059382037,257.33619800531164,244.38297614084092,220.00575799663952,238.4822240034044,231.83466012446556,239.21773178082654,167.8363110172204
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,225.63740937824818,194.11000250078018,289.38048713827254,266.9914276850491,148.87994002643964,286.980010434497,202.9346838036983,223.87164971432432,211.31351641515948,271.8633913571161,203.112437998234,275.07213618989164,262.7188876094636
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,243.23526397549952,217.3033443078946,234.74344175845232,158.74994736801816,233.9772117321978,284.0953934733369,225.69927182340297,242.48843522871434,211.98167251832427,199.63819322724294,230.08733915309446,250.92220549503185,226.82964723280767
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,192.3091039871316,287.81632683859704,274.4908487812521,221.41059363030314,244.49382847225135,199.57873722691758,258.6577392999198,255.20446453537977,304.9738665959592,214.5010592137587,205.70933465182324,200.16089798813326,218.66935550651917
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,206.46454459274293,203.5586736028146,180.93487045576197,265.9196159693943,188.8721080452482,222.4193931010926,187.3491226886739,170.86990445266954,198.65559290001994,236.35396779830023,157.6540281733162,213.83238209071806,212.34733011371583
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,214.09983276083443,205.10914583108564,317.437523690425,195.7715220851699,296.5629528416127,193.6546001952596,291.47253867560136,229.8637312558444,195.66636532365618,198.73638872676247,242.61919276544114,255.97927687218987,204.08089876005243
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.58324253022894,271.5490610653559,215.96436995154286,209.01568649117917,208.54065773067833,200.55320609023164,190.91183798656863,134.32893551807916,221.6328790972284,189.99525047848067,243.58212128558654,260.2642037345894,291.4415231778528
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.02021836137524,164.87827134152428,147.5857791408647,193.46737506625504,196.34871956041405,210.72011419489797,201.09885039307682,208.26701666828012,245.28772927825906,132.8623800987919,214.30734605683566,283.0858571707443,193.15269763489766
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.71129230932675,174.45493186407901,230.67264406527903,269.59083601533996,165.27395492646704,172.05370931251937,255.86912771573222,194.15021894950738,135.32390925827954,201.1012313141572,294.77908451632675,199.65081848382678,265.0196819707609
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,217.38915060443188,257.73512134589544,257.33095558819394,285.72800432376437,312.115935522021,278.52434096404954,235.5134887485177,305.2611118115524,210.97401611122123,299.0264045365792,309.9538234912625,289.0456402450251,196.47183964174218
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,233.41923414838934,218.7575978481582,212.86635910497762,232.60786944126113,195.6168209714541,188.536997343343,204.59094776133506,252.85683942837144,232.67234791606182,364.24565671786877,258.2029080653157,285.5641362572884,245.62595193639817
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,237.3638927109076,201.36038571773008,226.63271730983868,234.2218171536238,209.14464125688826,251.3356464189213,131.37597405222408,219.675266488738,187.66741683271272,283.2472029309539,299.8373486752551,283.021098776961,194.5697569434216
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.2331379026578,216.44924882111408,179.86858836977433,202.11975179790494,226.04114442936563,183.4974629596882,243.74079609528383,180.31613003973763,188.46673487529966,214.65636953868733,263.3987707858243,235.1147755132892,203.47932572766416
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,234.17493491999005,245.86070187697155,260.7989533663,234.33167421728507,186.52145955221926,237.26888143597864,257.79068138078577,161.485959602533,266.8482495705051,177.64767407767914,275.67397158779073,190.1804664992295,263.0447994115974
1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.1957478985929,227.48213012282187,211.38914434381954,196.64026467676268,220.63262192781258,244.85363777528,126.845687190112,128.41919085689585,154.53900368757593,175.0940344093801,125.94733060429523,263.1525104154453,185.4013860550325
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289.1625141495473,246.59346756358178,217.23842929070017,254.0833003314582,235.94590055644824,224.7575636471862,198.70058289563522,192.3170085177195,225.24495768978193,197.64773022371048,186.89232188567888,211.50772965994005,217.7378289102746
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,246.70651087485064,258.6416933668429,234.85175073631675,217.94508178866852,235.30778273377916,266.91296173897007,251.20450772835844,306.474656102063,269.02627917740483,233.85745079879746,261.31553750448455,190.15640792631572,286.39544582143975
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,213.17391072352467,200.0864895339645,352.87381205867496,170.09317928739745,221.89129777979971,220.8500183685553,203.8388547665403,208.76385690109421,251.6620344113436,251.6897011425043,197.0805816142874,235.25657430609343,178.43066416774064
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,253.68368535298114,251.86519778028645,232.89739385277343,207.5247382652955,148.50355891967166,187.89208850586215,165.97846777148618,211.39034545410487,190.33493274134125,223.59721854532614,193.84419559522888,184.0206510380616,302.57530529366727
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.22310402680375,221.13165588499905,173.4242280185012,246.88024225574554,226.34394637889048,122.23000709502175,194.06441008316557,278.7839777034263,196.56186856247598,205.2119805615174,177.23951835350368,236.99691623858712,243.53822224335903
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,243.13316584447333,232.52082124205882,207.59594283445003,247.62917923650076,250.30633937437398,218.69586774260966,218.10541004471986,347.06092915112276,195.34079772786333,212.46429134803708,285.7948772086216,369.3214292036836,206.87770139825795
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,206.93330795419777,295.67182610715145,161.85917952532463,231.8180451490094,252.65496971131333,215.14540559688322,165.89637914758566,230.16002750366022,199.52494691576803,235.67034318121867,258.7822381466432,253.50204504228935,228.37256872379155
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,187.6514533425427,160.62575193583749,222.85154460774328,239.17229185734507,185.96178440434772,209.8774507640543,233.09311866923375,259.7266871531938,216.97485250521524,235.24936890099588,234.20974444620668,245.46724882143988,205.0483451866855
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.0903794060241,136.70488220261532,105.18740635807632,164.3008778904099,190.75649635672127,290.0182235548727,215.2284527150245,141.07510613345568,181.15364713555047,177.6124660538421,226.9764026471973,215.7126176397728,171.49432639942972
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.81620770041727,155.12882630119208,199.33688810147495,217.9841138944405,289.7065291388099,263.84207036957196,204.18473798478558,158.8988159976329,162.43913722326732,258.7100808753387,228.59003859962934,216.97135817157763,164.55642570171213
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.36888464659629,246.70497156935343,266.26565328143244,194.89936772184436,260.4373695938166,243.43950871573418,218.7396330497066,181.39609136792146,182.8634787043385,251.49756753419365,195.64373448437274,205.35426510044707,165.99010807542228
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,223.41249890858901,247.7613193487719,246.1060952572397,219.91212641373923,202.79141581093626,252.40718158613197,277.6002876529429,267.9334580411561,225.3943517029998,209.8930497811768,235.40426527839568,270.0097714074072,158.3732336539283
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.6730090036043,260.1519240216205,202.59321791588005,195.70753065362032,191.78644544397622,165.7679613335443,209.54562528510786,146.37027259396922,211.53916645931062,219.86944620844437,201.45438984091828,175.11969626230518,209.35142391729948
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.30060092134065,209.3810751596171,168.62966008362557,190.35399679137578,246.21332416141922,175.00053826251593,213.50172862763736,285.5842232088021,207.03336588218409,175.2795713341534,169.72188757274964,252.56597841728785,186.70817321869518
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.72111034943842,199.629720410643,188.36396582409958,133.19947069470362,236.19929656928994,231.4315995551177,162.33745314548446,214.00362485862803,182.13908320840545,235.07172357907413,219.17111347892765,182.8376657190245,248.4132451208241
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,200.4961418499718,292.84981297349384,205.6356567127566,245.9525299292253,266.349407598848,227.30067139778444,156.54958122902426,199.4282606656449,139.14204230011103,195.02364157709417,236.50708344045097,230.72168674959437,176.99177782392772
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,252.663808106899,192.67733339189937,308.0397092249474,265.81251823334827,232.05923383852965,229.66376774353674,230.25003802285704,235.820960835763,145.506124101083,153.68950565704517,238.51890347262525,217.05289033174603,232.17021374431272
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,230.46631699157368,203.71121123892746,213.77164082604332,242.9447862535439,258.99792220066803,226.24783403605431,255.96736798577234,218.0270709929775,298.2236946500868,234.4136855943248,285.03884155757964,207.61857941300104,251.00385685159304
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.50743196030373,212.86596711229936,177.67758952398535,242.49294366378945,255.42004851236007,213.37344688385076,227.36227744503336,179.48771228223453,250.78685055969288,320.059204074686,259.8943951614135,233.75778235805342,269.4967816207141
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.6025925140094,253.53563286015992,245.39057025443162,148.59645269631002,212.23538756379483,164.00574800444846,194.1207744817141,238.9989881076258,216.17587133966052,275.0747653738347,219.7280540578716,238.79963020641944,222.68264840372848
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,227.06492288703421,294.86767176999916,229.88404670684233,250.5589861683087,255.6037629517007,182.8841618224641,199.55991177811887,295.0140629004578,214.95202822239295,216.671602614287,249.0672277801646,209.90223226411376,188.92243944019214
1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,170.76798003712355,183.64512969509803,244.31278356554782,160.2783875243692,125.47624234040411,224.0137374225698,278.2973396085754,167.66071479037788,218.3917753945144,208.55350947477606,158.85383538978158,253.24477800513606,235.71034249130417
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.02766121721743,190.00591278674852,225.32357153168564,202.0575871632166,177.75593265438846,233.2467097163386,166.22440696532942,285.3617977504323,246.28493459920998,189.35543045392103,253.42480011694374,273.9170601108901,253.36546765599593
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.47935022966715,239.42690112697753,208.18970743861166,243.52862677485734,209.00108845521052,194.67979460388315,258.82133912765585,174.18806687849982,281.9523356144581,188.9695568041198,219.84614434283222,194.29836801092878,237.41560208615957
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.10546802540492,239.26258433219218,193.17007357906488,253.87816881895372,255.90384960156726,186.01794568228715,233.28651511502122,213.35160483585858,128.21521855099206,218.93290387758847,203.93900380145502,208.355674316212,156.89127280160693
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.14560712819352,197.7125782319057,244.09840879298613,221.8819460661567,185.84752812630188,148.92337992651784,227.1991454261421,214.0069012011299,236.1203739476208,181.6979881194846,191.94543690541812,187.3297650383672,277.34845756210217
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,223.12181500663246,213.0768919206664,250.88099607700292,208.13809548448947,308.5049240633792,217.77162930472582,179.47624957718207,212.67503012560724,267.4324003707438,296.7886602001112,285.2308418368764,223.8818640522198,249.45516116290403
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.452710149749,255.05190909343554,245.09166052385083,209.71778077123653,168.04514451637493,140.08693247906996,165.89787266339937,152.96278354006444,227.66553513249758,243.2664004421122,248.48809138034983,214.35349331743674,199.447110492889
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,263.268855320678,252.927195412487,246.9542013403128,182.6315526270987,176.83607444248474,211.19822529600455,207.9987341860929,271.84953690952676,180.6790460192397,208.49783543695168,267.06366322329234,273.7431440766029,254.1982450244168
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,148.19888697223396,256.2186757408306,174.96358173522935,177.32811446756833,224.29390807219136,248.7058627072658,243.6133854803248,229.13589470673847,185.83027797846947,215.1500911352278,195.86407550382398,178.19278378327283,188.2135149002447
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.62296851564068,181.86260127137936,184.77776273332137,226.71632210037046,204.44135721310934,175.57218482714862,240.79217690017074,141.49071975649275,199.39666398869775,213.9321155909866,217.28475907686425,204.7664843643527,202.91735625757624
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,247.6577538221763,249.4366598530649,236.19981713177614,125.11638478564309,282.0726163814801,305.5130936379534,298.159310907918,309.6201036405002,215.74594176872145,233.5330202001551,317.1918389704816,257.9030855961218,162.7529712714005
