@RELATION 'my_relation: -C 23'

@ATTRIBUTE 1 {0,1}
@ATTRIBUTE 1_16 {0,1}
@ATTRIBUTE 1_3 {0,1}
@ATTRIBUTE 1_3_10 {0,1}
@ATTRIBUTE 1_3_15 {0,1}
@ATTRIBUTE 1_3_5 {0,1}
@ATTRIBUTE 1_3_5_13 {0,1}
@ATTRIBUTE 1_3_5_14 {0,1}
@ATTRIBUTE 1_3_5_7 {0,1}
@ATTRIBUTE 1_3_5_7_11 {0,1}
@ATTRIBUTE 1_3_5_7_12 {0,1}
@ATTRIBUTE 2 {0,1}
@ATTRIBUTE 2_23 {0,1}
@ATTRIBUTE 2_4 {0,1}
@ATTRIBUTE 2_4_17 {0,1}
@ATTRIBUTE 2_4_6 {0,1}
@ATTRIBUTE 2_4_6_18 {0,1}
@ATTRIBUTE 2_4_6_8 {0,1}
@ATTRIBUTE 2_4_6_8_21 {0,1}
@ATTRIBUTE 2_4_6_8_22 {0,1}
@ATTRIBUTE 2_4_6_8_9 {0,1}
@ATTRIBUTE 2_4_6_8_9_19 {0,1}
@ATTRIBUTE 2_4_6_8_9_20 {0,1}
@ATTRIBUTE att1 numeric
@ATTRIBUTE att2 numeric
@ATTRIBUTE att3 numeric
@ATTRIBUTE att4 numeric
@ATTRIBUTE att5 numeric
@ATTRIBUTE att6 numeric
@ATTRIBUTE att7 numeric
@ATTRIBUTE att8 numeric
@ATTRIBUTE att9 numeric
@ATTRIBUTE att10 numeric
@ATTRIBUTE att11 numeric
@ATTRIBUTE att12 numeric
@ATTRIBUTE att13 numeric

@DATA
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,232.62441653568172,179.31198144407833,219.49933896790046,240.75363086628968,247.27634267323043,258.2201487479947,266.9810435763868,294.1010706981861,267.5299952404523,168.039222512347,289.8528740074465,292.3752087538223,223.1902372201123
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.9925067419292,228.2853547573804,213.73469114652798,248.20811441171543,212.7954906257528,284.39554507036877,265.2109968330215,161.66490493646467,225.05050172157937,217.18881407022835,177.9811650826363,246.0261728481585,217.0589258584027
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,286.3434183286106,183.73041225802206,279.5894675244207,191.42166382860674,276.4372708683494,189.2447471380226,200.99490555627935,225.64604939598303,221.32571716465478,283.5093170043216,205.31343068689628,265.2502715366011,219.9572645833847
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,202.30321573784013,236.1919407056323,176.6237781079197,195.27029867540983,260.8055873649987,255.0529682352813,251.73216370015896,189.53240701966612,191.99204005304088,303.6276657881392,363.72247869293096,288.84262070991616,212.3300335757259
1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,202.24969781695583,272.00607873510876,217.15528565197403,188.30506072088832,198.85676054780944,226.0225933179878,214.53556105891082,246.76399102565762,150.53352999329695,133.98172053379594,274.7157987824319,195.1779219947163,172.4231810712881
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,224.80715344597863,229.13947577235922,201.75512348955388,282.86884584655627,215.27504470020838,259.54121571854944,215.06461983249656,265.11216343894955,265.7255742958107,249.09360689402274,207.61814055909255,269.5408707634263,204.67926210499198
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,221.6019598647695,281.8627765401366,186.72875127872314,183.86666426866458,205.0842066591203,206.55501739491928,218.90322627612773,258.9723571420084,276.81303025882437,242.1582698424985,263.5172217507336,188.3753885332827,256.21593598457224
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,212.88532358942788,247.66530483712458,284.7840572841493,235.7138296884659,218.9131084391811,242.69271664410692,275.2242796236271,236.16974183849305,205.30980620899243,235.32064661639498,270.9610885119542,155.92219591314665,196.33484575697955
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,233.84246814084526,83.49321774882668,228.55042223206146,240.04998975079306,289.5460262737634,196.71133270682452,233.13527873558346,219.20518332497298,290.6847652650341,230.5446883115716,191.85057557094814,194.68819450370088,187.82962462989178
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.9373691881918,261.98433859357544,227.1301838283538,218.86618310135486,194.41499709957003,191.52891317794794,164.09446744588885,172.22138911539875,230.07930437568479,191.80257340508678,166.52879904177928,261.3469399795193,236.3883035878115
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.42552682651979,213.52397940895685,187.66710670919468,178.63089414714608,246.64840976070946,188.0633375345725,236.83960660203647,289.48948694443857,226.81313200176845,220.09786307772526,188.16929453836036,202.46943104091213,153.29416970463703
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,269.562329834447,248.281115300264,221.24730827253302,256.0593480214855,227.83528548078368,300.981706373746,303.5099889660693,241.61027478022794,271.253403379627,218.6773311963035,222.98513983743513,272.16757834564146,250.30095872628536
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.78525525500947,237.26612844202748,178.81769464107276,252.21436870276943,227.59778179938726,280.6550374226729,246.04359046697695,214.802265171844,197.25569237497027,312.0805798663125,242.01525724153345,291.0248305917432,268.70957713484364
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,220.01588410783145,264.18739505948776,297.9101279815537,301.3923802208134,288.7047754452279,204.18893768900628,200.7719845881843,209.3269755085372,220.67528598463048,259.8451503253001,182.69436272330395,222.69397562821575,235.02129699528854
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,277.05040853511207,237.6516624068912,305.029090383721,267.20795210728414,199.8636798327144,239.19567837825605,241.24676707953358,289.08023479972417,280.60046185015847,169.49020046099156,213.61411580961774,162.2132768626289,256.66354657322853
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,308.6410088090087,231.97600940007388,195.29660873376287,316.7490055743108,290.33326568067434,170.70655760121844,237.79617259766584,277.2014072273199,253.7237610567955,168.70767267341995,306.1646261567382,260.991343223794,245.1737110547266
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,245.65461016301737,229.27331221925763,217.77259366601004,277.12189149430907,240.23423861206282,275.9483686523031,193.89133091777586,227.62379505910414,343.46556423504876,266.2632826546204,266.0522003939426,204.88004574750914,229.69220999331094
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.94349401214032,190.3086765565621,222.99956356437295,218.81104066109313,159.7311423886565,179.4591050731915,177.6596565661958,180.58172631678244,245.27320415395698,176.4837487935929,228.60624775915488,227.76588201810094,281.98467322320806
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,213.12926236842225,198.79053734030845,266.91511119911854,240.6805977135939,300.7071315727916,269.84148143326405,270.2521545593375,146.32481239943428,240.08346502673922,215.6395387682283,185.96835138379205,220.16438972957306,257.828139807043
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,271.5677090107009,256.27432761528473,285.58851479986726,248.15864362933385,251.52475253111461,258.39925698750267,306.8741225990585,258.3136688954973,233.6223825550428,230.5278828275147,237.3949926200594,233.0938736123496,229.77331419252852
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,166.34510466131582,254.24572202041077,191.20757161288938,208.62704970706565,229.90808217355092,236.95327396327463,239.75027515252066,230.78320976067687,239.27291584723494,185.70398312135686,256.9564519174382,283.94527814849573,224.2428303391937
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,301.9851400978362,192.3239775312307,208.26999244956576,266.63693981698674,247.08356897103056,213.5353784702805,288.71259101648315,175.55181426012425,198.70674218412634,264.17349778921783,270.5929959650309,224.44039101005427,309.1672924873494
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,290.3158181527316,230.9661449531918,268.29359273585817,287.02376871748123,146.65282882690724,268.19357888317944,274.66948767822566,221.193404591549,244.35145336442503,232.55803775271897,229.2465557692343,296.4122717587089,181.41957592703244
1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,207.3328314166049,281.4369060497208,253.76711125219364,169.29874409101544,227.79589944043008,270.7428977414754,233.37051124660508,203.7108126953688,224.74923524149833,164.07602251529084,213.5599836514134,118.23792574207035,165.44382431260914
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,227.71876573137015,241.68248173553678,336.09117914711317,244.96591049645676,260.57560456507616,208.93175547985058,261.98311615164107,288.7304074454825,300.4147687035435,299.14650755196624,198.05894781927017,227.1723997227551,268.4246236757394
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,222.99837990661294,186.79813040488256,182.55804400916892,205.7083160021371,143.25320348862277,230.19302284761702,208.32094077581567,294.6905121497224,174.2336196780007,252.6959046311635,216.67282759210406,246.57281034281323,244.39118382120247
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.80053612302572,132.63265451072948,215.32809360121124,196.81164655599673,175.7452042282879,209.14775001035323,260.7624167421722,269.49512015404594,194.79673834253316,260.9704650027714,149.5454224804116,163.9877212590308,245.23441179582613
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,204.5489839201788,216.2764409763153,227.45839681239408,186.44819414648532,180.83963364659633,294.49506659721897,181.23250693189675,241.11667078124455,205.46073754086683,255.00089931524838,279.47628521981784,214.71461061894726,287.40973768847795
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.7906875597775,166.80130706539995,253.53888904922576,180.7250732969585,244.2575639078117,268.6149348819431,269.96896930533796,142.3910017890086,154.5032515887905,258.64669659601793,179.7736377891054,196.2306048193321,211.06433702408575
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.46454459274293,213.5586736028146,190.93487045576197,275.9196159693943,198.8721080452482,232.4193931010926,197.3491226886739,180.86990445266954,208.65559290001994,246.35396779830023,167.6540281733162,223.83238209071806,222.34733011371583
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,210.78615325738554,229.3556403254443,145.09364931620587,211.41495098382293,291.79946590720954,294.0277996728041,191.3548429979624,148.68744942108816,219.02410695232447,275.32132279012967,203.94656780894243,237.9272426637978,240.58898147288397
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,262.00776413973597,279.1417587769572,258.76949942486794,198.82010245730447,298.0651907311807,282.5604041689388,266.4809437439008,217.5226998364487,167.80462820600383,165.48929346209943,256.0759204442616,245.99169844806,226.815600675391
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,302.6053924762357,189.87928540711087,244.3683633252414,220.2374679097791,260.12956438403154,179.6561766316222,357.9448149751539,243.27203582567128,221.54412186914521,201.36559380392688,279.75096411489915,238.7635370874695,248.01476508612765
1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.79555399038315,143.4084159299091,213.8472129825965,289.0371997317783,180.53598488781256,161.12142406543944,270.05737300421504,238.3470469159224,251.4853092056798,220.02958337774407,166.32433479764393,199.60659446052335,194.1533480101176
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,218.8560587347568,266.16548271884426,168.4962663589596,278.9218103585881,299.2366578794517,200.90891187082008,213.69234837316972,260.7762100630267,266.07813321649434,211.62706838964917,292.4240046107824,219.7180336752307,326.18978320786744
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.32320554478065,201.79085219800655,217.48306209373516,205.91769414639896,233.2942180269813,196.85431972887716,163.39852234582827,269.02649901800635,185.54368479896252,177.56436360341638,293.52907986236795,219.70364194986183,174.9303369284607
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,202.10378098344717,252.41206537594195,272.5277928550474,280.9370183584947,197.3447883476434,236.54851491868334,199.8134574494165,260.199949165695,221.8549798680073,153.92667835814467,253.84886932527417,230.53234359328167,239.14518120770728
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,265.9600021482367,225.08623810951943,286.2936427212595,207.69574787781255,211.85604551164096,259.0414788001329,153.69153708358908,132.83004309522275,223.0603569392842,230.78280807487408,277.62679439100134,222.78619387945116,205.6824995067323
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,202.44305632342073,277.6116444795571,258.44769756734826,262.59002990628966,231.66943888605329,284.19465160152834,229.62037922704428,282.2980207533294,243.05622493709458,219.0236748307075,199.36730052300345,226.8624142735397,211.0144642449706
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.22310402680375,229.13165588499905,181.4242280185012,254.88024225574554,234.34394637889048,130.23000709502173,202.06441008316557,286.7839777034263,204.56186856247598,213.2119805615174,185.23951835350368,244.99691623858712,251.53822224335903
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.97215227440302,196.55929184057362,162.8573934917349,210.87597213696301,193.90902725880167,234.73948826697202,192.85078993216663,177.8529229509652,104.55879245511298,234.59883284853856,190.655362189124,225.83397751925617,190.26917699541917
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.9409192244261,260.4013154220685,191.71343515688423,207.1499183036067,234.6486880295762,212.46503847722755,208.62808768803964,261.78297211625403,208.02431326700818,261.68625315919877,182.36726794409267,242.11547903047725,297.91724985053224
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,213.5443554414819,284.08157245009966,248.3789588516608,237.33834050045527,232.67668864106486,198.66345567238739,294.91438333875453,185.43760228398497,186.18511421224952,211.26071178040414,194.57052267673342,242.1515386385986,228.19444678030365
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,183.68650476756227,194.25835301640873,169.57424694308884,159.63459539663629,122.60719341423413,256.6116189883375,228.33599423170085,146.08538094038633,280.8452430226479,214.09099214625982,239.29515592409888,234.13411326358084,259.2616765559011
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,255.5235358213929,215.86443109634288,228.14575259636288,158.18893779882174,268.942556328258,231.5256056324315,234.50857948803227,238.7043849124788,273.2054087461025,331.65664602923505,223.11381061490349,290.4496600970501,232.04361854212533
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.83950868293465,229.0346990008229,305.30968148962927,194.15301272242903,191.42652520383302,214.20085276336684,228.5234074740963,186.34511872290196,320.1550438926695,223.06180026590494,248.70513915038876,185.66989220127815,273.0929981073554
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,213.35051180020508,257.34602962930137,209.84617930710922,223.81227355425062,200.9752646940232,210.70340377086148,185.21347264964223,273.7921524701367,268.0030541053028,238.49840501064156,202.80374257489967,190.0582815140695,217.9163784708461
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,169.38833063590778,301.04157933887143,164.34311753354126,236.09414361342908,187.7144252842194,283.2841532884528,205.99841127542845,216.3484615195199,226.4890108869261,237.56098721873033,243.61827062802925,167.15593806592494,198.91916007874693
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,237.4297967761087,246.12168610551794,200.33507893116905,154.0503954722805,255.88692913332088,247.2816321984837,230.40118827948965,213.14122767276584,216.04819959001142,215.93361849573094,303.23780196792245,195.3708067974587,205.55110618518066
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.637366181537,206.17730218897736,174.66190627188715,212.1827186423074,209.11291224890707,272.41387060720837,216.76608924808116,220.9880975457475,240.26623629310052,187.85235021704617,240.11263706689286,206.9493796595828,316.54577287625847
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.41065279031955,211.65029408466216,177.64158059723164,206.3504478012363,170.76693339804729,181.76694182807645,271.50595837942603,223.74158288338185,180.79046413411595,162.75806083874372,229.7354694679862,298.0082374868788,194.5800738562571
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.2973347779153,203.4911299769964,205.74690663561867,174.52544379219685,203.54192908335372,222.67509462771767,156.3650323566161,179.67337987665553,193.0816676947342,255.58348211393667,217.31981622467865,193.4459538804445,127.22650359728156
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.528493661728,261.7987309166635,234.49728606091355,277.02567654141035,192.57074865162738,284.3694934465177,225.95663009126514,153.96715855731375,249.87060220332708,204.7524920918442,195.25358465269613,261.2358085627768,249.0680465535747
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,226.2935809566142,232.81368950464918,216.2929385916172,191.53004497589302,180.931755516443,181.7531063223658,241.39931861205304,160.69204464136473,198.85962449808184,302.2078367213368,147.86283409090527,302.45370139155773,252.75073469115205
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,206.6488525066875,213.16151168480621,216.15281577299413,183.6905553742187,151.24760920999904,219.0832247187445,135.3026674259821,208.85727901529467,176.54255843950318,215.99390777634997,175.18663234442027,221.94074640139488,164.71328195252244
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.08479086119334,197.79593019727386,156.2997275109814,225.45190902956142,158.5122057232321,211.67716192758613,240.03344964581567,192.20203915365707,217.59165334105518,199.55850235025676,220.6401143735104,219.22362028339222,134.45362661751415
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,274.9333594271278,251.30283745249966,151.6069182581102,326.84065780973623,225.33998312319198,223.25972296532225,287.87396694038006,228.77121673690266,228.41897362881932,221.19805662650526,251.92622030276695,200.94394361353238,202.68196078083025
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,179.1404080859089,246.29571308106622,323.31212515201804,248.03161764422578,283.13381706935616,197.13649184576371,223.8767855618229,222.9743861142963,304.96416557307793,260.37450678767743,357.541151225611,250.25362833233982,216.41912740880508
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,205.7978076338664,227.3373206624976,263.2223242807458,255.33625364355314,213.064219196411,306.48385610582847,240.3397869016695,207.5018924092093,284.29300193619423,268.85173369841004,200.96168367022076,224.9329157013007,216.62461205017243
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.8381963583518,201.08141089192287,224.00853472722054,151.18841543096573,195.7969669734475,222.34695109257257,213.15157789176698,279.5583532714634,226.52270247361471,125.50787527087984,262.0022696217106,175.81967172928378,236.77966229587386
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,263.27113925994297,261.3817748041423,271.25860184351933,251.50131005021038,224.54693953647984,227.13298379726865,212.09516466500082,217.4763760609854,303.1681499325978,216.62803568436993,339.5940646928368,245.50099653585767,267.77459455148033
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,269.70087019789383,255.38928861541208,288.4190718050844,237.10365192086616,257.3221109059146,230.6954789861842,243.5551512580494,234.23828205820317,242.46698922309423,244.5794474787876,251.23686087812473,254.25596311461436,231.13038165830093
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.21502822062277,254.69740289758528,167.5541693156569,207.09902702909775,144.32318052211474,210.66991252759445,194.5821307572944,248.84028095330262,191.608749304147,201.08961029519585,210.84728579180558,297.07174357236914,256.5367673357531
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,208.33298310553744,348.6492308050009,159.49997743567047,192.19739319683754,240.3059752577693,261.18889061943264,256.6279781996165,260.2334375660484,243.3839360955351,246.1776935742598,251.28784006516693,221.8155896124295,296.2470008941268
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,138.27712361197547,241.13772333342337,195.2715391628998,301.33742294376646,201.43822003450938,148.395382378558,181.2867917720839,155.4923480028687,273.7843558718991,266.9187220591317,205.4386410755943,217.48146040275932,148.76694190928336
