@RELATION 'my_relation: -C 10'

@ATTRIBUTE 1 {0,1}
@ATTRIBUTE 1_3 {0,1}
@ATTRIBUTE 1_3_5 {0,1}
@ATTRIBUTE 1_3_6 {0,1}
@ATTRIBUTE 1_4 {0,1}
@ATTRIBUTE 2 {0,1}
@ATTRIBUTE 2_2.1 {0,1}
@ATTRIBUTE 2_2.1_8 {0,1}
@ATTRIBUTE 2_2.1_9 {0,1}
@ATTRIBUTE 2_7 {0,1}
@ATTRIBUTE att1 numeric
@ATTRIBUTE att2 numeric
@ATTRIBUTE att3 numeric
@ATTRIBUTE att4 numeric
@ATTRIBUTE att5 numeric

@DATA
1,0,0,0,1,0,0,0,0,0,2.4552590134057115,3.587024594765457,2.517268060470662,1.538226637579257,3.149474302268016
0,0,0,0,0,1,1,1,0,0,8.604304062232128,9.529817752186554,7.550201275209162,8.9515807555604,8.583527210548192
0,0,0,0,0,1,0,0,0,0,8.019101727366758,8.838690424379529,10.153331752101504,6.935576537903655,9.822332866061434
1,1,1,0,0,0,0,0,0,0,2.8066721201237876,3.568940364519495,3.0668709568489128,4.951787024189555,1.2394661838401593
0,0,0,0,0,1,1,1,0,0,8.560951674301874,8.522020591260508,6.84523284511778,8.242675017804515,10.045261954531922
0,0,0,0,0,1,1,0,1,0,11.09645428867553,10.903458002147625,11.224530528560607,12.329107015093781,12.310402775578263
0,0,0,0,0,1,0,0,0,1,7.816826307514883,6.4779902438903925,6.106068213218749,5.965119404029606,6.6773838539870445
0,0,0,0,0,1,0,0,0,1,5.920613465658004,8.127908800107848,7.963071795247985,7.232480033701806,7.0268268446070925
0,0,0,0,0,1,1,0,1,0,10.84417979381548,9.715166611012343,9.591151023529546,11.052742081375147,10.37656761513401
1,1,1,0,0,0,0,0,0,0,4.351843097419013,4.144888335881481,5.285442251247245,5.854082648462242,3.1467752462933896
0,0,0,0,0,1,1,0,1,0,11.910605901764212,10.094851017952042,9.586555474410385,10.810697478897815,9.646376191277556
1,1,1,0,0,0,0,0,0,0,3.5200435896831626,2.2207762964150586,3.6300613140526226,4.49162525130703,2.9775964657203504
0,0,0,0,0,1,0,0,0,1,6.99300652198687,6.411121981867824,7.632330394347144,8.239352832131537,7.4753598513121755
0,0,0,0,0,1,1,1,0,0,8.929472363015556,9.770212710636274,9.509328517310097,8.31300992645573,8.112904685522782
0,0,0,0,0,1,0,0,0,1,7.078960052134422,6.549157179489486,6.588571958848586,7.7327569892662975,6.329292327717933
0,0,0,0,0,1,1,1,0,0,9.688480000468708,7.33573454872278,9.369594324084936,9.363025631830881,10.032155484410023
0,0,0,0,0,1,1,0,1,0,10.273426202418142,10.699280992639506,10.25483368821148,11.630543475609299,12.446800817627942
0,0,0,0,0,1,1,0,1,0,10.992043432103726,7.321522817593118,11.636857849141027,9.28473449825994,11.053361329032304
0,0,0,0,0,1,0,0,0,0,11.877293425098363,9.8100805603412,6.970097875342933,9.364714199340252,8.794345769714223
0,0,0,0,0,1,1,0,1,0,9.513012517151934,11.150996794337079,8.936187352821515,11.701466075954539,11.107939611035611
0,0,0,0,0,1,1,1,0,0,11.035889832720695,8.23888547826252,7.7518705809575055,9.536753781899499,10.316623483995588
1,0,0,0,1,0,0,0,0,0,1.9251170781789435,2.5135709795423917,1.2025853016557901,2.3045228949727137,2.6963677266584747
1,1,1,0,0,0,0,0,0,0,4.013455979566879,4.547518971546967,3.4987472534830895,3.0926615614801376,5.162453223006006
1,1,1,0,0,0,0,0,0,0,4.546433004222184,3.6903924256466176,2.0297008288367433,4.529216236066954,3.321855198983992
1,1,1,0,0,0,0,0,0,0,3.0510486106873884,5.024066634625041,2.5866811287356875,3.3753493813591406,4.499550156962724
0,0,0,0,0,1,0,0,0,1,7.387444172464643,8.276122040257139,7.6937110012132965,7.160091795303793,5.893457530302303
0,0,0,0,0,1,1,0,1,0,9.657014025783699,10.952131229264738,11.173471220578762,11.685734554334495,9.744621917970198
1,0,0,0,1,0,0,0,0,0,2.761319382230327,-0.10690847582206908,0.13593525263792783,1.9869741566911554,1.5150829906858836
1,0,0,0,0,0,0,0,0,0,3.763880490739968,5.185064989835203,6.363114735809159,5.136608258014238,4.305974390264395
1,0,0,0,1,0,0,0,0,0,3.4152475017314075,0.7520460866200038,1.6667053599344095,1.454204005332278,2.7287237765401615
1,1,1,0,0,0,0,0,0,0,3.932047138533091,6.294997748637353,3.908416103429629,1.7108969958723867,2.372347320589057
0,0,0,0,0,1,1,0,1,0,11.652218245008953,10.895140817275955,10.093392309763434,11.517971755519673,9.806688597496983
0,0,0,0,0,1,1,0,1,0,10.953627729112249,12.341241431695595,10.795386116813173,12.133883391705146,10.720414544702928
0,0,0,0,0,1,1,0,1,0,8.78600377603271,11.205178035509698,10.58760562822023,10.221907392506445,10.384660518235435
0,0,0,0,0,1,1,0,1,0,13.435362045644347,10.43810770165617,11.117183106897452,11.85517527804807,12.153890857212046
0,0,0,0,0,1,0,0,0,1,6.4180624324321345,6.7802971098150095,5.757178642949068,6.31718137466738,5.417444783368845
1,1,1,0,0,0,0,0,0,0,4.758964861926136,3.8080518529469782,3.503101342929072,2.836100303404035,4.408721223815554
1,1,1,0,0,0,0,0,0,0,3.595854026951556,5.393886148364705,4.086021973246621,1.750665789811741,5.8412516508401575
0,0,0,0,0,1,1,0,1,0,10.251196426669988,11.987377579398203,9.699826666113823,11.040389606346396,11.543287749733635
0,0,0,0,0,1,1,0,1,0,12.421255664410422,11.236217342849166,11.263623643996311,10.857853461750953,9.978671453641786
1,1,1,0,0,0,0,0,0,0,3.3814296416130354,4.216199266637635,4.813643585692626,3.670726007846034,1.6013754347474118
1,1,0,1,0,0,0,0,0,0,4.840970127693093,5.999028141761011,6.214583889795278,5.653417027465948,4.806448205301027
0,0,0,0,0,1,1,0,0,0,10.045651197279511,8.820440092652827,10.986939369294044,8.052059210276452,7.562838078394186
1,1,1,0,0,0,0,0,0,0,2.994576631926583,4.091051772536375,4.8032692502281105,4.402019968331949,3.755508096424613
0,0,0,0,0,1,1,1,0,0,8.689994592519827,9.667824778495302,7.88981648226331,7.704869432785179,7.580822081295276
0,0,0,0,0,1,1,0,0,0,11.912859723109534,10.573317352977302,10.242453192314208,11.485289863433762,10.727621480244157
0,0,0,0,0,1,0,0,0,1,7.509626516735101,6.858926884635481,7.579774692504354,6.184833901857283,5.646529751492822
0,0,0,0,0,1,1,1,0,0,7.641112662479971,11.223104913863262,9.608486485154282,9.9913440436188,8.82720780803403
0,0,0,0,0,1,1,1,0,0,9.90336781911825,9.048540805097451,7.939751427250564,8.829926853348463,10.132522392034058
0,0,0,0,0,1,1,0,1,0,9.865502152573985,10.852066916130667,10.937522638036857,9.746083963395229,9.79045388536097
0,0,0,0,0,1,1,0,1,0,11.001025209082405,9.60227796953452,10.402891643258924,10.907238920289977,10.04736548352225
0,0,0,0,0,1,0,0,0,0,7.758660252069445,11.193387929977083,11.325891944670051,10.548629768266846,12.17499882779793
1,1,0,0,0,0,0,0,0,0,3.5645134868553394,3.4154558893851545,1.9251525958835516,3.20078954592508,3.582240327065145
1,1,0,1,0,0,0,0,0,0,6.118318586515427,3.57274135340708,5.3973648080981995,4.2124439075221165,5.899734724605645
1,1,1,0,0,0,0,0,0,0,3.1746715418432747,3.363149357198198,3.8556327674855706,2.0794410295271564,4.131298567082688
1,0,0,0,1,0,0,0,0,0,2.783854061023847,1.974624638572741,-0.0245919888004571,0.2343287176279636,1.8483653172403036
0,0,0,0,0,1,1,1,0,0,10.094194861028067,7.260244661947005,7.676051108694734,8.45871379828664,9.143614718124859
0,0,0,0,0,1,1,1,0,0,7.172352287174877,9.140070652179212,7.8573552387012775,8.442368918318937,8.787482562048131
0,0,0,0,0,1,1,0,1,0,11.715363521318096,12.067835113130108,11.752872298790749,9.32746977386413,11.246167609932552
0,0,0,0,0,1,1,0,0,0,9.434897406312192,9.771800982883152,9.009371667423068,6.495433674766407,8.629117309889349
1,0,0,0,0,0,0,0,0,0,2.98136505124333,3.9179944530992934,4.41860026999832,4.1116452869480415,3.81606476935162
0,0,0,0,0,1,1,0,0,0,7.016087446376229,12.212471001576038,11.984135388559139,8.804958551781336,8.925645700165754
0,0,0,0,0,1,1,0,1,0,9.93086207448274,11.54846313683898,11.200084124513628,10.874394672660124,11.770250502908837
0,0,0,0,0,1,1,1,0,0,8.790320938498185,8.151180587275988,8.757993288240918,10.083852670233505,7.820433379953999
0,0,0,0,0,1,1,0,1,0,10.873878721177475,10.374510382886124,9.761756908898532,9.779320513758766,11.200515729220266
0,0,0,0,0,1,1,1,0,0,8.493370327031533,8.738753815737292,9.992644009567227,9.094520256668307,10.00270238184467
0,0,0,0,0,1,1,1,0,0,7.8027821315185415,11.282759966264457,9.359842914414672,10.520801112171126,9.589248110702059
0,0,0,0,0,1,0,0,0,0,8.486121072964046,10.9842059060331,7.819088492994965,9.482542314412264,9.612799930375656
0,0,0,0,0,1,1,0,1,0,9.486199811720624,9.417378917376181,10.382361694804597,11.196954868060962,12.512578310624809
0,0,0,0,0,1,1,0,1,0,11.86169455633983,11.446876151915141,10.087498377572253,12.393200914263454,8.707805686723646
1,1,1,0,0,0,0,0,0,0,4.546642919256547,3.0999767048222355,4.867350552384415,4.476642563676712,2.8924823407317133
0,0,0,0,0,1,1,1,0,0,7.911562234171497,9.318137926991827,11.440724558455072,7.774778817477342,9.862286645727758
0,0,0,0,0,1,1,1,0,0,9.841172848556647,9.906492420939898,8.829673585505578,9.80416486272478,9.967316496832877
0,0,0,0,0,1,1,0,1,0,7.956189320439193,9.449645788211019,10.828845753430054,10.981523729317939,10.84650271904986
1,1,1,0,0,0,0,0,0,0,3.9862253117973085,3.5890926857721803,6.294986593837883,4.309922535373594,4.002074329485157
1,1,1,0,0,0,0,0,0,0,3.151350995700832,2.7545793834362007,4.815450519787927,3.648517243175864,3.7556078952651926
1,1,1,0,0,0,0,0,0,0,3.4874965769326334,1.9965043526107051,3.2581328639836333,3.4845925255606542,3.2592705845023064
0,0,0,0,0,1,1,0,1,0,10.646876717175374,9.048652471983486,8.897928746554982,10.836552987920577,9.927606599656988
0,0,0,0,0,1,0,0,0,1,8.745365856487984,7.382229059871942,6.6126652603639915,9.176136081514874,7.273747347203364
0,0,0,0,0,1,1,0,1,0,11.93640362487077,10.707064294695712,11.790199515544522,11.029867087217212,8.845793499369453
1,1,0,0,0,0,0,0,0,0,4.474530647199939,3.308794674168001,4.033172480240526,5.139835251098705,3.3021471789198777
0,0,0,0,0,1,0,0,0,0,8.48868859835823,9.54339265879201,8.692231372071223,10.075203485291997,9.2018821776266
0,0,0,0,0,1,1,1,0,0,9.491222837551952,10.76440937876027,8.161058996848539,8.564839611800272,7.866873835722094
0,0,0,0,0,1,1,0,1,0,12.076772439832931,9.60658382623212,11.657319961358132,11.599123825010611,11.143951340573638
1,1,1,0,0,0,0,0,0,0,3.0179623941474745,4.462906880828392,3.3749735541667443,4.309584031595363,4.137071397724361
0,0,0,0,0,1,1,0,1,0,11.043290240114699,9.24318931694448,9.73134118813426,9.662288472635277,11.793110839307868
0,0,0,0,0,1,0,0,0,1,8.09275955829743,8.389755872920073,6.972247479215107,7.3379076169922275,7.935079181302225
1,1,1,0,0,0,0,0,0,0,6.342821370478237,4.273102682221766,4.056059088677588,3.2051098758131618,3.203773904114323
0,0,0,0,0,1,1,1,0,0,9.55799836658224,11.19128848642492,7.758458759166454,9.94020227500917,9.141451326447058
0,0,0,0,0,1,1,0,0,0,9.642510171848077,11.786947072648184,12.114472118682631,10.973117247729077,10.980023032468727
0,0,0,0,0,1,1,0,1,0,11.764153730643859,10.834414417662597,11.683249407872825,11.581652018565764,10.974849501743027
0,0,0,0,0,1,1,0,1,0,10.078854662896132,11.567775644520262,9.496756948831665,10.69503430229705,12.577812895313155
0,0,0,0,0,1,1,0,1,0,10.496221408346646,10.729444263177385,10.419813019870517,10.44280265142383,11.331389723732013
0,0,0,0,0,1,1,1,0,0,10.245569380724467,8.28034258805473,8.737087323521912,7.743950390650014,8.278271880099002
0,0,0,0,0,1,1,0,0,0,9.9800133435163,11.502747350651152,9.438970996450015,9.073465342107728,7.027961845554017
1,1,1,0,0,0,0,0,0,0,4.833888589220667,3.309716919468995,3.0993850870347166,3.1943880374048983,2.6081738456410193
0,0,0,0,0,1,1,0,1,0,11.132746524469756,9.49849304425232,10.703833705998417,10.433780627124513,9.482844139508238
0,0,0,0,0,1,0,0,0,1,6.9198671732497825,5.591771146248762,7.75639934624523,10.30698729155082,5.782844346436814
0,0,0,0,0,1,1,1,0,0,8.972605869266182,9.362084039130652,9.085040967488672,7.616459279020393,8.669638835686653
0,0,0,0,0,1,1,0,1,0,9.721335270325369,9.497154877347308,12.866824826538066,10.464617112111952,10.798427492306077
1,0,0,0,1,0,0,0,0,0,1.7416421612274666,1.1868505851472708,1.530224425631742,2.085701759301404,3.5735347826988204
0,0,0,0,0,1,0,0,0,1,7.138722793986374,6.016577261038165,8.161862652671477,5.828210225926055,7.394619027437033
0,0,0,0,0,1,1,0,1,0,13.831485568799266,11.071707322668793,10.320408251845947,9.915505880724227,10.63793438971295
0,0,0,0,0,1,1,1,0,0,9.213775972539304,8.902771585076877,9.632963068129811,8.419728941512913,10.144639193458318
0,0,0,0,0,1,0,0,0,0,10.48521358927247,6.3857235076182,8.538407113016898,9.371977751908368,10.083873203521579
0,0,0,0,0,1,0,0,0,1,6.962508425292059,9.23068691928027,5.068544657994013,6.4683429648316135,6.372849554926774
0,0,0,0,0,1,1,0,1,0,9.43172625408945,9.883353473816227,11.417585186456284,8.808516608092143,10.207119739824469
0,0,0,0,0,1,1,1,0,0,8.757537208402754,10.06213837726063,6.617576800717796,10.775628003234386,7.7901852278381725
0,0,0,0,0,1,1,1,0,0,9.56642092629237,9.825850919330108,9.191374614856276,8.525715509197969,10.45935528719549
0,0,0,0,0,1,1,0,1,0,11.492553017694037,9.490628912259776,11.047312141272336,11.456113127349473,10.69577991793728
1,1,1,0,0,0,0,0,0,0,4.763383320463067,2.17376566470622,3.6191090325131303,4.845286375599734,4.148610707825038
0,0,0,0,0,1,1,0,1,0,12.543473597694211,11.516243653244716,12.843969648197412,11.155107932031827,9.01585648941403
0,0,0,0,0,1,1,0,1,0,10.765612364924845,10.35274704360053,10.973317212700628,10.885249029965333,12.0934885020998
0,0,0,0,0,1,1,0,1,0,12.003930851628326,10.715566494263332,10.379653575509831,8.7190959204923,13.617613877658137
0,0,0,0,0,1,1,0,1,0,10.225780329583541,11.979324917371018,11.052495636048594,10.879919427309583,11.206091564587972
0,0,0,0,0,1,1,0,1,0,11.236855516531223,10.82832109678173,12.640758341116026,9.273653466087262,9.713581156223855
1,1,1,0,0,0,0,0,0,0,5.756767745604034,3.459398747477879,4.030680969120412,4.381863543843156,2.3131077427043216
0,0,0,0,0,1,1,0,1,0,10.059816788433444,9.541679450695186,11.066321651189245,11.719389571639333,9.732995542110885
0,0,0,0,0,1,1,1,0,0,8.917664610979928,8.053878093237346,9.911835411871191,9.031347061147258,11.12800351591346
1,1,0,0,0,0,0,0,0,0,3.4693967710699853,4.008883343085362,7.180242714133502,7.279494393285788,2.7413463282043082
0,0,0,0,0,1,1,0,1,0,11.964605563135976,10.536082318037204,9.365880559033128,10.312311840859559,9.85371597797952
1,1,1,0,0,0,0,0,0,0,3.710583361820569,3.5944502953825515,3.1451172143941513,3.498379763633652,3.9953633582305663
1,1,0,1,0,0,0,0,0,0,4.960622227124885,6.322034622644712,3.8712473303936576,5.833425851499298,4.137246046932336
0,0,0,0,0,1,0,0,0,1,8.471274720688443,7.049429150653228,6.309184994019772,7.556622207401269,5.342399794211764
0,0,0,0,0,1,1,1,0,0,9.43599697570316,8.544799826223317,8.896939159624702,7.429504330793303,8.282390179052332
1,1,1,0,0,0,0,0,0,0,4.7264966372561465,4.060275338483903,3.6124077500678458,4.183022016480864,4.216719587868631
0,0,0,0,0,1,1,0,1,0,8.876590997047472,9.476720951984271,10.424009080477404,9.455641152707798,11.468058507981606
1,0,0,0,1,0,0,0,0,0,0.7646507744684061,1.271290909539788,2.577034950591361,3.4811787730973354,2.0443804374922925
0,0,0,0,0,1,1,1,0,0,6.703925101289858,8.224375564186778,8.325934008143427,8.644804547489983,10.809302197780754
0,0,0,0,0,1,1,1,0,0,7.293806530418768,9.268683168931021,9.579578676161852,9.787478756558912,9.161145710289214
0,0,0,0,0,1,1,0,1,0,9.30061035984722,10.381178420632855,12.16008597225975,10.270781274179114,11.462034521749837
0,0,0,0,0,1,1,1,0,0,9.763724996595306,9.33562081269764,8.586196897634446,9.577290141304564,10.618555165710006
0,0,0,0,0,1,1,0,1,0,11.88117791845292,11.366169794857056,10.47853205335519,9.676233478908994,11.516377540226404
0,0,0,0,0,1,0,0,0,0,9.451764823500739,7.6034161001621206,10.373773726242876,6.651561807827557,7.915850790442379
0,0,0,0,0,1,1,1,0,0,8.031451968995476,8.035197530327242,10.420817193774152,8.118177352509873,7.971074284647843
0,0,0,0,0,1,1,1,0,0,7.449473130557234,7.800096550359383,7.176544602155016,7.493869918353868,8.983349615108446
1,1,1,0,0,0,0,0,0,0,5.050567701046577,4.307522048002845,2.0121724420332057,5.545076372738306,4.004038247397063
0,0,0,0,0,1,1,0,1,0,11.158991490317506,10.691037231011936,10.300388372661308,10.418288917744787,10.351213689745261
0,0,0,0,0,1,1,1,0,0,8.694265598436258,9.873176678256435,7.589780266241382,8.69403106278416,8.686999092901209
0,0,0,0,0,1,1,0,0,0,9.548706080145147,10.349240592875713,8.537223529721302,10.681419224046525,8.422523745661831
1,1,0,0,0,0,0,0,0,0,4.462707901396327,4.539905814540988,3.2977165358515577,4.303603794547819,5.357841995586675
1,0,0,0,0,0,0,0,0,0,5.253646113560357,4.136472928405517,5.968475614369383,3.8333898376189746,3.011057478065281
1,1,1,0,0,0,0,0,0,0,5.749217811502002,4.978913998769026,4.424638303183043,4.190640183316411,5.360357136237711
0,0,0,0,0,1,1,0,0,0,9.1892069994108,8.605868066227412,7.078731481071054,8.917544243872907,11.12163461513552
1,0,0,0,1,0,0,0,0,0,2.9897319067142663,2.4529379900511725,0.6019914445274723,2.3025288913865976,1.480682768605503
1,1,1,0,0,0,0,0,0,0,4.865671144565241,3.283768366273201,3.382776623461158,3.730794585537936,3.066691974980806
0,0,0,0,0,1,0,0,0,1,8.033777641773598,7.683091900364143,7.209874690590939,8.41096203898595,7.012902395305703
0,0,0,0,0,1,1,0,1,0,11.062503510535457,9.658142817909301,11.878726406928166,10.637011365107817,12.075492393425836
1,1,1,0,0,0,0,0,0,0,5.200673837787582,2.9995183147570685,3.9487863377278334,4.66744008172986,2.396636752298254
1,1,1,0,0,0,0,0,0,0,4.878402400087801,5.191535534593756,5.904473167718244,3.9169890553126905,3.2802932442576043
0,0,0,0,0,1,1,0,1,0,10.117640108316978,10.547686279829858,10.409105011073763,11.229294221719787,9.666120496003504
1,1,0,0,0,0,0,0,0,0,3.2354443453222723,4.383117957568713,4.133313440171374,4.474708164914624,6.066897776847184
1,1,1,0,0,0,0,0,0,0,3.296066734041032,4.001829780553469,4.776122211320741,3.776827541398541,2.8551314536343835
0,0,0,0,0,1,1,0,1,0,10.457670138890037,11.298819787276283,11.259736564905976,10.94277514043922,11.567680258726378
0,0,0,0,0,1,1,0,1,0,9.250915089291365,10.48856383486413,10.390956934747779,11.570201529373676,9.835604142570826
0,0,0,0,0,1,1,1,0,0,9.7470518978952,8.162130178754534,8.61207710555631,9.660939983227541,9.305313377941484
1,1,1,0,0,0,0,0,0,0,2.3935842270003227,4.289305370315932,4.321601777026058,2.5377041615436893,4.934417152404163
1,0,0,0,0,0,0,0,0,0,4.760469917032818,2.773360076972307,2.9274934953599154,3.351550284023747,1.2214568214567114
0,0,0,0,0,1,1,1,0,0,9.613114681756768,10.041748435574265,6.90303879279233,9.176760229945986,9.465229369437914
0,0,0,0,0,1,0,0,0,1,6.412721627070734,8.164661016099632,7.582282268185835,6.233992696968937,7.4113843508347585
1,1,0,1,0,0,0,0,0,0,4.363748976429376,4.524308286889489,5.538369905423329,6.237074967019054,6.803612775448751
0,0,0,0,0,1,1,0,1,0,9.412826282061644,9.862357598074784,12.632260862987863,8.687733232623259,11.388131109428212
1,0,0,0,1,0,0,0,0,0,1.706359348427573,3.303561470284376,2.4598384722612345,1.9274880876060312,1.5984042804007563
0,0,0,0,0,1,1,0,1,0,10.38994594011834,9.750092541632066,10.647810642328768,10.400288182103102,9.79775014883909
0,0,0,0,0,1,1,1,0,0,8.81417985727586,8.772424388446147,8.313826716171212,8.356904587545468,8.210712570815863
0,0,0,0,0,1,0,0,0,1,9.453758069097162,8.105318548438742,8.6482325612687,6.4979991536309525,6.871683609305149
0,0,0,0,0,1,1,0,1,0,10.378475780778007,10.73216947952654,10.412980666542051,9.09529548395442,10.742707736296406
0,0,0,0,0,1,1,0,1,0,10.175237809869227,9.249462435190011,7.710309431656404,9.401004172149173,10.232710992081484
1,1,1,0,0,0,0,0,0,0,5.051414710772953,3.09230351605484,3.391049248604898,3.4387952126226473,3.331990459517147
0,0,0,0,0,1,1,1,0,0,8.305602056351947,10.084883847235858,8.736840448798802,9.183730491024429,9.682281328806898
1,1,1,0,0,0,0,0,0,0,3.6533163822570542,3.146930709111258,3.9125708153274688,3.0251652840201713,3.6892260721473438
0,0,0,0,0,1,1,1,0,0,8.275307569431053,9.903584351882325,9.36945327948384,8.9605511650915,8.84060566652439
