@RELATION 'my_relation: -C 13'

@ATTRIBUTE 1 {0,1}
@ATTRIBUTE 1_5 {0,1}
@ATTRIBUTE 1_6 {0,1}
@ATTRIBUTE 2 {0,1}
@ATTRIBUTE 2_13 {0,1}
@ATTRIBUTE 2_3 {0,1}
@ATTRIBUTE 2_3_12 {0,1}
@ATTRIBUTE 2_3_4 {0,1}
@ATTRIBUTE 2_3_4_10 {0,1}
@ATTRIBUTE 2_3_4_11 {0,1}
@ATTRIBUTE 2_3_9 {0,1}
@ATTRIBUTE 2_8 {0,1}
@ATTRIBUTE 7 {0,1}
@ATTRIBUTE att1 numeric
@ATTRIBUTE att2 numeric
@ATTRIBUTE att3 numeric

@DATA
0,0,0,1,0,1,1,0,0,0,0,0,0,0.9992025611887176,0.6082450767334003,0.7581063745369823
0,0,0,1,0,1,1,0,0,0,0,0,0,0.001945296676460484,0.48949874648403235,0.5226993180501461
0,0,0,1,0,0,0,0,0,0,0,1,0,0.789514448701511,0.029025535421072002,0.9923169216970561
0,0,0,1,0,1,0,1,1,0,0,0,0,0.31758938945484216,0.5426143061818165,0.4312031829071803
0,0,0,1,0,1,0,1,1,0,0,0,0,0.2381800776016343,0.1164590504516203,0.2697703843885938
0,0,0,1,0,1,0,1,1,0,0,0,0,0.662311074063415,0.3727108504529263,0.8208265130745072
0,0,0,1,0,1,0,0,0,0,1,0,0,0.3916892484514578,0.8113669818131694,0.2916169777166784
1,0,1,0,0,0,0,0,0,0,0,0,0,0.42912308908271746,0.5138895396343808,0.041472586023954094
0,0,0,0,0,0,0,0,0,0,0,0,1,0.8814141577882904,0.34790468082975934,0.3947540714847104
0,0,0,1,0,1,0,1,0,1,0,0,0,0.5034488484372154,0.6118349995994766,0.2217921173752011
0,0,0,1,0,1,1,0,0,0,0,0,0,0.24820905702065854,0.04647100413365113,0.9837537389145841
0,0,0,1,0,1,0,0,0,0,1,0,0,0.15576828047543678,0.1673878881293812,0.10988414508682232
0,0,0,1,0,1,0,0,0,0,0,0,0,0.8289236917723588,0.9390267803669416,0.37851895699104793
0,0,0,1,0,0,0,0,0,0,0,1,0,0.6514919132176795,0.868444508066969,0.46480082264899014
0,0,0,1,0,0,0,0,0,0,0,1,0,0.6866024645806026,0.4528425341651977,0.5923354695022549
1,0,1,0,0,0,0,0,0,0,0,0,0,0.9936013539163816,0.9020361393689557,0.09267731223342623
0,0,0,1,0,1,0,0,0,0,1,0,0,0.5922072103825653,0.5602324153305405,0.7726053620940833
0,0,0,1,0,1,0,1,1,0,0,0,0,0.7754926856703845,0.9778616123354216,0.28453728715695414
0,0,0,1,1,0,0,0,0,0,0,0,0,0.04305094592636416,0.32753719331353814,0.32311877009678724
0,0,0,1,0,0,0,0,0,0,0,1,0,0.17781979562867212,0.9865586487296928,0.802708011032546
0,0,0,1,0,1,1,0,0,0,0,0,0,0.7074062731971452,0.9431533517590385,0.5048786101945437
1,1,0,0,0,0,0,0,0,0,0,0,0,0.3351756985565727,0.8092610674829581,0.3642528469830507
1,0,0,0,0,0,0,0,0,0,0,0,0,0.8542135694398612,0.6987373305671377,0.5258315349612372
0,0,0,1,1,0,0,0,0,0,0,0,0,0.8122771447183044,0.46863471840394655,0.872017419322441
1,0,0,0,0,0,0,0,0,0,0,0,0,0.8488022341651118,0.5779764094704488,-0.07317709412077722
0,0,0,1,0,0,0,0,0,0,0,1,0,0.8733457182061108,0.3912477472537714,0.9000086571234405
0,0,0,1,1,0,0,0,0,0,0,0,0,0.037378177482686015,0.9710829492362654,0.5096881036241585
0,0,0,1,0,1,1,0,0,0,0,0,0,0.23047434753300988,0.4461142541743226,0.25036587848053626
1,0,1,0,0,0,0,0,0,0,0,0,0,0.458165121846548,0.8578308051349918,0.4472938779152056
0,0,0,1,0,1,0,1,0,1,0,0,0,0.47113911681361,0.2776234813794374,0.8837006180111364
1,0,1,0,0,0,0,0,0,0,0,0,0,0.03096547511379688,0.6487581549898546,0.33377464303093907
0,0,0,1,0,1,0,0,0,0,1,0,0,0.8863526644005736,0.9310652216006907,0.6826769870828282
0,0,0,1,1,0,0,0,0,0,0,0,0,0.22826521517010034,0.6776896713026086,0.7514230454494619
0,0,0,1,0,1,1,0,0,0,0,0,0,0.6010784855091317,0.6964657296500254,0.7908731543926828
0,0,0,1,1,0,0,0,0,0,0,0,0,0.8542095115329549,0.6867628481245152,0.2196057924172392
0,0,0,1,0,1,0,1,0,1,0,0,0,0.10021999305897278,0.7051239626961623,0.6107860793527535
0,0,0,1,0,1,0,1,1,0,0,0,0,0.13479116222371423,0.3230947493935036,0.036340897054903176
0,0,0,1,0,1,0,1,1,0,0,0,0,0.24842809903119645,0.4780528538627592,0.7317900696268003
0,0,0,1,0,0,0,0,0,0,0,1,0,0.366385356655483,0.9776859224406743,0.0649890289505255
0,0,0,1,0,0,0,0,0,0,0,1,0,0.3163239541484878,0.33776518028746094,0.966433710470891
0,0,0,1,0,1,0,1,0,1,0,0,0,0.12811950918374415,0.24979756598830827,0.4450002499125887
1,0,1,0,0,0,0,0,0,0,0,0,0,0.20343124536732238,0.7057959188424244,0.9743956341511741
1,1,0,0,0,0,0,0,0,0,0,0,0,0.8154247369136778,0.400560002425552,0.031667859282075494
0,0,0,1,0,1,0,1,1,0,0,0,0,0.32632107373738173,0.006074172879086848,0.8483574427393824
0,0,0,1,0,1,0,0,0,0,0,0,0,0.40944306338195335,0.7325393814749763,0.35530105591044847
0,0,0,1,0,1,0,1,0,1,0,0,0,0.18047501458238357,0.5238360383631909,0.6093771302012527
0,0,0,1,0,1,0,0,0,0,1,0,0,0.9575501612327867,0.7604032990653182,0.570367993737904
1,0,1,0,0,0,0,0,0,0,0,0,0,0.0466679244839856,0.2249768997011492,0.5916197870530399
0,0,0,1,0,1,0,0,0,0,0,0,0,0.696941497839801,0.7160179268154901,0.644125498063491
0,0,0,1,0,1,0,1,0,1,0,0,0,0.2918286102309894,0.4546164843993892,0.9933610893732867
0,0,0,1,0,0,0,0,0,0,0,1,0,0.9264434604105642,0.11707926848912886,0.8492109501923348
0,0,0,1,0,0,0,0,0,0,0,1,0,0.15819826373833112,0.6407669521836833,0.20834310260416922
0,0,0,1,0,0,0,0,0,0,0,1,0,0.07385136670288461,0.0022841948308507387,0.07582545158082932
0,0,0,1,1,0,0,0,0,0,0,0,0,0.8115570926496755,0.7510042392347929,0.25727431760332287
1,1,0,0,0,0,0,0,0,0,0,0,0,0.8149665686920917,0.7003838722573649,0.9187031655325945
0,0,0,1,0,1,0,0,0,0,1,0,0,0.4502704711890205,0.5751682639589758,0.9674204830705966
1,0,1,0,0,0,0,0,0,0,0,0,0,0.4023082787240151,0.3140324253583432,0.4182184318782105
0,0,0,1,0,1,0,1,1,0,0,0,0,0.1168894184828504,0.8225845350797234,0.27899917088975157
1,0,1,0,0,0,0,0,0,0,0,0,0,0.2935196863399594,0.5883442010720056,0.04667236127207752
0,0,0,1,0,0,0,0,0,0,0,1,0,0.28128873709377344,0.0940681168376798,0.40254795671312216
0,0,0,1,0,0,0,0,0,0,0,0,0,0.45407073900724304,0.49468207058630975,0.18718211845511207
0,0,0,1,1,0,0,0,0,0,0,0,0,0.455381463117017,0.36246513406088876,0.14366130783914288
0,0,0,1,0,1,1,0,0,0,0,0,0,0.2735778674108824,0.10759443623156684,0.5566775865194281
0,0,0,1,0,1,0,1,0,1,0,0,0,0.4428385441862457,0.8353218144733192,0.5141288414029814
1,1,0,0,0,0,0,0,0,0,0,0,0,0.2718724628471577,0.9685289694847371,0.7204188584146661
1,0,1,0,0,0,0,0,0,0,0,0,0,0.7723217984319548,0.9446246895669875,0.5404738061276867
1,0,1,0,0,0,0,0,0,0,0,0,0,0.9874807764840279,0.017937871249369963,0.5257263055688821
0,0,0,1,0,1,1,0,0,0,0,0,0,0.5123573995080445,0.757902802055209,0.013923944212852146
1,1,0,0,0,0,0,0,0,0,0,0,0,0.47363379916829185,0.12119139082844177,0.6368850872390758
0,0,0,1,0,1,0,1,0,1,0,0,0,0.6630287900574044,0.010030820155350617,0.8247599817068674
1,1,0,0,0,0,0,0,0,0,0,0,0,0.24964799083347877,0.29540284904880787,0.880902724330222
0,0,0,1,0,1,0,1,0,0,0,0,0,0.40240034969654637,0.7752387942612433,0.4665582051538337
0,0,0,1,0,1,0,0,0,0,1,0,0,0.7252287564079123,0.9367745138045941,0.22264516393684253
0,0,0,1,0,1,1,0,0,0,0,0,0,0.36058921035690783,0.5474711470762079,0.20257446507408328
0,0,0,0,0,0,0,0,0,0,0,0,1,0.4349811853020841,0.48470426413721257,0.8635128546254804
0,0,0,1,0,1,0,0,0,0,1,0,0,0.7104102036703974,0.24996003856974314,0.5985069086346708
0,0,0,1,0,1,0,0,0,0,1,0,0,0.2259278102962815,0.5749901198162278,0.43214978056477105
1,0,1,0,0,0,0,0,0,0,0,0,0,0.5576153339732606,0.7283413109397816,0.2310239614553119
0,0,0,1,0,1,1,0,0,0,0,0,0,0.6898718447408846,0.7152658998770474,0.013319967185359993
1,1,0,0,0,0,0,0,0,0,0,0,0,0.2547192695804428,0.046499215433854046,0.6941583242998909
0,0,0,1,0,0,0,0,0,0,0,0,0,0.3724726667076298,0.7795369828683657,0.04289774599479712
1,0,0,0,0,0,0,0,0,0,0,0,0,0.8593490105114969,0.18616785296541322,0.1338588710949059
0,0,0,1,0,1,1,0,0,0,0,0,0,0.2679898704702067,0.3878692716315638,0.8748206382050746
0,0,0,1,0,0,0,0,0,0,0,0,0,0.7517153272115205,0.30148335425876105,0.38425204244488304
0,0,0,1,0,1,0,1,1,0,0,0,0,0.1837204449541262,0.7838275879451353,0.5870167762628068
0,0,0,1,1,0,0,0,0,0,0,0,0,0.07959319513658636,0.6177645820249166,0.4809253617473964
0,0,0,1,1,0,0,0,0,0,0,0,0,0.11449834875524989,0.16620761911116744,0.3208708680482891
0,0,0,1,0,1,0,1,1,0,0,0,0,0.5297001184337574,0.49182247998108164,0.06111128335659677
0,0,0,1,0,1,1,0,0,0,0,0,0,0.4666133904081916,0.8828619088014167,0.7615854669835218
1,0,1,0,0,0,0,0,0,0,0,0,0,0.8054211982386814,0.6690751872512688,0.14794909834491732
0,0,0,1,1,0,0,0,0,0,0,0,0,0.16315404709354686,0.5024701619503885,0.8047643160404814
0,0,0,1,0,0,0,0,0,0,0,1,0,0.9379071366228127,0.7024752330708637,0.0839312743583237
0,0,0,1,0,1,1,0,0,0,0,0,0,0.9994923522126933,0.6919550241376805,0.23168780288192803
0,0,0,1,0,1,0,1,1,0,0,0,0,0.10412961426553102,0.9183689599659838,0.779392800184535
1,0,1,0,0,0,0,0,0,0,0,0,0,0.24351878647558356,0.6855309683532607,0.4090513288030775
0,0,0,0,0,0,0,0,0,0,0,0,1,0.0981526769590626,0.10411274761681522,0.31716311039877687
0,0,0,1,0,1,0,0,0,0,0,0,0,0.8826226524589025,0.4269371825879912,0.9486989056037207
0,0,0,1,0,1,0,1,1,0,0,0,0,0.9880310150678449,0.5795932087739644,0.2982007823585373
0,0,0,1,0,1,0,0,0,0,1,0,0,0.4781080011458245,0.12193997755811092,0.798267764319718
0,0,0,1,0,1,0,1,0,1,0,0,0,0.08358263856458437,0.39364155364137265,0.5450715535647607
1,1,0,0,0,0,0,0,0,0,0,0,0,0.820625722067904,0.6764394467456127,0.1239145852128889
0,0,0,1,0,1,1,0,0,0,0,0,0,0.2742057931509698,0.9281485600781161,0.4592985000966425
0,0,0,1,0,0,0,0,0,0,0,1,0,0.8941218016092994,0.35061399522593495,0.5392381399532336
0,0,0,1,0,1,0,0,0,0,1,0,0,0.8201104549664106,0.36571262622345513,0.9312131106087016
0,0,0,1,0,1,1,0,0,0,0,0,0,0.2043093782471146,0.13910837174250357,0.984262880625564
0,0,0,0,0,0,0,0,0,0,0,0,1,0.5046391048255012,0.6183928898732166,0.17228888006982435
0,0,0,1,0,1,0,1,0,1,0,0,0,0.12349522277793779,0.026710230149456282,0.19594274307179127
0,0,0,1,0,1,0,0,0,0,1,0,0,0.7182620322213327,0.14264778916891496,0.14714951324320313
0,0,0,1,0,1,0,1,1,0,0,0,0,0.5858980792836039,0.6473781529998338,0.4687762080872647
0,0,0,1,0,1,0,1,1,0,0,0,0,0.041720662188933444,0.4227361597002083,0.7704361547785316
0,0,0,1,0,1,0,0,0,0,1,0,0,0.07003980148259292,0.7099010307840786,0.6202381869155328
0,0,0,1,0,0,0,0,0,0,0,0,0,0.35126422816236624,0.5853743925221361,0.3380586341189127
0,0,0,1,0,1,0,0,0,0,1,0,0,0.493449971427395,0.37268013987965254,0.47732553498473984
0,0,0,1,0,0,0,0,0,0,0,1,0,0.34331696004652545,0.8099448727672199,0.11671550200853109
1,0,1,0,0,0,0,0,0,0,0,0,0,0.8179462219763215,0.167912530599577,0.19640127201935176
1,1,0,0,0,0,0,0,0,0,0,0,0,0.07759184097303762,0.7731295697718991,0.018149892653219646
0,0,0,1,0,1,0,1,1,0,0,0,0,0.2035838322806237,0.657536664133085,0.28950625194952473
0,0,0,0,0,0,0,0,0,0,0,0,1,0.5871138812223791,0.2147301418885308,0.3960714884699835
0,0,0,1,0,1,0,1,0,1,0,0,0,0.320968449755308,0.08813974665655322,0.3125382720219969
0,0,0,1,0,0,0,0,0,0,0,1,0,0.9932415863325701,0.11429044472891414,0.3463631806804267
0,0,0,1,0,1,0,1,0,0,0,0,0,0.45855761172247805,0.9253828390518163,0.7192901887887743
0,0,0,1,0,0,0,0,0,0,0,0,0,0.27159548884567053,0.6177377932837586,0.4089086383414803
0,0,0,1,1,0,0,0,0,0,0,0,0,0.3762467155060839,0.1826053073238375,0.8157701403929378
0,0,0,1,0,1,0,1,0,1,0,0,0,0.4956778878477146,0.24028871652299555,0.19605725519329376
0,0,0,1,0,1,1,0,0,0,0,0,0,0.8415006196236993,0.9873625298725247,0.9412155936249365
0,0,0,1,0,1,0,1,0,0,0,0,0,0.027555007186355285,0.8328341392178422,0.4060910383491332
0,0,0,1,0,1,0,1,1,0,0,0,0,0.7347075386466165,0.7679052709056016,0.7218803616117146
0,0,0,1,0,1,0,0,0,0,0,0,0,0.14026869278615267,0.5961139589890448,0.7579782464083262
