@RELATION 'my_relation: -C 23'

@ATTRIBUTE 1 {0,1}
@ATTRIBUTE 1_16 {0,1}
@ATTRIBUTE 1_3 {0,1}
@ATTRIBUTE 1_3_10 {0,1}
@ATTRIBUTE 1_3_15 {0,1}
@ATTRIBUTE 1_3_5 {0,1}
@ATTRIBUTE 1_3_5_13 {0,1}
@ATTRIBUTE 1_3_5_14 {0,1}
@ATTRIBUTE 1_3_5_7 {0,1}
@ATTRIBUTE 1_3_5_7_11 {0,1}
@ATTRIBUTE 1_3_5_7_12 {0,1}
@ATTRIBUTE 2 {0,1}
@ATTRIBUTE 2_23 {0,1}
@ATTRIBUTE 2_4 {0,1}
@ATTRIBUTE 2_4_17 {0,1}
@ATTRIBUTE 2_4_6 {0,1}
@ATTRIBUTE 2_4_6_18 {0,1}
@ATTRIBUTE 2_4_6_8 {0,1}
@ATTRIBUTE 2_4_6_8_21 {0,1}
@ATTRIBUTE 2_4_6_8_22 {0,1}
@ATTRIBUTE 2_4_6_8_9 {0,1}
@ATTRIBUTE 2_4_6_8_9_19 {0,1}
@ATTRIBUTE 2_4_6_8_9_20 {0,1}
@ATTRIBUTE att1 numeric
@ATTRIBUTE att2 numeric
@ATTRIBUTE att3 numeric
@ATTRIBUTE att4 numeric
@ATTRIBUTE att5 numeric
@ATTRIBUTE att6 numeric
@ATTRIBUTE att7 numeric
@ATTRIBUTE att8 numeric
@ATTRIBUTE att9 numeric

@DATA
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,300.96352389534695,252.7636155955435,221.55770519670483,238.4845117210109,250.8659193539095,175.44902536291926,214.02439836791547,211.53758512574083,248.6855978388354
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.2554564346263,277.06756019037863,232.79879949324103,243.0680002750249,204.86930813660317,247.28615658316625,176.97838894849127,228.4583694574784,250.7379403815678
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.8826893751118,242.28730726126201,174.84254197653567,245.37468197890755,201.71060655768542,162.2915881508509,228.97813378029815,119.77394556102297,180.6816416976076
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.14038371492626,145.88595752808786,211.679929971566,225.60018156702645,238.24633881184144,196.26597780663118,168.21394199499082,172.99056126032804,262.17695358225603
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,200.1531671915332,197.00467982320058,223.3989872184381,151.81938695683294,288.7139045546296,249.1176444620113,233.1161507344088,174.45187911736753,227.58239162713383
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.4896238929035,202.9429317645687,237.1785671065081,248.5436967797272,269.3443284305575,220.84763630989005,194.61944066166075,228.16544337998695,216.67905731880967
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,241.41743901983483,318.23218056109374,204.58165830552284,175.1239536173491,240.32813371311667,207.63679556903395,220.54176000818225,269.5791121771165,167.1759345019809
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,181.36805549064286,222.89739513538427,211.122767294989,209.7007307906895,215.76773611610068,247.10997741259337,215.652688563125,209.5807478617914,236.9287081990502
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.24796325360023,258.8845858468149,231.10746093683082,288.41423090238857,182.99568584156677,217.89106325386342,245.62868710288754,284.0810241707102,243.71097032291507
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.95754983891044,169.34037414430608,231.8384365095869,219.64236050981452,267.39838979255023,218.14640891855038,233.88122385764242,132.73048846132176,100.3952583860143
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,198.18472629886838,174.68914989296073,254.1985190691018,192.24373173019373,227.6627773386196,132.26857367253024,158.5020738721784,220.35424531323102,199.3081098132932
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,270.3382606228046,243.19803435114883,238.42807323802148,234.92042667161803,238.91932667890637,279.62348271711113,250.05085658650324,286.26858923504744,256.1508582463225
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,172.94079906054665,139.60303364974084,208.99190410948998,208.90134801882323,243.11435845921204,266.07554091719885,226.78205545027942,208.1525824018648,260.345413162583
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.3652729626944,209.14776369215647,170.48590761063898,175.41354333551078,228.90432113987194,242.94882232059155,232.76408758849982,200.60389855929472,237.1806409614782
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.77725736010717,152.0746975791983,190.85245440031068,187.3969374253772,209.55527039228392,231.44011671051854,184.10247694416444,154.65079720413158,174.40373985441693
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.0917372531323,227.05373005439967,300.814661123467,226.0736833774529,174.97244218036502,256.2501323108917,198.02373069527613,212.51963827551074,204.45626916343636
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.63541956743205,215.92511472133674,242.6771741304858,166.3306632640149,174.79931662225044,150.0104125123094,229.23979299144221,228.55028389756993,142.63526850964462
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,234.6123921774537,170.67159961970415,225.77265074507406,207.95963174566722,191.5494153998988,303.998268470231,247.41185633182363,183.6965850704219,231.33987733086306
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.85507684216842,241.58157254415968,181.94774536460488,185.86942345853294,227.87823772763653,170.18669788601184,239.91591562922787,226.11096737918285,240.9042567921136
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,250.17864455178983,241.5823937550694,257.4015532465701,222.33280918759675,189.71313710944816,159.20028743857603,246.34835456848668,247.45821513095052,251.28079885441477
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,198.75428217476653,327.7155658314889,219.77305821865278,275.6237478208652,276.40706825468516,276.9122666072712,254.97265958379435,192.9206689325842,114.18869800982918
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,209.97489504361982,233.96214545251337,175.01946737323948,153.68898457223526,219.8285751894484,255.84696879860883,238.5415531918893,178.88644344472792,257.7731261440694
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.51516471664493,209.91644087918036,183.69588011638717,233.75945956746236,225.72349408083116,281.7010973324261,257.6550739363745,195.3164604321659,240.09027162194784
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,165.62909923618383,235.74039240299936,264.71821575082515,249.50448896704034,220.2463114145909,240.8678821432957,226.92047032325604,203.4838360427517,197.4660964323253
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.0691754487521,253.70572268521119,199.39135167048505,181.845477534296,241.8846927923123,247.11481101640712,99.41560547647853,258.5959339797378,237.10942358331684
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,163.94798918306645,278.2252020313495,262.7878785126498,283.0988361177543,178.88982949611577,223.21830912563843,204.8000291335022,185.14542773206028,250.09640737106582
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,284.3808006409695,194.5711124684706,291.64484453078217,238.11598565808433,237.88081719390735,303.5139714277009,237.4769399425424,205.63917300237665,248.83813083665572
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.5848279677668,225.24590154328808,292.60383103445514,191.6026284298651,188.34719422788717,123.15239950655248,218.32747254031173,249.7788311178056,267.5940606559385
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,139.8297116496409,254.87824676788875,190.41190616342902,176.84270474022006,190.58307342450675,267.58317431471835,287.5867897878388,274.13967923850913,229.7344878279262
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,299.0310384889937,220.65359807808994,201.02890789452846,318.84954926581565,230.91708129909034,244.85659814337058,249.23783117195376,241.9552667148649,171.89589369279753
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.7518577280576,221.8338014586346,194.22400619517944,199.92166973192698,206.96795845402158,304.7197344550145,146.01582584576704,213.64107805594705,117.31427618331841
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.75924311779963,205.1270708535321,212.4439505401965,190.1919174037298,186.565381883185,259.86213191663603,252.9120953028089,202.18360436112386,270.8642653148
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.6427994681722,144.10051346289595,215.3891769687939,164.79835172747477,291.9892351779356,257.2097588099916,214.77397743205776,254.84623077438573,239.38634219948557
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,200.5952281784617,174.23034753636367,176.56998697798633,271.27867166562504,196.72335905320733,184.58341126373125,234.86772492047308,199.6503641260656,231.59990957766883
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,248.3158720866131,233.62750955387645,187.35756097126844,241.24208786128165,179.88574105932616,219.16399678071662,272.21500944353727,139.44619868432156,257.313532968233
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,224.91143022921145,231.37764482468623,182.6453040126626,191.3522969388343,260.2252764322663,234.4559324942239,230.11243525518665,237.94784127552657,218.8203378807027
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,217.7338946295323,219.3813070580096,158.7314979992285,317.1229697115679,250.30966270483913,198.4649208774982,100.66152969457158,182.0752440984971,181.73491303065174
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,223.11142580857424,188.8440509414039,289.62897101113026,251.5427046155517,225.42980569617876,220.82276002995178,167.39321292745223,298.26074896705137,294.9574229077665
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,237.3263628137057,207.6237351782419,166.8446684928992,270.71594030816766,284.3582893623289,161.5994204382759,199.86461420691867,197.74925613367307,234.41763243203397
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284.819256524337,219.35960170125784,199.74041910206927,173.74116859709588,247.44334650140763,149.71391086310234,197.6750547283796,226.7385811812471,257.50982300438733
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,255.31072613312796,261.07977730494116,234.79714453265842,182.4035527448515,240.8546462642218,241.50129206245902,281.27470591734385,249.25684631022966,211.31866809051496
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.80049394835174,210.14230954332618,143.53159487202237,304.6453129511075,270.2922736351222,131.07936166296372,159.538959609215,185.3119699057523,238.93014377267951
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.21219216572783,218.35886843784297,227.63786314878374,126.0512761670183,250.47089573165252,196.92513488390458,198.96051857283294,163.98739923708155,263.2815419361797
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.3428506204067,208.48821207378688,121.22826130420665,172.39937148585926,228.26493225578542,180.79704730855536,164.97877131544828,224.50897690769054,214.84191094584548
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,237.76305126115892,290.73207398508015,245.51864423659654,216.0708196906275,217.85714164867,164.327635008344,194.10028568282115,153.9175301182928,251.57070758699703
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.6437118561234,178.5711263880688,183.3798391901009,245.50652647779097,200.80221056794198,238.62296048053764,253.45919490201248,244.262155306272,242.00730983310424
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,174.5636771269708,188.2267409014063,211.54956379615516,175.19170238915353,232.75486755345665,176.07308521283784,261.50109336829433,220.89209478973228,215.43185937033434
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,217.08803397897,209.7950288597194,102.65882080889571,220.84215497240473,216.1269058107228,197.88228314028618,309.265532860961,190.60417204643682,221.59860636954437
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.12167247680185,156.08505214224556,207.90637470656588,125.01432924953512,216.82236653004776,224.7087165019412,206.70329055204644,210.118007507052,190.12671569800807
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,160.761055317114,122.3829806250281,123.04835266700893,174.32514771818717,247.22429586468428,269.79723847812807,194.93812785721533,215.56005276525025,211.27675311955255
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,251.80578370963522,286.2757714332116,251.95537510242454,207.17835598104872,286.5954102717979,188.09788132993768,290.166248600612,221.9823675169235,232.10968585702417
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.330752853155,269.55097940963634,220.8325141794712,275.65675290928556,230.19444493254295,179.03059777442076,255.82594506807865,260.30580442594487,211.1723844522327
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.72843519348083,228.3851390309636,209.0836189399503,263.80559453292227,188.28330704734688,255.5988638990146,231.80145658878442,170.84480444880225,236.71932299733209
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,211.0258628915195,197.27381200065798,261.41210474096954,236.10177105808867,179.21814469303456,231.5338341323722,199.41159657452948,271.0235932279402,281.84388348456264
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,253.74812212530608,279.2713661390348,183.90453524046492,168.9234012749834,214.04558872518035,167.11714271705625,196.67934968716855,211.4804652265465,195.6087088605038
1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,250.18531054299808,186.08733160776143,225.24821196470805,174.61902212720565,227.2643088289359,284.41937217109864,283.87121041464064,198.93447447710273,210.5387725461363
1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,269.29007499010623,242.9956995068819,248.2072923473673,221.03762055085673,236.44433486870824,234.90485445257517,241.02287018681685,296.7697617043672,185.72320651185086
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.55991835766557,184.78820501487215,174.4015729192515,132.92603070337822,204.97670790043375,217.0009034301539,149.45320809660865,162.36317245943516,140.527704214084
1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,278.5371462298016,296.81675333500283,182.75708003745387,317.2458493467917,239.38470233403606,223.15397986811425,240.70932101853342,219.36372684144345,248.2300679403847
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,241.89920994120413,208.7990470125768,199.25663144772787,169.27607340701545,386.4932957566133,223.4105269839503,199.67894937233206,241.1272613083691,300.8270257981868
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,190.38633359079276,226.85652394326567,110.30815748375248,197.65628902912408,223.9633971555088,190.24337343431404,199.32641380935317,134.96168343106064,208.95603085774408
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.54888372362086,243.37272457096412,266.7454371678049,220.23785322543773,220.8350921718177,187.89895667391542,248.5825355031887,274.9181618281035,245.29600475246238
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.11621010599492,275.07811872056527,171.60777310558433,143.1927366902771,194.43986418926693,204.81300952233528,179.91157675405157,232.5228498853232,224.17297958288358
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.16361927832602,150.58106879136196,207.5412907908135,194.22352974236884,219.0955203361969,224.58859025689296,258.5984960900825,116.01217614551389,222.40368245688046
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.30274336570676,209.9827376296858,185.87030363686475,225.34770555297524,219.2854988621429,245.66904020571343,200.60425869410514,208.1298649920972,214.26737070440004
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,182.5826683382865,191.02676101817607,281.9500977789145,263.3683598768168,269.2003524256978,299.2098584774368,212.03423681480265,306.14892116203794,320.2065226421146
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.80535491489823,198.42782588582645,132.72609611625927,202.5919304628921,231.08816443298622,240.16312673664234,214.61430440415148,207.28699471274822,186.46375327441166
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,195.27460954294128,282.91289036511324,284.6407328457808,191.57396619965218,246.60837889172032,250.4107169047716,244.28046912477816,248.72469084710036,264.19325679296173
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.7312346634621,229.1735486064013,238.02340152962586,165.48541398614847,248.76968820948662,236.75592948618348,264.09298766880556,257.3929745235139,127.39910733001898
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,256.62712588240174,300.5021146178846,283.46844139899986,201.89822836344084,253.38344463298478,226.55146771830044,203.24223378549954,244.48284137242047,213.02351483690512
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,272.419710348726,190.11590621186085,202.09831926038834,217.22366687954081,195.60314670234078,287.9638345455166,241.55573847248493,226.15180602760395,254.48370294752235
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,243.05405278534624,196.6887754319927,245.12599310290068,245.42544130756934,133.44087788481858,202.99330732190535,233.80854827188867,192.19743993977661,167.52804882158887
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,221.06572850919883,178.98404259336104,179.58384990269042,125.1389444052242,222.508831749139,167.95588968619546,201.21909917230818,180.79004534539308,250.06492484634384
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,223.5074041775853,159.2537897595941,212.31695198027788,236.04607803127215,256.2629515512893,191.63363433640083,241.7529039637655,192.31041613560998,202.89157155064973
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,173.19713829198977,220.52831120988182,269.6471714852245,292.59894758564207,250.45046627007943,210.79682425020053,156.33257001133623,131.4339381901703,250.11569224171149
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.4173850773425,213.44729171405808,199.8072585941655,216.85012712390653,196.77711181907804,229.68216227399023,265.35832984409205,165.34505874955317,189.5680681252159
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,316.1653261421802,282.38505728499786,202.08400172397134,289.5069516284808,247.80796162297148,253.5326441377653,259.9206811700888,216.46354783595478,206.26245036648243
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,247.82866622827123,293.8284428841015,280.1463151815474,172.4431930574255,143.15714426505167,246.62351110578754,228.90464976995602,213.82226742483653,243.35293776905945
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,192.9875536387504,250.71327020286174,171.1664939271716,257.0783215815719,271.72079062337787,239.02374599910706,240.33531822409262,220.35391664515208,250.20030317530873
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,289.4301464830554,212.52648669294933,258.10443569770877,214.70823624225824,167.36940843327653,225.75545512641278,287.50703469901373,257.1269088875926,232.6010501319535
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.68325730742316,180.3852570863928,192.0397030257315,267.2423465575996,194.61569747123377,188.18550793957675,260.2701039125565,228.19960567121922,170.8251641890703
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,227.48282224799001,286.0536341681957,144.07304986574857,276.1487876274976,226.68568222024894,169.68138165345533,197.01420493016624,217.38531826667267,167.8114518128766
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,206.6808380350108,199.78402691015594,200.46432602014067,184.6840429464658,133.7238531857522,235.2633321868058,192.79800861408117,222.3205101909649,229.53172170773448
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.79742344145353,199.05054903551485,232.6714609946211,215.70549335949153,228.0941179079361,236.30428413968866,281.9065753036731,228.33291797477298,163.93040405890088
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,308.8282528549727,313.65273708004366,172.51814680072366,253.34006575286887,308.7057327690706,228.0867632498902,261.23702473832856,210.7239786794124,338.2882668230119
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,222.1044664856542,196.4016058746153,210.9743788919897,235.3953330092914,279.6984251382756,234.90115071735747,155.53329023019165,245.2158359671507,211.5599541081125
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,195.3815659123218,287.51013871480166,301.8236810799293,151.8190527482288,256.78727262470244,257.4015049921514,273.14497774567616,246.14961635361408,137.06740544048748
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,217.6551901600197,173.0373453369129,169.82449842769466,185.69591813513244,210.99067197197286,284.5847039116841,167.25522613088498,226.33267796775533,219.76357276629972
